,LC_Type1,LC_Type2,LC_Type3,LC_Type4,LC_Type5,avgLongitude,avgLatitude,Elevation,Slope,Aspect,NDVI,EVI,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b07,Clear_day_cov,Clear_night_cov,Albedo_BSA_nir,Albedo_BSA_shortwave,Albedo_WSA_nir,Albedo_WSA_shortwave,prcp,srad,dayl,tmax,tmin,LST_Day_1km,LST_Night_1km,Y,M,D,W,H,S,v_component_of_wind_10m,u_component_of_wind_10m,surface_pressure,runoff_sum,total_evaporation_sum,snowfall_sum,snowmelt_sum,snow_depth,snow_density,snow_cover,dewpoint_temperature_2m,temperature_2m,isFire
35,8,8.0,4,1,1,-149.1408,65.21418,132,0.172770199,229.6704915,6407,2817,395,1804,223,535,2000,2000,133,85,140,89,0.0,371.059997558594,67644.78125,26.2399997711182,4.78000020980835,14939,14007,2002,5,19,1,0,0,-1.35212973753611,-0.505731582641602,100157.822916667,2.81631946563721e-05,-0.002432145178318,0.0,4.19057905673981e-05,-7.27919033709973e-24,216.585922241211,0.187337239583333,274.419174194336,287.937464396159,1
3481,7,7.0,2,1,5,-152.29,64.8765,259,0.110633504080775,234.231453075904,6437,2542,340,1569,203,901,1991,2000,168,106,178,112,0.0,317.299987792969,74787.2265625,15.3199996948242,1.53999996185303,14723,13959,2015,6,12,0,0,0,0.181075175603231,1.72224934895833,99105.2535807292,0.0001547634601593,-0.002002827823162,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,271.921181996663,281.998934427897,0
3424,11,10.0,4,1,1,-153.99716,61.09774,326,1.30697703887338,282.891500627961,3352,1157,567,1139,292,677,79,1491,127,86,145,95,3.59999990463257,246.910003662109,64232.578125,15.6899995803833,4.94000005722046,14022,13807,2015,5,25,0,1,0,0.437155326207479,-1.31154950459798,96312.5595703125,0.0037739276885986,-0.0011441092938184,9.47341322898865e-06,0.0026302114129066,0.0129801432291667,426.967432657878,13.273193359375,275.306528091431,279.713544845581,0
2864,8,8.0,4,1,1,-155.484559782609,62.1646673913044,204,0.0428547385152224,164.132434166851,7007,3269,353,2006,198,638,3751,1349,159,102,182,115,0.0,325.859985351562,68019.5,16.8299999237061,6.21999979019165,14471,13874,2009,6,5,0,0,0,1.9422302643458,0.788509368896484,97298.4002278646,0.0036730170249939,-0.0017986735329031,0.0,5.96046447753906e-08,-7.345364722995101e-24,352.178695678711,0.0,280.560375849406,285.8089427948,0
856,8,8.0,4,1,1,-148.97104,65.402128,416,0.086400232,253.0087634,6439,2105,279,1288,131,494,2000,4000,117,77,118,78,0.0,304.410003662109,58964.55859375,17.5300006866455,6.69999980926514,14314,13585,2010,4,28,0,0,0,-1.8802269299825,-0.268691380818685,95044.9728190104,5.88893890380859e-05,-0.0007753269746899,0.0,0.0009146891534328,0.00537109375,206.158838907878,5.80289713541667,273.322964350383,281.815270741781,1
2365,8,8.0,4,1,1,-141.757211182109,65.2007597444089,238,0.313403824626487,299.28276518554,-1585,-430,705,512,354,125,2000,2000,82,70,90,74,0.0,365.760009765625,68050.671875,16.0,0.709999978542328,14444,14087,2004,5,19,0,0,0,-0.344858010609945,1.48206329345703,96413.4488932292,0.0003482103347778,-0.001724723726511,0.0,1.71847641468048e-05,-7.27919033709973e-24,223.195297241211,0.0821940104166667,275.672505060832,281.479710261027,0
2461,8,8.0,4,1,1,-145.0243,66.4599,142,0.106929743879842,353.058970638245,7245,2769,248,1553,168,450,614,3999,159,101,167,107,0.0,268.730010986328,76131.5703125,23.9300003051758,10.4300003051758,14528,14291,2004,7,10,1,0,1,0.402213454246521,3.11832090218862,99140.2635091146,5.00679016113281e-06,-0.0008728867396712,0.0,3.7252902984619103e-09,-7.27919033709973e-24,100.027328491211,0.0,279.155117034912,290.727541605632,0
1310,8,8.0,4,1,1,-154.852547619048,64.7566547619048,78,0.178508064,56.24385594,6605,3465,487,2382,218,967,926,1812,204,132,220,141,0.0,282.420013427734,68476.5390625,21.8700008392334,9.28999996185303,14398,14006,2015,5,23,1,0,0,-0.369088610013326,-1.16385777791341,100306.12109375,0.0002929121255874,-0.0023828176781535,0.0,0.0,-7.345364722995101e-24,100.041976928711,0.0,280.391220092773,290.161946614583,1
707,15,15.0,9,7,10,-161.8923,55.4057,2149,0.025017379,270.0,-454,-501,4130,3771,2547,551,2000,327,307,400,311,393,4.75,444.869995117188,58136.87109375,16.8999996185303,10.3699998855591,13766,13697,2007,7,25,0,0,1,-3.33330317338308,2.51271184285482,95089.0856119792,0.0089735388755798,-0.001253985799849,0.0,0.0079833306372165,13.4482421875,180.705713907878,40.34375,278.886298497518,280.699441274007,1
57,8,8.0,4,1,1,-153.159166666667,64.5126666666667,144,0.086469813,212.2018539,6043,2537,434,1760,173,744,1778,137,133,85,138,87,0.0,337.609985351562,71038.53125,21.0300006866455,3.95000004768372,14675,14049,2002,6,1,1,0,0,0.498717864354451,0.585668563842773,98460.0784505208,0.0003515854477882,-0.0016967728734016,0.0,0.0,-7.27919033709973e-24,99.9999847412109,0.0,279.890560150146,284.645095825195,1
