,LC_Type1,LC_Type2,LC_Type3,LC_Type4,LC_Type5,avgLongitude,avgLatitude,Elevation,Slope,Aspect,NDVI,EVI,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b07,Clear_day_cov,Clear_night_cov,Albedo_BSA_nir,Albedo_BSA_shortwave,Albedo_WSA_nir,Albedo_WSA_shortwave,prcp,srad,dayl,tmax,tmin,LST_Day_1km,LST_Night_1km,Y,M,D,W,H,S,v_component_of_wind_10m,u_component_of_wind_10m,surface_pressure,runoff_sum,total_evaporation_sum,snowfall_sum,snowmelt_sum,snow_depth,snow_density,snow_cover,dewpoint_temperature_2m,temperature_2m,isFire
2309,8,8.0,4,1,1,-147.5021,67.0045,442,0.416735768166462,172.854397868337,1389,1031,1819,2406,1532,330,3772,177,279,270,273,267,0.850000023841858,279.540008544922,54704.96875,4.51000022888184,-7.21000003814697,13763,13439,2003,4,16,0,0,0,-0.648638407389323,-0.208487192789714,95569.7340494792,0.0001114755868911,-0.0005026161670684,5.14984130859375e-05,0.0003617666661739,0.482666015625,258.012354532878,100.0,268.554929097493,273.056610107422,0
2923,8,8.0,4,1,1,-143.543675,63.5989875,506,0.579135520280348,92.6006632622804,-51,-76,7320,7245,5722,564,3587,1995,540,594,518,580,0.0,155.110000610352,34213.921875,-13.3000001907349,-27.9200000762939,13152,12433,2010,2,27,1,0,3,-0.422028223673503,-1.32392374674479,92525.7887369792,0.0001574754714965,-3.81702557206154e-05,0.0001100674271583,0.0,0.397135416666667,168.977849324544,98.263671875,249.818143844604,252.915344874064,0
2253,1,1.0,7,1,1,-142.9523,63.3789,490,0.132808916970599,338.312266844015,2053,1684,1941,2944,1768,282,1968,240,182,161,166,135,0.769999980926514,148.080001831055,35851.5703125,1.64999997615814,-8.02000045776367,13190,12462,2003,3,3,0,0,3,0.0610109170277913,-0.431926091512044,94888.3453776042,0.0003356486558914,-7.30175524950027e-05,0.0003052689135074,0.0,0.351603190104167,206.763331095378,98.125,268.368617375692,270.932429631551,0
15,9,9.0,4,1,1,-155.55995,63.6376,257,0.362394425,261.6611345,385,361,2882,3113,2927,236,3637,2219,303,307,250,276,3.8199999332428,81.3600006103516,34604.23828125,0.150000005960464,-7.53000020980835,13240,13283,2002,2,28,0,0,3,0.0139156182607015,-2.40192413330078,97041.1453450521,0.0004213601350784,-0.0004500290378928,0.0018937326967716,0.0,0.4903564453125,193.255844116211,99.951171875,265.820906956991,270.016096750895,1
702,7,7.0,2,4,5,-150.4907,69.1811,212,0.22690227,349.1611094,4944,2086,597,1765,180,986,2000,2000,167,118,174,122,0.0,278.369995117188,86400.0,10.789999961853,1.07000005245209,14645,14062,2007,6,11,0,0,0,-3.08871205647786,-3.28302001953125,98542.7475585938,1.60932540893555e-06,-0.0022321818396449,1.27032399177551e-06,5.14090061187744e-07,-7.345364722995101e-24,121.230127970378,0.0026041666666666,275.683141708374,279.569001515706,1
536,8,8.0,4,1,1,-150.858703030303,64.1249818181818,234,0.250635495,22.31152803,4243,1596,531,1314,298,1393,2000,2000,289,351,291,352,0.0,392.609985351562,57593.33984375,18.7600002288818,0.400000005960464,13933,13776,2005,4,27,0,0,0,-1.04232406616211,-0.764148712158203,99930.5164388021,0.0028579235076904,-1.54543668031693e-05,0.0,0.0163691006600857,0.200480143229167,313.279932657878,99.998046875,272.690414428711,279.896114349365,1
3972,5,5.0,7,1,1,-150.62146,65.05589,245,0.134747443858162,142.511570129979,5169,3551,1050,3297,645,1003,2000,2000,289,271,277,269,0.300000011920929,224.339996337891,41116.51953125,-9.30000019073486,-26.4500007629395,12808,12582,2021,3,17,0,0,3,-0.0946621497472127,-0.918768525123596,97730.6350911458,0.0002386420965194,-4.40068542957306e-05,0.0001019276678562,0.0,0.511515299479167,177.716456095378,100.0,251.602681477865,255.757999420166,0
195,8,8.0,4,1,1,-145.4733,64.8808,759,0.400005572,334.3824444,921,891,2867,3449,3328,412,2000,2000,312,329,315,331,0.0,333.480010986328,47748.4296875,-3.66000008583069,-27.3199996948242,12966,12418,2003,4,2,0,0,0,-0.364991744359334,-0.922672907511393,93084.9799804688,0.0003583431243896,-0.0001209937036037,4.548579454422e-06,0.0,0.537068684895833,230.481430053711,100.0,249.176376978556,254.623644510905,1
1444,7,7.0,2,1,5,-157.687969230769,66.5005461538462,192,0.24640491,234.8957329,5828,3110,641,2432,251,1096,1427,1995,359,423,361,426,0.0,290.559997558594,58980.76953125,4.90000009536743,-4.3600001335144,13559,13385,2015,4,26,1,0,0,-0.410633603731791,1.18327267964681,98896.890625,0.0008223950862884,-0.0007425211369991,1.97440385818481e-07,0.0024010017514228,0.432779947916667,298.984034220378,100.0,269.494717915853,273.253975550334,1
2205,8,8.0,4,1,1,-155.5258,64.4114,212,0.0901331563520211,68.3625038227059,6282,2427,366,1603,141,806,1986,2000,261,276,262,277,0.0,214.619995117188,59815.37890625,3.35999989509583,-2.91000008583069,13742,13532,2002,5,2,0,0,0,0.490628401438395,0.711020151774089,100032.777994792,0.0002612918615341,-0.0007507782429456,0.0002257674932479,0.0,0.4215087890625,266.671208699544,99.98828125,267.840527216593,271.99594561259,0
1426,8,8.0,4,1,1,-150.0852,61.8461,65,0.183873783,114.8564466,721,577,2186,2526,2038,219,2000,1938,191,181,181,174,0.0,240.729995727539,41389.51171875,8.89000034332275,-4.46999979019165,13714,13381,2015,3,17,0,0,3,0.108491897583008,-1.21084849039714,100550.525390625,0.0005332976579666,-0.0003065969794988,0.0001770295202732,0.0009154230356216,0.364949544270833,262.487940470378,99.59375,267.802317937215,272.73043568929,1
3843,8,8.0,4,1,1,-147.339442857143,64.5640666666667,170,0.267640389372568,346.948072985469,4909,1933,520,1523,223,947,1949,2000,154,105,151,103,0.0,307.049987792969,51348.21875,12.3800001144409,-1.63999998569489,14331,13532,2019,4,11,0,0,0,0.206347266832987,-1.72178522745768,98470.8754882812,0.0002374649047851,-0.0006783409044146,0.0,0.0001894012093544,0.0020345052083333,239.735010782878,2.34138997395833,270.160113652547,277.869756698608,0
2139,8,8.0,4,1,1,-156.096096428571,65.32345,154,0.133118798847993,261.653817272443,510,542,3501,3878,3660,280,838,189,414,451,413,449,4.17999982833862,239.179992675781,55068.12890625,-2.42000007629395,-15.6899995803833,12599,12885,2002,4,19,0,0,0,-0.792821685473124,-0.385267893473307,100397.914388021,0.0003011971712112,-0.0003627557307481,0.0004313997924327,0.0,0.4112548828125,243.661443074544,100.0,258.686237335205,263.228644053141,0
2671,5,5.0,7,1,1,-148.9829,64.6071,250,0.289804193794692,354.668166251018,1378,1020,1814,2394,2119,1013,2000,1987,191,210,169,190,0.0,197.610000610352,38301.19921875,-18.9599990844727,-34.25,12833,12652,2006,3,10,0,0,3,0.532171964645386,1.37860933939616,101542.395182292,1.02072954177856e-05,-0.0001173159107565,1.70581042766571e-05,0.0,0.369384765625,167.224919637044,100.0,245.033732732137,249.299397150675,0
2605,7,7.0,2,1,5,-157.833419230769,64.1794871794872,587,0.0586615436024675,271.258290980125,-431,-546,5359,4916,3141,930,1236,3999,530,679,537,682,0.0,316.459991455078,57633.87109375,11.789999961853,1.4099999666214,13504,13651,2005,4,27,0,0,0,-0.277024586995443,-1.3873176574707,98760.9331054688,0.0007255673408508,-0.0003376118838787,0.0,0.0129672922194004,0.746866861979167,347.183252970378,100.0,271.560368855794,277.624060312907,0
1006,8,8.0,4,1,1,-143.516425,61.445375,859,0.379999363,267.2797941,668,712,3471,3968,4399,486,2632,2000,370,413,357,392,0.0,212.070007324219,36095.12890625,-12.8999996185303,-28.6599998474121,12576,12202,2011,3,2,0,0,3,0.701033353805542,0.400776545206706,92448.4601236979,0.0005034655332565,-4.1574239730835e-06,0.0,0.0,1.4970703125,238.331690470378,97.02734375,244.393858591715,252.601892471313,1
1522,8,8.0,4,1,1,-155.74445,66.13215,181,0.354126819,186.3899325,408,450,3793,4116,5044,208,1983,2568,382,424,384,427,0.0,255.259994506836,46267.83984375,-8.30000019073486,-23.2299995422363,12888,12484,2016,3,28,0,0,0,-1.22802559534709,0.942541122436523,98293.1811523438,0.0003156960010528,-0.0002942997962236,2.46614217758179e-06,0.0,0.598795572916667,261.190414428711,99.91796875,254.537892659505,258.360498428345,1
1561,8,8.0,4,1,1,-145.1431,61.2474,312,0.57839727,105.1566764,1976,1110,1163,1736,1420,1268,2836,2000,160,215,160,217,0.0,380.989990234375,53709.76953125,7.1100001335144,-2.75999999046326,13686,13612,2016,4,20,0,0,0,0.347933451334635,-0.0007902781168619,89251.0356445312,9.90331172943115e-05,-2.15973705053329e-06,2.62521207332611e-05,0.0,15.6392008463542,349.722966512044,95.583984375,267.628791173299,270.147785186768,1
1855,15,15.0,9,7,10,-163.9765,54.7565,2614,0.871625867,103.6246459,-677,-304,1403,1225,2635,360,1947,667,187,294,215,345,0.0,63.310001373291,55815.62109375,15.7799997329712,15.7799997329712,13849,13690,2019,8,3,1,0,1,3.15160576502482,-0.54247792561849,95832.1656901042,0.0175446271896362,-0.0002357214689254,0.0,0.017282210290432,25.75,254.509750366211,77.25,282.445634206136,283.300532658895,1
2557,8,8.0,4,1,1,-155.857181818182,66.7037454545455,287,0.354126818912315,186.389932504403,875,738,2325,2771,3275,125,1966,2000,333,366,304,343,0.0,196.600006103516,42298.96875,-10.6199998855591,-21.1299991607666,13049,12943,2005,3,20,1,0,0,-0.462508042653402,-1.25095367431641,99739.7845052083,0.000263974070549,-0.0004350813105702,1.26659870147705e-07,0.0,1.0736083984375,282.996404012044,100.0,256.177818934123,260.647771199544,0
1104,8,8.0,4,1,1,-152.039160465116,64.0103596899225,407,0.110633504,234.2314531,823,877,3411,4023,1878,184,2000,1979,174,180,174,179,0.0,314.230010986328,45188.01953125,-9.51000022888184,-29.8099994659424,12797,12491,2013,3,27,0,0,0,0.944045225779215,0.538242340087891,98365.4116210938,0.0002526640892028,-0.0001421347260475,4.88609075546265e-05,0.0,0.474568684895833,182.119125366211,99.537109375,247.21320215861,252.425472259521,1
204,8,8.0,4,1,1,-145.0932,64.3075,745,0.400005572,334.3824444,233,206,2678,2806,3505,244,2000,1874,118,145,109,129,0.0,249.100006103516,41588.390625,2.84999990463257,-15.3999996185303,13362,13020,2003,3,18,0,0,3,-0.19047482808431,-1.2932014465332,92919.7171223958,0.0004234760999679,-0.0001139417290687,5.73694705963135e-07,0.0,0.393473307291667,211.597966512044,98.451171875,260.955146153768,265.116596857707,1
771,8,8.0,4,1,1,-151.01707,65.59066,444,0.251348661,86.94465935,-216,-322,8909,9282,7216,547,1817,1940,693,787,693,788,0.0,196.929992675781,41493.1484375,-18.4099998474121,-28.8199996948242,12440,12368,2009,3,18,0,0,3,-2.84435880184174,-2.61139309406281,93713.884765625,0.0001285821199417,-2.68407166004181e-06,0.0001151524484157,0.0,0.9541015625,173.029932657878,100.0,241.284496307373,245.227577209473,1
875,8,8.0,4,1,1,-143.4029,63.4206,472,0.57913552,92.60066326,498,603,4472,4941,3664,514,3977,2000,305,313,302,312,0.0,164.259994506836,35465.19921875,0.0399999991059303,-14.6599998474121,13291,12656,2010,3,2,0,0,3,0.716302593549093,-0.179017384847005,91802.5805664062,0.0002261102199554,-5.43408095836639e-05,5.05819916725159e-05,0.0,0.430338541666667,173.700831095378,97.056640625,259.67995707194,263.685720443726,1
3381,8,8.0,4,1,1,-154.135022891566,63.4573204819277,705,0.12413925020273,76.4367992623688,748,796,3431,3986,2452,297,2000,2000,313,357,317,365,0.0,270.029998779297,43975.12890625,5.67999982833862,-12.7799997329712,13544,13391,2015,3,24,0,0,0,-1.15558695793152,-1.22480710347493,95483.4713541667,0.0002748519182205,-0.0002109948545694,0.0,0.0,0.376993815104167,222.316065470378,99.830078125,265.08199373881,268.351555506388,0
948,9,9.0,4,1,1,-146.4174,66.4023,122,0.156772251,6.151312872,4815,1927,527,1506,263,1118,2000,824,169,117,173,120,0.0,325.25,62106.078125,13.3999996185303,-2.02999997138977,14140,13594,2010,5,3,0,0,0,-1.6379566192627,-1.22526931762695,100520.940592448,1.2516975402832e-06,-0.0008123442530632,0.0,3.33786010742188e-06,-7.345364722995101e-24,173.742172241211,0.0482584635416667,267.295668919881,278.213287353516,1
2920,8,8.0,4,1,1,-148.80455,64.0777,767,0.289804193794692,354.668166251018,333,357,3618,3868,3898,421,2000,977,307,346,303,345,0.0,99.75,34023.30078125,-19.25,-26.2199993133545,13367,12491,2010,2,27,1,0,3,0.147307713826497,-0.0651346842447917,92160.9137369792,0.0001469254493713,7.78492540121078e-06,0.0001692548394203,0.0,0.3470458984375,154.595362345378,100.0,246.817330042521,249.902324040731,0
3878,9,9.0,4,4,4,-147.036780769231,67.5250384615385,721,0.416735768166462,172.854397868337,107,112,7099,7253,5988,420,1996,1889,527,603,524,600,3.35999989509583,250.800003051758,56955.859375,3.10999989509583,-8.14999961853027,13469,13092,2019,4,20,1,0,0,0.0444769064585368,-0.688973744710286,93669.9817708333,0.0001524835824966,-0.00032364949584,0.0012691132724285,0.0,0.641153971354167,256.274724324544,99.916015625,265.959964752197,269.241151173909,0
2376,9,9.0,4,1,1,-141.306085271318,64.6130372093023,1034,0.193440710714147,87.7864653994764,348,387,3862,4141,4293,394,1998,2000,385,444,351,414,0.0,315.609985351562,45239.66015625,-16.6700000762939,-36.1699981689453,12717,12034,2004,3,26,0,0,0,-1.23342907428741,0.824276606241862,89247.1394856771,0.0002258569002151,-8.71773809194565e-05,0.0001506097614765,0.0,0.554158528645833,191.448877970378,97.9140625,243.939954121908,248.628321329753,0
519,1,1.0,7,1,1,-150.1426,60.38576,160,0.655684095,271.1932281,5739,1680,308,1138,85,805,1965,2000,140,116,143,118,0.0,326.959991455078,50659.7109375,11.1700000762939,-6.01999998092651,13890,13608,2005,4,13,0,0,0,0.031330148379008,-0.117839177449544,96217.5709635417,0.0004327595233917,-6.39064237475395e-05,0.0,0.0,1.80411783854167,368.797510782878,79.919921875,268.511913935343,273.043560028076,1
2306,1,1.0,7,1,1,-145.8183,67.2647,345,0.284411388404379,176.607394095592,4883,2599,713,2074,435,484,1730,2377,282,248,276,246,0.0,294.25,54842.41015625,8.72000026702881,-7.26000022888184,13742,13424,2003,4,16,0,0,0,-0.85131581624349,-0.207592010498047,94973.9007161458,0.0002862066030502,-0.0006139045581221,3.44216823577881e-06,0.000224333256483,0.337483723958333,229.805648803711,100.0,268.061683654785,272.553436279297,0
2730,9,9.0,4,4,4,-143.16828,67.52226,429,0.262784129311593,159.922120982886,-436,-557,5456,5000,4786,321,2700,2000,423,506,421,506,0.0,170.220001220703,51669.3515625,-5.25,-12.6400003433228,13467,12873,2007,4,9,0,0,0,-3.36639340718587,-3.1701234181722,94395.6614583333,8.45491886138916e-05,-0.0008408967405557,0.0016575567424297,0.0,0.311564127604167,194.253565470378,99.900390625,260.950778325399,265.366738637288,0
3743,9,9.0,4,1,1,-142.93484375,65.47565,544,0.183641203909709,312.766908614958,4444,2374,757,1968,501,1450,2000,1960,432,539,433,541,0.0,285.660003662109,58148.8203125,9.0,-1.44000005722046,13750,13501,2018,4,26,0,0,0,1.1530480782191,0.937421798706055,94051.0011393229,0.0003183484077453,-0.0007212329655885,9.46223735809326e-07,0.0026370994746685,0.363606770833333,299.115870157878,99.71875,266.990293502808,273.828591028849,0
698,8,8.0,4,1,1,-143.657811111111,66.2433777777778,252,0.050132769,297.2180506,6496,2810,375,1766,219,558,1969,2000,136,90,146,98,0.0,288.589996337891,73993.921875,16.8600006103516,3.66000008583069,14570,14024,2007,5,29,0,0,0,2.32182204723358,0.507724126180013,97884.3725585938,1.99824571609497e-05,-0.001745325513184,0.0,0.0,-7.345364722995101e-24,100.022771199544,0.0,278.500526428223,283.325900395711,1
2904,8,8.0,4,1,1,-143.3333,66.3342,216,0.0501327693925176,297.218050619946,28,33,4375,4400,4381,596,1945,1999,416,461,418,466,0.0,238.940002441406,45850.73046875,-9.21000003814697,-23.0100002288818,12852,12664,2009,3,28,1,0,0,-0.884272893269857,0.458511670430501,98038.8385416667,9.5367431640625e-07,-0.0002078637480735,0.0007567070424556,0.0,0.458292643229167,161.168279012044,99.9921875,255.688196818034,259.289054234823,0
3897,7,7.0,2,1,5,-160.1103,65.3882,357,0.0871858346553702,63.8770736312855,-372,-299,3745,3476,4995,179,3070,2000,353,423,331,407,0.0,139.110000610352,38965.0703125,-10.25,-14.9700002670288,12894,13047,2019,3,12,0,0,3,-1.44390511512756,0.0849984486897786,94236.4031575521,0.0002958625555038,-0.0001586386933922,0.002638254314661,0.0,0.788411458333333,252.749008178711,100.0,263.009611129761,264.844733556112,0
2089,8,8.0,4,1,1,-150.4669,64.78385,147,0.250635494954608,22.3115280342819,1003,906,2546,3114,2247,334,2000,2000,158,145,133,121,0.0,177.089996337891,38674.44921875,-5.6100001335144,-19.8899993896484,13189,12672,2002,3,11,0,0,3,-1.90215746561686,-2.55824279785156,99143.3424479167,9.4294548034668e-05,-0.0004703700542449,0.0,0.0,0.271891276041667,183.206039428711,98.82421875,253.11341158549,260.186601003011,0
2619,8,8.0,4,1,1,-157.390361538462,64.3064538461539,561,0.0586615436024675,271.258290980125,2544,2116,1859,3128,759,1113,1960,3047,533,679,534,680,0.0,306.679992675781,59718.41015625,11.4099998474121,1.33000004291534,13487,13667,2005,5,2,0,0,0,-0.586676279703776,-0.441582997639974,97833.5896809896,0.0034029632806778,-0.0001325448974967,0.0,0.0145197287201881,0.479939778645833,367.438786824544,100.0,272.601052602132,277.727751413981,0
996,9,9.0,4,1,1,-154.9998,65.5996666666667,148,0.145323734,240.7051535,-42,-62,7208,7147,7137,265,2000,48,510,594,499,575,6.59999990463257,78.2799987792969,32060.220703125,-0.100000001490116,-9.61999988555908,12536,12647,2011,2,24,0,0,3,3.7194652557373,1.03399435679118,99514.7945963542,0.0001085400581359,-0.0003692936152219,0.0019615292549133,0.0,0.721598307291667,160.833318074544,100.0,264.11069170634,269.414870580037,1
2262,1,1.0,7,1,1,-145.910391836735,67.3416581632653,515,0.284411388404379,176.607394095592,992,1087,3513,4287,3442,329,158,1855,332,318,324,315,0.0,213.0,47382.6796875,-9.77999973297119,-21.3799991607666,12865,12336,2003,3,31,0,0,0,-1.15723629792531,-1.85377566019694,96948.4171549479,7.33286142349243e-05,-0.0003422182053327,0.0021504573523998,0.0,0.437215169270833,195.377914428711,100.0,253.980322519938,259.421491622925,0
2450,8,8.0,4,1,1,-144.72155862069,65.9352137931034,247,0.30527467042312,71.141652273695,5598,1931,377,1336,158,443,1993,940,133,92,138,95,4.40999984741211,200.699996948242,64756.921875,7.73999977111816,-1.55999994277954,14309,13659,2004,5,9,1,0,0,-1.21348130702972,0.175874710083008,98096.4606119792,8.77082347869873e-05,-0.0011242916807532,0.0010842904448509,0.0011124536395072,0.0522054036458333,151.902328491211,51.819091796875,265.917648951213,274.749979654948,0
2019,8,8.0,4,1,1,-144.404534615385,64.0792461538462,783,0.402695282,341.8156997,829,703,3503,4137,2858,982,3804,489,239,219,238,218,0.0,362.109985351562,48384.12890625,-1.4099999666214,-17.5,13488,12997,2022,4,4,0,0,0,-0.0341582298278809,-0.340166807174683,91348.6222330729,0.0003599971532821,-0.0001199040561914,2.70307064056396e-05,0.0,0.968465169270833,298.595362345378,100.0,262.463337580363,266.749231974284,1
887,8,8.0,4,1,1,-141.1558,65.61505,563,0.313403825,299.2827652,235,291,4779,5010,3646,439,1980,2000,353,355,358,359,1.33000004291534,160.630004882812,38490.8515625,-8.31999969482422,-19.9899997711182,12852,12745,2010,3,11,0,0,3,0.612271428108215,-1.5541451772054,91356.8111979167,0.0001207888126373,-4.91850078105927e-05,7.93598592281342e-05,0.0,0.377604166666667,162.458318074544,97.814453125,251.622265497843,256.191282272339,1
2418,9,9.0,4,1,1,-154.564195652174,66.8004304347826,215,0.233965784447653,191.145923044612,57,51,2777,2809,2491,1035,2103,2000,295,345,295,346,0.0,279.619995117188,58757.37109375,5.80999994277954,-4.55999994277954,13701,13566,2004,4,24,1,0,0,-0.634860237439474,-1.40766525268555,96766.943359375,0.0003674924373626,-0.0007483419030904,0.0,0.0,0.650960286458333,333.217107137044,99.076171875,267.745627085368,272.954690297445,0
