,LC_Type1,LC_Type2,LC_Type3,LC_Type4,LC_Type5,avgLongitude,avgLatitude,Elevation,Slope,Aspect,NDVI,EVI,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b07,Clear_day_cov,Clear_night_cov,Albedo_BSA_nir,Albedo_BSA_shortwave,Albedo_WSA_nir,Albedo_WSA_shortwave,prcp,srad,dayl,tmax,tmin,LST_Day_1km,LST_Night_1km,Y,M,D,W,H,S,v_component_of_wind_10m,u_component_of_wind_10m,surface_pressure,runoff_sum,total_evaporation_sum,snowfall_sum,snowmelt_sum,snow_depth,snow_density,snow_cover,dewpoint_temperature_2m,temperature_2m,totalArea_km2
1278,8,8,4,1,1,-155.5614,65.05585,498,0.209083871,286.9059498,799,971,4349,5105,3711,391,2000,1981,333,326,320,317,0.0,275.640014648438,43616.1015625,-2.70000004768372,-17.0100002288818,13513,12909,2015,3,23,0,0,0,-1.00049082438151,0.432214101155599,97559.1067708333,0.0003289580345153,-0.0002450058236718,3.65450978279114e-06,0.0,0.510457356770833,220.286117553711,100.0,258.876983006795,262.104955673218,4.2375242308517
613,8,8,4,1,1,-148.54064,64.41506,162,0.289804194,354.6681663,1721,1452,2109,2986,2349,541,2000,2000,276,259,268,256,0.0,305.859985351562,46438.96875,4.26999998092651,-19.1599998474121,13253,12492,2006,3,30,0,0,0,-0.284849961598714,-1.53247451782227,98265.9853515625,5.65648078918457e-05,-0.0003351382911205,0.0,0.0,0.303059895833333,184.247380574544,100.0,253.602478663127,259.961365381877,1.53833659692646
39,9,9,4,1,1,-155.5748,63.6578833333333,335,0.362394425,261.6611345,71,96,5833,5917,5322,395,2000,1059,471,537,471,545,0.0,211.779998779297,44374.640625,2.14000010490417,-7.96999979019165,13019,12655,2002,3,25,0,0,0,-0.492243965466817,-1.31190363566081,96905.302734375,0.0003599971532821,-0.0003839125856757,1.88015401363373e-05,0.0,0.397867838541667,248.349268595378,95.5546875,265.10179011027,268.715254465739,1.45277730458281
1773,8,8,4,4,4,-143.0181,67.3404625,277,0.262784129,159.922121,619,495,3194,3616,2872,401,2000,3056,288,301,284,294,0.0,154.300003051758,53011.76171875,-1.45000004768372,-7.23999977111816,13277,13290,2019,4,12,0,0,0,-2.93562614917755,-3.4597593943278,96872.6315104167,8.00192356109619e-05,-0.000817323103547,0.0008447468280792,5.84535300731659e-05,0.297403971354167,291.548161824544,99.138671875,265.920198440552,270.184188842773,114.032989028665
1900,8,8,4,1,1,-150.8573,64.9415,79,0.250635495,22.31152803,-351,-365,7662,7142,7239,297,74,1209,545,620,541,618,9.14000034332275,230.100006103516,46100.91015625,-0.140000000596046,-22.5799999237061,12654,12632,2021,3,29,0,0,0,0.197662353515625,-1.9697208404541,98914.6243489583,0.0003216862678527,-0.0001795310527086,0.0082258731126785,0.0,0.540486653645833,192.113591512044,99.978515625,262.553507486979,266.27961285909,0.25
331,8,8,4,1,1,-148.49426,64.53648,129,0.289804194,354.6681663,4985,1726,421,1258,222,669,1180,1999,129,90,128,90,0.0,242.839996337891,54616.0390625,8.26000022888184,-1.48000001907349,13687,13542,2004,4,18,1,0,0,-1.02937793731689,-0.799941380818685,98344.4168294271,0.0007243156433105,-0.0004898570477962,9.15490090847015e-06,0.0041799023747444,0.0896402994791667,252.521469116211,90.2691243489583,268.49720064799,274.550913492839,1.56644024861475
605,8,8,4,1,1,-148.9569,64.4609,129,0.289804194,354.6681663,766,880,3927,4579,3222,445,2000,2000,329,322,308,311,0.0,196.639999389648,38326.640625,-16.8799991607666,-33.5900001525879,12424,12059,2006,3,10,0,0,3,0.331284920374552,1.64789644877116,101639.270182292,2.66432762145996e-05,-0.0001106699928641,1.49570405483246e-05,0.0,0.3482666015625,167.680648803711,100.0,245.180379867554,249.502522150675,0.25
408,7,7,2,1,5,-145.7993,65.0971,814,0.576566741,72.06930934,5554,3080,668,2337,373,1787,4000,1974,190,133,192,134,0.0,412.350006103516,66252.5625,20.0,3.47000002861023,14620,14041,2004,5,15,1,0,0,-0.442070007324219,-1.16713841756185,92510.5174153646,0.0002481341361999,-0.0021257726475596,0.0,0.000163234770298,0.0008544921875,192.307601928711,0.854085286458333,275.752596537272,283.535785039266,0.25
194,7,7,2,4,5,-142.3014,67.7937,344,0.120182732,156.5639508,-86,-136,8491,8345,8021,778,2000,1920,603,700,588,693,1.89999997615814,193.440002441406,47479.4296875,-12.8900003433228,-22.3099994659424,12882,12215,2003,3,31,0,0,0,-2.00580807526906,-2.16617393493652,96797.6671549479,4.10377979278564e-05,-0.0003157295286655,0.0009190551936626,0.0,0.4915771484375,180.274073282878,99.814453125,251.205257415771,256.013776779175,0.25
1009,9,9,4,1,1,-145.2944,65.1092,895,0.576566741,72.06930934,548,842,7552,8428,6233,499,1989,1964,487,529,429,499,0.0,146.029998779297,34829.6484375,-14.0,-29.0499992370605,12414,12329,2011,3,2,0,0,3,-0.0590171019236247,-1.84067853291829,93242.5017903646,0.0002138763666152,9.92603600025177e-06,0.0,0.0,0.730305989583333,168.504216512044,99.45703125,239.501280466715,245.613367080688,0.25
1727,8,8,4,1,1,-141.0612,63.0078,791,0.091497469,198.3927964,1355,974,2309,3033,1809,498,2000,2000,287,298,252,280,0.0,176.789993286133,35223.0390625,-6.75,-22.5799999237061,12976,12684,2019,3,1,0,0,3,-0.623383442560832,-0.897016525268555,94125.9182942708,0.0002790242433547,-3.56463715434074e-05,5.66244125366211e-07,0.0,0.309000651041667,159.222640991211,93.61328125,252.756687164307,256.488573074341,0.25
1790,8,8,4,1,1,-158.065175,64.1287,156,0.300730666,102.819691,-280,-286,7018,6635,6385,226,409,1987,363,453,362,454,2.69000005722046,194.789993286133,52800.4296875,-0.379999995231628,-7.30000019073486,13580,13275,2019,4,15,0,0,0,-0.994043111801147,-0.390754063924154,98503.6271158854,0.0004347711801528,-0.0005016094073653,0.0006108470261096,0.0002914667129516,0.469441731770833,408.415674845378,100.0,269.752239227295,272.476947784424,0.635669079012189
322,8,8,4,1,1,-145.186634027778,66.3496333333333,142,0.106929744,353.0589706,2933,1326,895,1638,401,675,1957,1965,276,277,275,277,0.0,212.630004882812,52991.12890625,3.50999999046326,-6.55000019073486,13597,13518,2004,4,12,0,0,0,-1.89945352077484,-1.82955360412598,101341.200846354,0.0005801916122436,-0.0007744878530502,6.25848770141602e-07,0.0005699135363101,0.190633138020833,199.976547241211,99.837890625,265.521142959595,270.611556371053,98.7458374325413
1624,9,9,4,1,1,-145.5785,65.69935,458,0.576566741,72.06930934,-4,-5,4703,4699,6137,378,1996,1745,442,516,434,513,0.0,221.259994506836,47061.30859375,2.67000007629395,-10.3999996185303,13401,13154,2017,3,31,0,0,0,-0.338293075561523,-0.605744361877441,93961.2281901042,0.0001552253961563,-0.0002113683149218,0.0001168251037597,0.0,0.413126627604167,187.130844116211,95.87109375,264.164627710978,266.814339319865,0.336932749056548
266,9,9,4,1,1,-143.5265,64.0304,1042,0.109866239,292.181672,5254,2484,582,1871,319,987,924,2000,123,83,126,85,0.0,325.950012207031,63338.03125,12.7200002670288,1.11000001430511,14086,13538,2003,5,12,0,0,0,0.288733641306559,1.10899607340495,88105.4876302083,0.0004164576530456,-0.0009686984121799,0.0062260404229164,0.0025047846138477,0.0481770833333333,255.582015991211,47.0699869791667,271.634827295939,274.752047220866,0.25
1684,8,8,4,1,1,-150.35055,64.7277454545455,226,0.250635495,22.31152803,5957,2349,423,1670,125,676,2000,1993,124,84,127,85,1.47000002861023,203.110000610352,59652.359375,4.69999980926514,-1.39999997615814,13907,13968,2018,5,1,0,0,0,2.18466424942017,1.89956843852997,98853.7682291667,0.0002897679805755,-0.0008426047861576,0.0002610236406326,0.0027931742370128,0.1226806640625,331.880193074544,99.5906575520833,270.330849329631,276.466375986735,23.1386462753612
1498,8,8,4,1,1,-152.276,57.6193,53,0.025017379,270.0,6177,3176,508,2150,303,890,2000,1512,133,89,138,89,0.0,439.690002441406,61902.19140625,18.0,7.71000003814697,14364,14018,2015,5,30,1,0,0,2.45469033718109,1.68165079752604,101406.797200521,0.0023627877235412,-0.0023206789046526,0.0,0.0,-7.345364722995101e-24,100.041976928711,0.0,281.711210250854,284.605586369832,0.25
1387,8,8,4,1,1,-154.504456666667,64.7714866666667,68,0.178508064,56.24385594,944,758,2144,2591,2996,326,2000,2000,336,367,336,371,0.0,258.980010986328,47724.6484375,0.899999976158142,-12.9499998092651,13398,13090,2015,4,2,0,0,0,-0.785077373186747,0.506151835123698,101205.844075521,0.0002465695142745,-0.0004537804052233,5.81368803977966e-05,0.0,0.306233723958333,265.296534220378,99.958984375,267.950863520304,271.248516082764,52.0286968186003
67,7,7,2,1,5,-156.9396,67.203,75,0.692173099,268.9336764,78,103,5584,5672,7113,529,1680,1997,548,634,546,634,0.0,300.019989013672,56229.0390625,-6.07999992370605,-19.2000007629395,12990,12083,2002,4,19,0,0,0,-0.862259348233541,-0.652642567952474,97433.4143880208,0.0001357644796371,-3.91993671655655e-05,5.91948628425598e-06,0.0,0.822102864583333,195.815088907878,99.974609375,250.716673533122,256.078904469808,0.25
1029,8,8,4,1,1,-155.7603,66.6504,435,0.354126819,186.3899325,591,756,4920,5539,4925,315,379,938,366,385,366,389,0.0,181.369995117188,38253.48828125,-19.7900009155273,-32.939998626709,12572,12421,2012,3,10,1,0,3,-0.613191326459249,0.941291173299154,97002.5009765625,0.000417023897171,-7.41370022296906e-05,2.04518437385559e-06,0.0,0.952433268229167,220.540674845378,100.0,242.587494532267,247.11386680603,0.670321655804795
585,9,9,4,4,4,-141.3836,67.5371666666667,424,0.11018879,208.4614407,7732,4206,319,2495,197,745,2000,2000,198,123,203,126,5.46000003814697,141.630004882812,80646.9765625,5.34999990463257,-0.589999973773956,14631,13679,2005,6,1,0,0,0,-2.4271270831426,-2.66074879964193,96653.3328450521,7.56978988647461e-05,-0.0008170586079359,0.0025460049510002,6.06849789619446e-06,0.0064290364583333,157.894190470378,6.13932291666667,269.759567896525,272.939268747966,0.17002499874252
1050,8,8,4,1,1,-147.389666666667,64.6205833333333,161,0.267640389,346.948073,6007,2953,522,2093,257,1016,2000,2572,160,107,176,116,0.0,284.230010986328,68921.359375,20.6100006103516,9.14000034332275,14514,14023,2012,5,24,0,0,0,0.124998132387797,0.835216005643209,99223.583984375,2.53915786743164e-05,-0.0018604397773742,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,280.785077412923,287.461829503377,4.06209697478653
1614,9,9,4,1,1,-144.7966,65.9531,266,0.30527467,71.14165227,4798,1858,510,1451,247,982,2000,1989,321,383,321,384,0.0,297.690002441406,51920.8984375,9.35000038146973,-7.82000017166138,13752,13202,2017,4,11,0,0,0,-0.398049434026082,0.568730036417643,99888.6124674479,0.0019348263740539,-0.0004027178511023,0.0,0.0019078850746154,0.278116861979167,224.172185262044,99.478515625,267.672580083211,272.418755849202,0.25
1556,9,9,4,1,1,-158.373875,62.133775,160,0.147301511,269.7995747,5497,2366,509,1752,223,848,1169,432,238,247,240,248,0.0,372.579986572266,53059.66015625,10.3800001144409,-3.13000011444092,14179,13590,2016,4,17,1,0,0,1.31506856282552,-0.695662379264832,98760.6349283854,0.0044502317905426,-0.0002054665237665,0.0,0.0105937719345093,0.217122395833333,375.724268595378,100.0,272.374361673991,276.290952682495,1.38717243826636
1811,15,15,9,7,10,-163.9659,54.7572666666667,2704,0.120182732,156.5639508,-735,-680,5631,4859,7554,1647,1882,906,406,618,455,687,2.19000005722046,50.8199996948242,51545.0,-24.5699996948242,-24.5699996948242,13214,12975,2019,4,22,0,0,0,-2.1873824596405,2.95036188761393,93965.0048828125,0.0011144131422042,-0.000360682606697,0.0035616680979728,0.0,25.8612060546875,317.764958699544,99.990234375,263.024379094442,266.734512964884,0.0516103585210885
2031,8,8,4,1,1,-154.1837,65.5477,381,0.145323734,240.7051535,766,614,3138,3659,3123,434,2000,2000,307,313,300,309,0.0,311.730010986328,50018.0,-6.19999980926514,-18.9699993133545,13423,13168,2022,4,7,0,0,0,0.641084829966227,-0.712907791137695,96642.0524088542,0.0003613531589508,-0.0001419354230165,0.001157097518444,0.0,0.7467041015625,282.691065470378,100.0,264.220010757446,268.109055836995,0.25
1680,8,8,4,1,1,-150.3708,64.7749,157,0.250635495,22.31152803,5890,2025,345,1334,160,493,1997,1956,200,196,201,197,0.0,371.899993896484,56396.8515625,7.0,-9.27999973297119,13808,13362,2018,4,23,0,0,0,-1.95101102193197,-1.808562596639,98874.94921875,0.0001757442951202,-0.000865576788783,0.0,0.0007335804402828,0.302693684895833,308.560206095378,99.259765625,267.14600499471,272.851977666219,0.25
593,10,10,1,6,6,-153.38505,59.3575,215,0.377290521,176.0654931,-215,-299,6380,6111,4600,929,2000,1071,346,321,258,249,0.0,58.0400009155273,27351.189453125,-4.03000020980835,-9.14999961853027,13181,12899,2005,11,10,0,0,2,-3.33432642618815,12.0117994944255,97159.4288736979,0.0030976384878158,-0.0003553787246346,0.0016421005129814,0.0,0.0558268229166667,162.159489949544,55.800537109375,264.817649205526,267.264932632446,2.12827757642522
1304,8,8,4,1,1,-150.367673076923,65.1279961538462,137,0.134747444,142.5115701,-320,-407,5351,5019,4904,190,2000,1968,492,534,486,531,0.0,259.700012207031,44034.83984375,1.46000003814697,-15.710000038147,13569,12794,2015,3,24,0,0,0,-1.74217549959819,-1.09073321024577,99516.0546875,8.83638858795166e-05,-0.0004138024523854,0.0,0.0,0.301472981770833,191.536117553711,100.0,262.078006108602,266.227206548055,90.2249434589992
495,9,9,4,4,4,-152.42502,67.08644,605,0.252395584,125.2923598,82,110,5768,5864,5635,524,2000,1965,509,546,513,549,0.0,228.669998168945,45947.578125,-6.98999977111816,-18.75,12621,12546,2005,3,28,0,0,0,-1.07340387503306,-0.416649500528971,92758.5310872396,0.000157281756401,-0.0001931013539433,0.0008498281240463,0.0,1.1146240234375,270.943669637044,99.744140625,257.471851348877,260.521595637004,1.6291085196417
1706,15,15,9,7,10,-159.383033333333,56.1902666666667,1805,0.281576737,79.8288452,-842,-892,9000,7601,8337,76,865,2000,450,602,451,605,3.32999992370605,45.8499984741211,58180.3203125,2.72000002861023,2.72000002861023,13500,13960,2018,7,27,0,0,1,2.04768399397532,-0.978731155395508,87183.4497070312,0.0187212526798248,9.84445214271545e-05,0.0,0.0137361027300358,33.3330078125,299.999984741211,99.990234375,276.925443013509,277.383929570516,0.130535629967895
757,8,8,4,1,1,-150.5036,64.3363,125,0.250635495,22.31152803,389,478,4656,5033,4564,463,3192,1993,411,439,392,413,3.66000008583069,67.2399978637695,33117.8984375,-3.75,-11.039999961853,12691,13124,2009,2,25,0,0,3,0.571806033452352,0.204704920450846,99933.7791341146,8.9690089225769e-05,-9.0964138507843e-05,0.0003934428095817,0.0,0.35107421875,167.197575887044,100.0,261.787289937337,264.766478220622,0.25
1942,9,9,4,1,1,-142.0718,62.58175,700,0.240619272,40.13826206,5433,2388,511,1727,275,902,2000,1890,146,107,154,112,0.0,369.320007324219,58735.94921875,11.9499998092651,-2.74000000953674,14263,12999,2021,5,3,0,0,0,0.401041984558105,-0.677860895792643,91781.9611002604,0.0004632622003555,-0.0003900714218616,0.0,0.0050601884722709,0.284749348958333,337.210596720378,78.646484375,267.957173029582,278.054921468099,3.81959077782768
1262,9,9,4,1,1,-158.15428125,65.94105625,452,0.149722632,76.16156982,183,262,6516,6760,4167,366,397,2000,366,403,331,364,0.0,222.940002441406,43632.9609375,-8.22999954223633,-18.9200000762939,13034,12717,2015,3,23,0,0,0,-0.992515563964844,1.0701535542806,99463.2734375,0.000276044011116,-0.0001255087554454,1.8581748008728e-05,0.0,0.594319661458333,212.736963907878,100.0,255.41824277242,258.500137964884,7.37952514947077
1721,8,8,4,1,1,-141.065866666667,62.977,714,0.481182463,25.62659306,724,624,3698,4276,3919,305,1921,181,282,293,273,289,0.0,132.559997558594,32576.25,-14.4700002670288,-25.7299995422363,12627,12642,2019,2,22,0,0,3,-0.750914573669434,0.569156646728516,93457.8216145833,0.0002899467945098,-1.09774991869926e-05,2.52388417720795e-05,0.0,0.328694661458333,150.855127970378,93.61328125,248.85159556071,251.766539891561,0.178921919555478
1830,1,1,7,1,1,-150.4191,60.5936,116,0.655684095,271.1932281,5532,1876,359,1248,208,309,3639,2953,126,91,120,86,0.0,177.580001831055,39765.4296875,4.78000020980835,-4.03999996185303,13806,13550,2019,3,12,0,0,3,1.41583609580994,-0.302595138549805,98607.1531575521,0.000797301530838,-0.0008330177515745,9.65595245361328e-05,3.28496098518372e-05,0.646809895833333,300.303044637044,99.65625,268.498462041219,271.49715868632,0.25
787,8,8,4,1,1,-141.5496,63.2816,789,0.091497469,198.3927964,1610,1439,2334,3230,2551,347,1957,2000,272,264,271,263,0.0,185.910003662109,36273.421875,-12.8699998855591,-28.6499996185303,12688,12430,2009,3,4,0,0,3,-0.0369776089986165,0.838123957316081,91678.0245768229,0.0001505315303802,6.74091279506683e-06,0.0004159547388553,0.0,0.50048828125,164.405258178711,99.35546875,250.372165044149,253.863114039103,0.25
1601,8,8,4,1,1,-156.868,63.1428,395,0.194013138,269.5434873,791,913,3951,4630,4010,273,4000,2000,381,407,382,406,0.0,196.759994506836,37456.171875,-15.1899995803833,-28.3299999237061,12614,12332,2017,3,7,0,0,3,-1.40887276331584,-0.149892171223958,99133.4220377604,0.0003615915775299,-0.0001267027109861,0.0,0.0,0.4708251953125,188.541000366211,100.0,245.299154281616,250.271575927734,0.25
1650,8,8,4,1,1,-150.954,64.9004,160,0.250635495,22.31152803,2704,1305,994,1731,1347,253,1946,1996,229,188,195,162,3.25999999046326,143.089996337891,40719.30859375,-5.76000022888184,-16.0599994659424,13471,13146,2018,3,16,0,0,3,-0.94154957930247,0.139614741007487,99167.3943684896,0.0002531707286834,-0.0002977848052978,0.0008764043450355,0.0,0.519327799479167,212.048161824544,99.9921875,260.868504842122,264.329365412394,0.25
1797,7,7,2,1,5,-148.432794117647,66.8566647058824,706,0.266868065,102.6588706,-423,-452,8549,7855,7303,365,3996,3986,611,748,612,749,0.910000026226044,218.809997558594,55531.26171875,-1.54999995231628,-7.55999994277954,13492,13207,2019,4,18,0,0,0,-1.29282132784526,-0.997539520263672,94951.8069661458,0.0002057999372482,-0.000414939597249,0.001864556223154,0.0,0.6282958984375,295.218083699544,100.0,268.347585678101,271.040135701497,1.64167785872974
1665,8,8,4,1,1,-150.540389583333,64.733021875,184,0.250635495,22.31152803,5589,2019,376,1329,238,494,2235,1604,195,182,197,183,0.0,378.459991455078,56359.828125,6.92000007629395,-9.25,13780,13363,2018,4,23,0,0,0,-1.88130887349447,-1.80640602111816,98304.19921875,0.0002149939537048,-0.0008456595242023,0.0,0.001045111566782,0.292073567708333,311.868474324544,99.998046875,267.473560333252,272.889738082886,131.688364895506
792,8,8,4,1,1,-151.127312888889,64.4709497777778,281,0.018956009,153.7696333,292,387,5469,5799,5441,372,2000,1998,489,513,466,500,0.0,322.709991455078,48478.94140625,-3.94000005722046,-19.3500003814697,13205,12777,2009,4,4,1,0,0,-1.32190259297689,1.18790117899577,98293.689453125,0.0001775622367858,-0.0003205817192792,0.0001307912170886,0.0,0.501220703125,198.615219116211,99.931640625,258.520425160726,263.28813234965,554.192427275699
1526,9,9,4,1,1,-146.429822222222,66.9479,169,0.156772251,6.151312872,5499,2285,473,1629,243,945,4000,1597,281,294,281,295,0.0,299.399993896484,54671.0703125,-2.0699999332428,-13.8999996185303,13495,13026,2016,4,15,0,0,0,-2.23089218139648,-2.55684661865234,98929.3995768229,2.14576721191406e-06,-0.0007197745144367,0.0,0.0,0.349202473958333,212.949203491211,99.962890625,258.372819900513,265.7160987854,5.99407275366866
1378,9,9,4,4,4,-144.8473,67.5007,696,0.281088874,160.1169337,837,976,4012,4745,4091,301,2000,1993,335,322,334,322,0.0,215.289993286133,46010.21875,-0.469999998807907,-10.4099998474121,13334,13083,2015,3,28,1,0,0,-0.469910661379496,0.0852877298990885,93306.7233072917,0.0001278072595596,-0.000221244059503,1.97738409042358e-05,0.0,0.3897705078125,200.782211303711,100.0,263.447830835978,267.238821029663,0.25
818,9,9,4,1,1,-150.83324,64.027,150,0.250635495,22.31152803,5196,2682,642,2031,392,755,3946,3751,377,454,379,455,2.00999999046326,138.110000610352,55929.3203125,6.42999982833862,-0.469999998807907,13959,13644,2009,4,23,0,0,0,0.182586034138997,-0.0813465118408203,99517.353515625,0.000489979982376,-0.0002494752407073,0.0008627027273178,0.0033191740512847,0.295247395833333,323.281234741211,99.466796875,271.120310465495,275.795377731323,1.56423765282716
1239,7,7,2,4,5,-160.335563043478,61.3932608695652,30,0.05732,356.219286,5407,2761,643,2157,308,1002,1648,1851,221,149,214,145,0.0,271.149993896484,43199.609375,3.15000009536743,-8.64000034332275,13747,13197,2015,3,22,1,0,0,-0.420675277709961,-0.635403394699097,101097.227376302,0.0002192705869674,-0.0001729922369122,1.34482979774475e-06,0.0016720443964004,0.0631917317708333,162.851547241211,60.3931477864583,268.797145207723,270.246156056722,68.6060277927713
261,7,7,2,4,5,-147.493996969697,66.8268333333333,180,0.138743832,148.8747124,4441,1927,627,1629,319,1077,1275,774,126,93,131,96,0.0,262.570007324219,66006.8203125,13.2700004577637,3.5,14089,13607,2003,5,10,1,0,0,-0.633329272270203,-0.57916005452474,97463.4005533854,0.000174343585968,-0.0008578989654779,0.0,0.0023109391331672,0.0108642578125,348.573226928711,10.8804524739583,275.151625951131,282.203432718913,11.5519433482078
572,9,9,4,1,4,-159.4399,62.116,21,0.052448045,270.0,4421,595,164,424,66,167,659,4000,124,90,145,103,0.0,396.649993896484,63675.46875,14.6000003814697,1.30999994277954,14341,13961,2005,5,19,0,0,0,-1.79086061318715,1.82307561238607,99465.3258463542,0.0015986412763595,-0.0014149462804198,0.0,3.57627868652344e-07,-7.345364722995101e-24,375.008773803711,0.001953125,276.529354731242,280.150998433431,0.25
1234,1,1,7,1,1,-144.851875,63.94026,360,0.985520459,86.61325342,5275,2060,395,1277,393,300,1956,2000,128,100,116,89,0.0,163.669998168945,42012.5703125,5.98000001907349,-3.35999989509583,13833,13617,2015,3,19,0,0,3,0.994988679885864,-2.58907953898112,95954.0149739583,0.000322476029396,-0.0004666093736886,0.0,0.0,0.508260091145833,207.208318074544,99.67578125,265.375960667928,271.134003957113,12.9970684334221
