,LC_Type1,LC_Type2,LC_Type3,LC_Type4,LC_Type5,avgLongitude,avgLatitude,Elevation,Slope,Aspect,NDVI,EVI,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b07,Clear_day_cov,Clear_night_cov,Albedo_BSA_nir,Albedo_BSA_shortwave,Albedo_WSA_nir,Albedo_WSA_shortwave,prcp,srad,dayl,tmax,tmin,LST_Day_1km,LST_Night_1km,Y,M,D,W,H,S,v_component_of_wind_10m,u_component_of_wind_10m,surface_pressure,runoff_sum,total_evaporation_sum,snowfall_sum,snowmelt_sum,snow_depth,snow_density,snow_cover,dewpoint_temperature_2m,temperature_2m,totalArea_km2
888,8,8,4,1,1,-142.302966666667,65.5199,332,0.183641204,312.7669086,1150,420,758,955,1412,267,1988,2000,320,297,312,296,0.0,160.050003051758,38942.421875,-10.6099996566772,-20.6599998474121,12763,12420,2010,3,12,0,0,3,-0.788285215695699,0.498149871826172,93164.0756835938,8.03768634796143e-05,-5.77569007873535e-05,0.0008918642997741,0.0,0.343017578125,157.874659220378,99.1640625,251.124876658122,254.261060078939,0.839972009343001
118,7,7,2,4,5,-147.7256,67.7550333333333,668,0.416735768,172.8543979,5530,2584,470,1633,427,845,2000,1989,442,535,444,537,0.0,378.059997558594,64753.91015625,1.29999995231628,-16.5499992370605,13395,12651,2002,5,5,1,0,0,-1.41706522305806,-0.551398595174154,93044.8180338542,3.82661819458008e-05,-1.43134966492653e-05,0.0,0.0,0.6663818359375,214.083643595378,100.0,253.503904342651,259.159390131633,0.151019181956087
1305,8,8,4,1,1,-158.20988245614,64.7930824561404,60,0.300730666,102.819691,102,128,4968,5071,5441,355,2000,2382,499,563,483,557,0.0,241.509994506836,44021.890625,-0.850000023841858,-15.8500003814697,13438,12768,2015,3,24,0,0,0,-1.52928487459819,-0.0889021555582682,99758.9713541667,0.0003066360950469,-0.0002161152660846,0.0,0.0,0.610026041666667,243.608057657878,99.259765625,258.736453374227,262.619866053263,217.756849975407
706,15,15,9,7,10,-161.89505,55.4174,2479,0.025017379,270.0,-407,-545,6004,5534,6301,2349,2000,365,249,361,281,384,37.5999984741211,250.490005493164,59541.05078125,7.69000005722046,5.15000009536743,13581,13622,2007,5,26,1,0,0,0.559056599934896,2.4292049407959,94605.9858398438,0.011995404958725,-7.51977786421776e-05,0.0001787804067134,0.0103310458362103,13.5623779296875,366.937159220378,99.701171875,273.753166834513,275.283322652181,0.0690953240751899
1432,8,8,4,1,1,-154.023354022989,66.1521528735632,272,0.233965784,191.145923,6462,3379,510,2373,220,646,1952,1892,299,309,299,309,0.0,289.809997558594,57793.69140625,8.8100004196167,-1.16999995708466,13871,13584,2015,4,24,0,0,0,-0.755341450373332,-2.46923446655273,97048.61328125,0.0001954287290573,-0.0011285226792097,0.0,0.0001106932759284,0.373819986979167,294.375310262044,99.890625,268.052231470744,274.516596476237,162.661326082368
522,8,8,4,1,1,-142.296315394737,66.3846173684211,314,0.095117957,302.616314,5082,1966,479,1469,234,654,1998,63,191,171,190,170,0.0,352.989990234375,56604.390625,7.78000020980835,-9.64000034332275,13549,13400,2005,4,21,0,0,0,-1.00508077939351,-0.0425637563069661,97381.2662760417,0.0008900910615921,-0.0005607567727565,0.0,0.0047393813729286,0.2718505859375,252.886377970378,99.2578125,268.371789296468,273.480786005656,1113.82564620226
1242,8,8,4,1,1,-158.652367741935,62.2691548387097,178,0.147301511,269.7995747,308,352,4085,4345,4162,182,2000,1967,270,279,267,275,0.0,278.480010986328,43199.6015625,3.94000005722046,-9.93000030517578,13538,13071,2015,3,22,1,0,0,-0.0929978688557943,-0.520209709803263,99492.4357096354,0.0003298819065093,-8.19386914372444e-05,5.36441802978516e-07,4.8857182264328e-06,0.310953776041667,213.657536824544,99.8046875,265.128769556681,267.426982879639,29.2414281679564
513,7,7,2,1,5,-156.9402,62.0815,185,0.100215949,97.68241851,-663,-865,5822,5098,6595,172,2000,2000,442,563,442,564,0.0,298.519989013672,50498.58984375,2.33999991416931,-8.72999954223633,13573,13250,2005,4,11,0,0,0,-2.14825010299683,2.20902824401855,98924.6166992188,0.0004545748233795,-0.000960087403655,4.43309545516968e-07,0.0,0.824462890625,328.396143595378,100.0,268.593055725098,272.274179458618,0.0273049852225217
81,9,9,4,1,1,-155.22575,62.9509,133,0.042854739,164.1324342,1630,1068,1486,2065,1577,314,2000,1967,426,476,432,480,0.0,308.339996337891,54921.19921875,0.740000009536743,-10.6499996185303,13623,12884,2002,4,22,0,0,0,1.11279106140137,2.42392412821452,101083.850748698,0.0003078281879425,-0.0008249124512076,0.0005847699940204,0.0,0.470662434895833,248.969060262044,99.439453125,263.54147084554,268.47105662028,1.07389503545687
1641,8,8,4,1,1,-151.065539130435,64.8347217391304,203,0.018956009,153.7696333,1612,1078,1951,2701,1951,301,2000,1940,177,172,169,165,0.0,98.25,37836.58984375,-4.96000003814697,-9.98999977111816,13290,12895,2018,3,9,0,0,3,-2.00420824686686,-1.97335688273112,95591.2410481771,0.000344231724739,-0.0004077553749084,0.0006000325083732,0.0,0.548665364583333,190.456690470378,99.70703125,260.639101664225,265.135145823161,38.2375774933844
786,8,8,4,1,1,-141.4822,63.2875,838,0.091497469,198.3927964,2099,1695,1885,2887,2242,515,2000,2000,314,321,311,313,0.0,192.169998168945,36273.421875,-13.1499996185303,-28.4599990844727,12723,12450,2009,3,4,0,0,3,-0.0369776089986165,0.838123957316081,91678.0245768229,0.0001505315303802,6.74091279506683e-06,0.0004159547388553,0.0,0.50048828125,164.405258178711,99.35546875,250.372165044149,253.863114039103,0.25
2003,8,8,4,1,1,-149.726788888889,65.4772111111111,540,0.172770199,229.6704915,803,512,2019,2372,2840,159,2503,2411,224,220,225,221,0.0,119.080001831055,47020.23828125,-11.9200000762939,-16.2000007629395,12837,12705,2022,3,31,0,0,0,-2.90372184912364,-1.57397905985514,95843.8323567708,0.0002330392599105,-0.0004094932228326,1.14180147647858e-05,0.0,0.727132161458333,253.030258178711,100.0,253.639137268066,258.641733169556,45.7470513391472
380,9,9,4,1,1,-144.72155862069,65.7406137931034,664,0.30527467,71.14165227,6515,2835,381,1806,204,714,2000,1172,252,252,255,254,3.98000001907349,186.110000610352,64538.5,4.57999992370605,-2.42000007629395,14467,13493,2004,5,9,1,0,0,-1.15094061692556,0.407767613728841,95427.6272786458,7.61747360229492e-05,-0.0012755319476127,0.0014883205294609,0.0014928765594959,0.0621337890625,163.429997762044,62.0873209635417,266.163417180379,274.113993326823,42.3998392876832
1080,15,15,9,7,10,-161.899125,55.42405,2068,0.025017379,270.0,-1140,-1014,3076,2446,4839,230,263,116,468,659,547,755,0.0,239.059997558594,40112.6796875,-9.52999973297119,-17.3299999237061,13096,13079,2013,3,11,0,0,3,-2.70337788263957,0.983509063720703,97437.2239583333,0.0005156397819519,-5.44004142284393e-05,6.08712434768677e-06,0.0,14.3355712890625,308.416651407878,99.701171875,267.045019785563,268.490056991577,10.8505879446084
1765,8,8,4,1,1,-153.3018875,64.8553,232,0.086469813,212.2018539,1375,882,1881,2481,1783,203,4000,2795,179,167,180,162,0.0,327.119995117188,50629.71875,8.77000045776367,-5.17999982833862,13720,13649,2019,4,9,0,0,0,-0.76108988126119,-1.37790997823079,96508.1510416667,0.0003716647624969,-0.0005129091441631,1.59069895744324e-06,0.0,0.385416666666667,335.369776407878,100.0,269.996281941732,273.423892339071,436.452566399551
84,9,9,4,1,1,-153.99245,66.8435,334,0.238567224,135.0198206,613,739,4367,4938,4445,344,1876,1992,364,377,365,378,0.0,360.480010986328,57865.328125,-2.92000007629395,-21.0799999237061,13280,12687,2002,4,23,0,0,0,0.595664302508036,1.52070617675781,98426.2607421875,0.0002862215042114,-0.0003068167716264,7.45058059692383e-07,0.0,0.657918294270833,223.303695678711,99.892578125,255.534219741821,260.598515192668,0.0526124571277088
1753,9,9,4,1,1,-151.746843298969,63.4818654639175,359,0.438976247,280.7220372,-107,-86,3575,3499,3290,254,1980,3989,291,348,289,348,0.0,325.420013427734,46309.62109375,9.27999973297119,-6.48999977111816,13768,13398,2019,3,30,1,0,0,0.0837852160135905,0.384477217992147,98059.4943033854,0.0004650056362152,-0.0002642329782247,4.84474003314972e-05,0.0006152857095003,0.6192626953125,307.644515991211,100.0,270.294982910156,273.464507420858,189.253870812775
672,7,7,2,4,5,-162.889366666667,61.3756666666667,21,0.097925546,181.2637632,2635,2061,1677,2877,769,991,2000,1968,378,453,379,453,0.0,216.929992675781,50286.8203125,4.23000001907349,-1.86000001430511,13829,13438,2007,4,11,0,0,0,3.82123192151388,-1.4876530567805,100330.48421224,0.0048146396875381,-0.0005970178171992,0.0003618672490119,0.0086986310780048,0.152384440104167,343.344385782878,100.0,271.790429433187,274.300924301147,1.12176881487881
329,8,8,4,4,4,-143.5817,67.25594,276,0.262784129,159.922121,4781,2067,585,1657,294,783,1994,2757,351,358,349,357,0.0,316.820007324219,54369.03125,0.790000021457672,-15.8100004196167,13492,12975,2004,4,14,0,0,0,-1.58518147468567,-2.01451873779297,98942.9174804688,2.18600034713745e-05,-0.0006764326244592,0.0,0.0,0.273885091145833,214.472966512044,99.83203125,257.863215128581,265.241168340047,0.491487760052678
6,7,7,2,1,5,-146.3746,63.8386358974359,748,0.545914735,285.2958856,-232,-345,7529,7187,7123,201,2000,1985,533,609,493,593,0.0,119.269996643066,31753.689453125,-16.1299991607666,-33.7599983215332,12480,12205,2002,2,21,0,0,3,1.54176457722982,0.764726638793945,91431.2490234375,0.0003455877304077,1.17309391498566e-05,0.0,0.0,0.6287841796875,178.764958699544,99.9921875,242.669622421265,248.323900222778,66.5826804985818
809,8,8,4,4,4,-154.6317,62.1386,392,0.126873743,220.9395647,322,339,3509,3743,3055,258,2000,2302,375,433,375,433,2.28999996185303,186.860000610352,50880.98828125,1.85000002384186,-6.25,13647,12942,2009,4,12,1,0,0,0.0282100439071655,0.31901741027832,92994.0231119792,0.0003568530082702,-0.0001997090876102,0.0047618597745895,0.0,1.192138671875,292.286117553711,99.85546875,268.286243438721,270.557542800903,6.50012596084065
1571,9,9,4,4,4,-152.7703,67.1512,514,0.252395584,125.2923598,7383,2686,217,1442,179,977,850,2000,382,467,384,469,0.0,313.549987792969,60499.1484375,9.36999988555908,-0.930000007152557,13500,13738,2016,4,27,0,0,0,-0.648701548576355,-0.846803665161133,95335.3274739583,0.0008300393819808,-0.0001553557813167,0.0,0.0098888091742992,0.5894775390625,352.817042032878,99.974609375,272.389489491781,276.20676167806,0.25
997,8,8,4,1,1,-144.787084070796,64.1543690265487,516,0.402695282,341.8156997,3291,931,428,848,756,195,3650,1331,187,203,134,158,0.0,133.509994506836,33198.44140625,-2.6800000667572,-16.6100006103516,12543,12160,2011,2,25,0,0,3,-0.439660390218099,-0.109676122665405,94399.6907552083,0.0003906786441802,-0.0001537334173917,0.0026869997382164,0.0,0.5140380859375,154.882471720378,100.0,260.575220108032,264.662129084269,235.656101984445
1374,8,8,4,1,1,-144.9444,64.3527,632,0.402695282,341.8156997,355,337,2940,3157,2517,235,1995,1998,183,193,168,186,0.0,199.779998779297,45218.75,6.82999992370605,-2.27999997138977,13777,13373,2015,3,27,0,0,0,1.36889239152273,-0.651655197143555,91190.0841471354,0.0003271996974945,-0.0002986788749694,4.26024198532104e-05,0.0,0.482828776041667,225.364242553711,99.916015625,267.16720199585,273.367783864339,0.25
451,7,7,2,1,5,-157.2392,65.2679,76,0.160497987,101.6690669,7258,3889,380,2392,232,1034,2127,2538,190,120,199,126,1.22000002861023,323.720001220703,75976.6484375,24.2900009155273,11.1800003051758,15202,14513,2004,6,11,0,1,0,-1.13446875413259,-0.454006195068359,99163.0419921875,0.0010697692632675,-0.0029648477211594,0.0,3.7252902984619103e-09,-7.27919033709973e-24,100.041976928711,0.0,284.553593953451,289.88763999939,0.25
490,8,8,4,1,1,-150.529485956416,65.9378329297821,303,0.134747444,142.5115701,1587,1273,1987,2737,3231,534,326,3284,257,266,248,263,0.0,172.149993896484,42332.62890625,-9.39000034332275,-17.2000007629395,12785,12671,2005,3,20,1,0,0,-2.12478017807007,-2.92893218994141,98869.1595052083,0.0001394003629684,-0.0006146924570202,0.000108353793621,0.0,0.906819661458333,241.666976928711,89.44140625,255.294925053914,260.742090861003,488.453406855175
1551,8,8,4,1,1,-157.337,61.9764,300,0.025707796,241.8994159,4718,1578,431,1201,212,771,1893,1994,231,242,232,243,0.0,365.239990234375,52985.30859375,9.75,-2.52999997138977,13819,13656,2016,4,17,1,0,0,1.56047058105469,-0.731632431348165,98501.0515950521,0.001505509018898,-7.14343041181564e-05,1.03563070297241e-06,0.0082805231213569,0.249104817708333,384.671859741211,100.0,273.209892272949,275.969012578328,0.25
287,9,9,4,4,4,-143.76648,67.38716,377,0.262784129,159.922121,1313,1424,3331,4338,3352,470,2000,2000,336,331,327,328,0.0,186.419998168945,41336.8203125,-9.60000038146973,-22.8500003814697,12705,12717,2004,3,17,0,0,3,-1.11921242872874,-1.07791646321615,96578.7141927083,0.0001005083322525,-0.0001390352845191,0.0001007877290248,0.0,0.352498372395833,184.623357137044,81.64453125,254.056039810181,257.895820617676,1.46912677788578
993,8,8,4,1,1,-148.834385714286,63.9283285714286,580,0.272343413,34.03578484,2285,1983,2050,3265,2217,629,1659,1989,322,288,326,289,0.0,119.360000610352,32117.94921875,-12.289999961853,-23.9099998474121,12691,12582,2011,2,22,0,0,3,0.203040877978007,1.92378886540731,94039.5434570312,0.0002661794424057,2.39331275224686e-05,0.0009487569332122,0.0,0.795613606770833,154.429346720378,99.9921875,249.094212849935,252.578184127808,2.91766469754702
87,8,8,4,1,1,-143.2724,66.4684,276,0.050132769,297.2180506,3990,1331,488,1136,253,1331,1973,2422,408,437,408,438,0.0,344.040008544922,58059.8203125,3.83999991416931,-14.6999998092651,13544,12861,2002,4,24,0,0,0,1.1615473429362,1.72919845581055,99710.4358723958,2.35438346862793e-06,-0.0006637945771217,8.10734927654266e-05,0.0,0.2010498046875,198.759099324544,99.005859375,258.821927388509,265.262685775757,0.25
1431,7,7,4,1,1,-154.064866666667,65.8967375,147,0.145323734,240.7051535,5916,2808,520,2027,231,1035,71,359,311,331,311,331,0.0,310.109985351562,57621.0703125,10.6300001144409,-1.0900000333786,14061,13442,2015,4,24,0,0,0,-0.726410786310832,-2.2047487894694,98483.98828125,0.0002817660570144,-0.0009780023247003,0.0,0.0013178177177906,0.312052408854167,296.562484741211,99.978515625,268.795314153035,275.10530090332,38.7098143233579
1336,9,9,4,4,4,-159.24272,61.63592,218,0.123322949,350.4229858,-52,-74,6736,6666,3214,434,1822,164,294,303,287,300,0.0,236.880004882812,44275.359375,4.71999979019165,-3.74000000953674,13475,13624,2015,3,25,0,0,0,-0.235392491022746,-1.98355356852214,98126.6803385417,0.0030093789100647,-0.0004600724205374,0.0,0.0033719763159751,0.115478515625,191.848292032878,88.9344889322917,267.878327051799,272.097426096598,4.24432027193188
1791,9,9,4,4,4,-158.2242,62.317,126,0.147301511,269.7995747,5631,2226,451,1614,168,562,239,765,333,393,336,396,0.0,342.790008544922,52038.37890625,4.71999979019165,-5.11999988555908,13518,13672,2019,4,15,0,0,0,-0.671207825342814,-0.0276355743408203,98958.9604492188,0.0017372518777847,-0.0001345518976449,2.91503965854645e-05,0.0073722302913665,0.20556640625,424.484034220378,99.953125,272.15433883667,275.315245310466,0.130881514136859
1376,7,7,2,1,5,-159.395333333333,61.6433333333333,51,0.123322949,350.4229858,4890,2673,815,2375,357,1073,3999,2000,203,142,202,143,0.0,300.549987792969,45350.8515625,8.85999965667725,-4.92000007629395,13641,13541,2015,3,28,1,0,0,0.556904117266337,-2.24365107218424,98366.2233072917,0.0005976110696792,-0.0005648732185363,0.0,0.0023633800446987,0.0293782552083333,182.695297241211,29.3580729166667,270.018143335978,274.69259707133,0.270839543372176
1778,8,8,4,1,1,-158.271388888889,62.0256263888889,154,0.147301511,269.7995747,5694,3007,643,2344,275,906,128,2000,220,234,220,234,0.0,253.080001831055,51205.0703125,4.40000009536743,-2.1800000667572,13727,13516,2019,4,13,1,0,0,1.64363729953766,0.648990631103516,97280.3455403646,0.001660019159317,-0.0002184249460697,9.0576708316803e-05,0.0089440383017063,0.330240885416667,395.408513387044,100.0,273.048769632975,275.195351918538,181.518931849505
1287,9,9,4,1,1,-154.51805,61.40155,470,0.636291079,281.9405756,2568,1948,1619,2738,1492,964,3979,2000,300,345,298,343,0.0,288.670013427734,43554.80078125,6.94999980926514,-7.75,13755,13264,2015,3,23,0,0,0,-0.547203063964844,-1.30281194051107,94205.3151041667,0.0003541707992553,-0.000114319846034,0.0,0.0,0.713297526041667,246.978825887044,99.279296875,264.508330663045,268.939835230509,1.90524661633904
1283,9,9,4,1,1,-158.25068,59.61484,80,0.159725456,141.4716996,1590,779,1026,1414,1475,227,126,2000,157,112,149,107,0.0,266.670013427734,43530.0390625,8.43000030517578,-3.99000000953674,13944,13671,2015,3,23,0,0,0,-1.95109303792318,-1.65290959676107,100681.565104167,0.0013839453458786,-9.73530113697052e-05,9.01520252227783e-07,0.002023059874773,0.297281901041667,237.067042032878,83.8168131510417,271.904326756795,273.695124944051,3.35993195555784
1917,8,8,4,1,1,-145.7213,65.024,463,0.576566741,72.06930934,1064,681,1960,2427,2599,225,2000,1527,239,277,238,275,0.0,330.619995117188,52359.98828125,9.97000026702881,-5.57999992370605,13709,13029,2021,4,13,0,0,0,1.27524745464325,-0.788970947265625,93655.724609375,0.0003333836793899,-0.000295141711831,9.99122858047485e-06,0.0,0.727335611979167,207.577133178711,100.0,267.445870081584,273.118038813273,0.25
1465,8,8,4,1,1,-155.114333333333,64.6855277777778,102,0.090133156,68.36250382,6823,2892,347,1838,138,667,2000,2000,124,82,127,83,0.0,401.010009765625,61640.41015625,18.6599998474121,-0.629999995231628,14581,13666,2015,5,6,0,0,0,-0.949124018351237,-0.176815668741862,100089.071940104,0.000287503004074,-0.0010087974369525,0.0,0.0015202797949314,0.0096842447916666,388.867497762044,9.88460286458333,271.563574473063,281.658673604329,21.5475868352778
1724,8,8,4,1,1,-141.0117,62.9883,635,0.481182463,25.62659306,769,678,3873,4519,3812,199,1971,2000,309,312,307,313,0.0,176.960006713867,35223.0390625,-6.84999990463257,-22.4599990844727,13015,12736,2019,3,1,0,0,3,-0.572052876154582,-0.833051681518555,93402.5849609375,0.0002769082784652,-3.36617231369019e-05,5.96046447753906e-07,0.0,0.308919270833333,158.904932657878,93.373046875,253.029717763265,256.779019037883,0.25
327,9,9,4,1,1,-141.0089,63.7261,985,0.091497469,198.3927964,1616,1304,1996,2766,2750,387,1977,2000,387,468,386,466,0.0,305.350006103516,52232.25,1.98000001907349,-11.4300003051758,13556,13268,2004,4,13,0,0,0,-0.682626724243164,-1.96674664815267,91378.6904296875,0.0001619756221771,-0.0005798954516649,2.36183404922485e-06,0.0,0.394490559895833,257.129867553711,98.763671875,264.484858194987,269.179588317871,0.500297393032687
442,8,8,4,1,1,-145.23745,64.34555,535,0.400005572,334.3824444,7890,4809,348,2951,201,885,1430,422,174,107,179,109,3.13000011444092,221.059997558594,69556.296875,18.8500003814697,6.36999988555908,14291,14007,2004,5,27,0,0,0,0.290415088335673,0.682121912638346,93798.6759440104,0.0005926042795181,-0.0023176139220595,0.0,0.0,-7.27919033709973e-24,100.041976928711,0.0,280.449726104736,283.303595860799,0.822817600455587
1694,8,8,4,1,1,-154.00765,63.7738,465,0.12413925,76.43679926,1581,1043,1682,2314,968,918,1806,2676,228,249,231,250,2.32999992370605,129.399993896484,58520.73828125,3.49000000953674,-0.759999990463257,13664,13349,2018,4,30,0,0,0,4.56777453422546,1.90563646952311,95702.8204752604,0.0005232989788055,-0.0009150216355919,0.0009853541851043,0.0026061944663524,0.500935872395833,319.896469116211,89.4453125,271.176502227783,274.478733062744,15.8477477107323
1131,15,15,9,7,10,-159.390173684211,56.1943039473684,1901,0.280982897,228.7570054,-526,-840,9284,8355,3545,300,3986,812,272,381,291,416,0.0,61.9900016784668,51469.51953125,-8.94999980926514,-8.94999980926514,13246,12815,2013,4,20,1,0,0,-0.1623615026474,-0.995887120564779,87485.3214518229,0.0,-9.14186239242554e-05,8.20755958557129e-05,0.0,33.3330078125,299.999984741211,99.990234375,265.759286880493,267.886459350586,4.56223045232309
1007,1,1,7,1,1,-151.9651,64.72729,250,0.018956009,153.7696333,6974,2303,234,1313,134,299,3706,1969,157,246,129,154,0.0,124.419998168945,34985.55859375,-14.0500001907349,-23.9300003051758,12809,12342,2011,3,2,0,0,3,-0.381648937861125,-1.14190737406413,98966.9601236979,0.0001208186149597,-6.2277540564537e-05,5.62779605388641e-05,0.0,0.470621744791667,171.060531616211,100.0,249.351378122965,253.432051976522,3.99925698314701
1510,9,9,4,1,1,-155.668211320755,65.8726075471698,64,0.209083871,286.9059498,-280,-425,7918,7486,8059,172,1991,423,526,636,523,615,0.0,258.5,46226.671875,-7.36999988555908,-22.5300006866455,13038,12844,2016,3,28,0,0,0,-1.09024890263875,0.542516708374023,99993.8894856771,0.0002648532390594,-0.0003314781934022,4.41074371337891e-06,0.0,0.451700846354167,255.145167032878,99.958984375,255.32524617513,259.25918006897,114.805502667177
177,10,10,1,6,6,-154.8516,59.7701,38,0.100437469,176.2327795,5257,2698,627,2017,387,1197,1990,2721,229,134,184,109,0.0,115.059997558594,34283.12109375,5.57000017166138,0.0099999997764825,13921,13534,2003,2,23,1,0,3,1.12150891621908,-7.39059638977051,99092.1648763021,0.0017028898000717,-0.0015738122165203,0.0027670301496982,0.0008521005511283,0.0201416015625,170.529932657878,19.856201171875,272.456888834635,275.019070943197,0.25
1494,10,10,4,1,1,-154.21415,65.8771,95,0.145323734,240.7051535,3533,2075,1332,2788,432,1249,1566,1172,376,410,376,410,0.0,315.820007324219,57137.05859375,10.6599998474121,-2.6800000667572,13870,13445,2015,4,23,0,0,0,1.27604957421621,-1.43780390421549,99525.1318359375,0.0004585534334182,-0.0009258799254894,1.76094472408295e-05,0.0023154839873313,0.318359375,292.210922241211,99.96484375,268.946095784505,275.901076634725,2.05966063458787
765,8,8,4,1,1,-154.906992857143,63.8166714285714,263,0.12413925,76.43679926,500,630,4825,5333,3250,465,1406,2896,334,339,313,331,2.69000005722046,93.7399978637695,39262.46875,-3.86999988555908,-10.0,12593,12269,2009,3,12,0,0,3,-0.547435760498047,-0.574258804321289,98419.77734375,0.0003287345170974,-0.0001488048583269,0.0015885978937149,0.0,0.7828369140625,214.391260782878,99.923828125,265.959086736043,267.5339940389,15.6933779839208
86,8,8,4,1,1,-152.485,64.152,231,0.110633504,234.2314531,5518,1734,326,1129,201,755,2000,2000,271,274,272,276,0.0,391.070007324219,56398.359375,7.30000019073486,-13.7200002670288,13708,13072,2002,4,24,0,0,0,-0.0664393107096354,0.208568572998047,99139.5192057292,0.0002422481775283,-0.0004314957186579,0.0,0.0,0.420694986979167,200.216781616211,99.62890625,261.543932596842,268.163076400757,0.25
1476,8,8,4,1,1,-151.9095,64.5852,279,0.018956009,153.7696333,5060,1648,385,1174,202,1257,2000,3639,115,76,117,77,8.60999965667725,294.279998779297,62790.80078125,18.2700004577637,1.01999998092651,14248,13723,2015,5,9,1,0,0,0.463445941607157,0.59380849202474,97105.1625976562,0.0002351701259613,-0.0012252796441316,0.0,0.0001130141317844,0.0002848307291666,261.124984741211,0.5654296875,274.980232874552,283.2756690979,0.25
1988,8,8,4,1,1,-149.724805882353,64.9073647058824,90,0.365482879,6.675964386,-292,-295,6888,6497,5825,284,2000,2000,472,568,468,566,0.0,226.820007324219,44026.171875,-3.55999994277954,-15.7799997329712,13260,12966,2022,3,24,0,0,0,-3.39492404460907,-2.10693919658661,99185.916015625,0.0001231431961059,-0.0003827735781669,1.14738941192627e-06,0.0,0.5418701171875,238.581039428711,99.81640625,255.640789031982,261.38134320577,29.8286541496072
457,9,9,4,1,1,-147.684785,65.7999,635,0.469062058,270.4405773,59,84,6412,6489,4708,382,665,2000,409,460,402,453,0.0,209.899993896484,39316.94140625,1.60000002384186,-12.5,13381,13125,2005,3,13,1,0,3,1.8859182993571,-0.553696950276693,95849.208984375,9.06586647033691e-05,6.81700184941292e-05,0.0001143254339694,0.0,0.683308919270833,213.889633178711,99.80078125,265.317105611165,268.127902348836,20.3045320836186
1912,8,8,4,1,1,-145.9159,64.9586,375,0.400005572,334.3824444,3425,1771,974,1989,944,518,1400,2000,224,219,226,219,0.0,324.369995117188,52752.0390625,11.2399997711182,-4.42999982833862,13918,13678,2021,4,14,0,0,0,-0.002493659655253,-1.35644467671712,94726.7566731771,0.0003319531679153,-0.0002766400575637,0.0001266971230506,5.64083456993103e-05,0.6927490234375,220.565414428711,99.94140625,269.55272102356,273.834566116333,0.25
54,9,9,4,1,1,-155.654633333333,63.7039333333333,455,0.362394425,261.6611345,306,428,6132,6520,4119,595,2000,2000,363,373,365,374,0.0,325.850006103516,47900.2890625,0.730000019073486,-15.5500001907349,13451,13051,2002,4,3,0,0,0,-1.58644970258077,-1.01238632202148,100441.432128906,0.0003474503755569,-0.0004064571112394,1.11758708953857e-08,0.0,0.413533528645833,250.355453491211,93.22265625,261.564001083374,265.722021102905,0.0057519586898706
1572,8,8,4,1,1,-155.55615,66.191425,104,0.354126819,186.3899325,5851,2027,341,1303,198,583,1954,2751,237,264,238,264,0.0,311.109985351562,59647.46875,13.2700004577637,0.720000028610229,13965,13719,2016,4,27,0,0,0,-1.33221391836802,-0.755495071411133,97895.744140625,0.0020992010831832,9.38288867473602e-05,0.0,0.011452566832304,0.3677978515625,362.648096720378,99.947265625,273.490400950114,276.805720011393,0.472184796732336
643,8,8,4,1,1,-146.947991666667,64.2144333333333,358,0.447008145,299.675079,622,746,4321,4895,3375,403,1678,2000,280,274,277,272,0.0,151.490005493164,43199.55859375,-8.90999984741211,-17.4200000762939,12823,12280,2007,3,22,0,0,0,-1.4286478360494,0.909022370974223,93720.9462890625,0.0002533048391342,-0.0003434102982282,0.0022457465529441,0.0,0.306803385416667,156.576156616211,100.0,260.036980311076,264.046126683553,11.0927157236396
677,7,7,2,1,5,-150.5298,66.6021,584,0.280982897,228.7570054,4084,3233,1371,3264,525,1553,1017,2000,401,431,396,427,0.0,198.589996337891,52195.05859375,3.72000002861023,-4.25,13409,13358,2007,4,11,0,0,0,0.504215319951375,-0.746401429176331,94549.1925455729,0.0003346055746078,-0.0003794394433498,0.0003056526184082,5.70882111787796e-05,0.315714518229167,221.436182657878,91.751953125,268.577701568604,271.395325342814,0.25
221,8,8,4,1,1,-152.384272340426,64.7941574468085,229,0.110633504,234.2314531,6051,2069,325,1321,165,541,1974,2000,119,81,119,81,0.0,280.0,55569.48828125,10.5200004577637,-1.12999999523163,13899,13593,2003,4,21,0,0,0,0.0112866560618083,-1.56291643778483,97587.2867838542,0.0018947720527648,-0.0006707152351737,0.0,0.0038502179086208,0.198445638020833,279.639958699544,99.74609375,269.052613576253,274.683586120605,57.0345335853118
113,9,9,4,1,1,-155.0735,62.8613,129,0.042854739,164.1324342,5939,2632,457,1794,245,661,1965,2000,192,175,195,177,6.8899998664856,230.399993896484,59676.0,8.10999965667725,-0.779999971389771,14012,12998,2002,5,5,1,0,0,-0.402905066808065,-1.67167854309082,100462.026367188,0.000364601612091,-0.0006596203893423,0.0004572048783302,0.0015218891203403,0.214884440104167,287.987289428711,99.21875,268.76423962911,274.357632319133,0.25
1047,7,7,2,4,5,-160.173766666667,67.9615,240,0.289809261,148.4879537,-240,-367,7992,7616,7230,363,2000,2000,633,765,631,761,0.0,282.369995117188,51871.55859375,-6.46999979019165,-19.3199996948242,12934,12635,2012,4,8,1,0,0,-0.252798000971476,-1.31613985697428,96829.3543294271,6.29276037216187e-05,-0.0001285979524254,1.46031379699707e-06,0.0,0.678019205729167,196.747380574544,100.0,252.350473403931,256.73357963562,0.981089210177061
