ClusterID,DetectionDate-first,DetectionDate-last,Duration,avgLatitude,avgLongitude,totalArea_km2,maxBrightness,maxBright_t31,maxFRP,avgConfidence
1068,2012-17-09,2012-17-09,1,64.61065,-147.43405,24.4150386883189,368.2,288.2,184.2,100
1069,2012-17-09,2012-17-09,1,64.6392,-147.488,0.25,320.6,282.5,88.8,100
1070,2012-17-09,2012-17-09,1,64.6421,-147.4973,0.25,319.6,282.1,86.3,99
1071,2012-17-09,2012-17-09,1,64.5917,-147.3956,0.25,326.1,282.4,116.7,100
1072,2012-26-09,2012-26-09,1,63.98215,-146.3624,1.08633471207168,349.8,289.5,137.2,94
1073,2013-14-05,2013-19-05,6,55.4208060606061,-161.89085,40.10056502513,500,319.3,1762.5,99.4545454545455
1074,2013-14-05,2013-14-05,1,55.4016,-161.8222,0.25,330.2,267.2,145,100
1075,2013-14-05,2013-14-05,1,55.4178,-161.8821,0.25,377.6,270.4,603.3,100
1076,2013-14-05,2013-14-05,1,55.419,-161.8618,0.25,384.8,272,725.4,100
1077,2013-14-05,2013-14-05,1,55.4214,-161.8978,0.25,406.6,277.7,315.5,100
1078,2013-22-05,2013-22-05,1,55.4467666666667,-161.9261,0.394282509682171,337.2,281.8,44.3,97
1079,2013-31-05,2013-31-05,1,61.2581,-159.0318,0.25,324,279.7,100.2,100
1080,2013-01-06,2013-01-06,1,62.5906285714286,-156.822428571429,1.37139096511805,396.8,305,301.3,97.8571428571429
1081,2013-01-06,2013-01-06,1,62.5444666666667,-158.196533333333,0.0490241114308674,369.6,301.3,164.8,93.3333333333333
1082,2013-01-06,2013-01-06,1,62.514325,-156.768191666667,5.87429001147063,371.2,301.9,180.9,94.25
1083,2013-01-06,2013-01-06,1,63.1578,-141.9646,0.25,340.7,303.1,41,92
1084,2013-01-06,2013-01-06,1,61.19715,-158.94345,0.800003744585283,366,291.5,147.9,92.5
1085,2013-01-06,2013-01-06,1,61.4695,-155.7077,0.25,328.4,279.3,36.2,100
