,LC_Type1,LC_Type2,LC_Type3,LC_Type4,LC_Type5,avgLongitude,avgLatitude,Elevation,Slope,Aspect,NDVI,EVI,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b07,Clear_day_cov,Clear_night_cov,Albedo_BSA_nir,Albedo_BSA_shortwave,Albedo_WSA_nir,Albedo_WSA_shortwave,prcp,srad,dayl,tmax,tmin,LST_Day_1km,LST_Night_1km,Y,M,D,W,H,S,v_component_of_wind_10m,u_component_of_wind_10m,surface_pressure,runoff_sum,total_evaporation_sum,snowfall_sum,snowmelt_sum,snow_depth,snow_density,snow_cover,dewpoint_temperature_2m,temperature_2m,isFire
1585,9,9.0,4,1,1,-158.67492,62.49545,164,0.147301511,269.7995747,7223,4202,446,2767,218,792,2000,1333,169,106,171,106,0.0,347.140014648438,68915.3671875,23.9400005340576,10.5699996948242,14934,14094,2017,6,7,0,0,0,-0.815675139427185,-0.531494140625,98879.3889973958,0.0002357065677642,-0.0030562430620193,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,279.646464665731,289.643263498942,1
2511,1,1.0,7,1,1,-141.4179,66.34125,521,0.239600270870748,293.914729725637,7793,3441,243,1960,126,418,1611,2000,191,115,187,113,0.0,200.449996948242,54986.421875,11.960000038147,1.71000003814697,14354,14261,2004,8,24,0,0,1,-1.74513459205627,-3.1557248433431,95719.4537760417,0.0001971870660781,-0.0013015707954764,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,277.230089823405,284.59313138326,0
1183,7,7.0,2,4,5,-146.2032,63.8864,609,0.545914735,285.2958856,5296,1634,365,1187,107,1037,125,957,117,81,123,85,0.0,367.450012207031,62837.80859375,18.1100006103516,-2.32999992370605,14657,13686,2014,5,11,1,0,0,0.331764698028564,0.185396194458008,95444.4731445312,0.0009187906980514,-0.0016621351242065,0.0,0.0012846663594245,0.007568359375,388.001286824544,7.62980143229167,270.590216954549,280.191263198853,1
2870,1,1.0,4,1,1,-150.56346,67.147235,570,0.0715041829806322,209.314129254356,8443,5324,254,3009,213,667,2000,1997,220,132,220,133,0.0,288.75,82258.7265625,23.7999992370605,11.1300001144409,15081,14203,2009,7,7,0,0,1,0.146419763565063,0.545475006103516,97972.9832356771,0.0014947056770324,-0.0032079750671982,0.0,0.0,-7.345364722995101e-24,100.041976928711,0.0,284.262772878011,292.145610809326,0
1368,8,8.0,4,1,1,-157.494284210526,64.3232789473684,405,0.058661544,271.258291,7825,3604,259,2123,100,493,2000,2000,172,106,183,113,0.0,294.230010986328,73970.203125,20.6299991607666,8.88000011444092,14892,14201,2015,6,25,0,0,1,0.412969350814819,1.65139198303223,97055.0849609375,0.0008407831192016,-0.0047160815447568,0.0,0.0,-7.345364722995101e-24,100.015609741211,0.0,279.47213045756,289.994775136312,1
1549,10,10.0,1,6,6,-143.181592546584,61.2725049689441,444,0.379999363,267.2797941,6119,2783,428,1778,296,1038,4000,1589,168,105,178,110,0.0,304.640014648438,64799.12890625,23.9500007629395,11.0500001907349,14871,14399,2016,7,16,1,0,1,-0.627189000447591,0.641791025797526,93725.5144856771,0.0020295977592468,-0.0026286114007234,0.0,0.0,-7.345364722995101e-24,100.013982137044,0.0,286.000400543213,290.591679890951,1
3865,8,8.0,4,1,1,-155.856216666667,67.0127722222222,175,0.352934914659226,251.794347774189,8312,4305,226,2453,117,642,2000,1688,175,104,184,109,0.0,273.549987792969,75407.09375,23.2800006866455,11.6700000762939,14852,14452,2019,7,16,0,0,1,-0.342056473096212,1.29553155104319,95328.9235026042,0.0013519823551178,-0.0034973546862602,0.0,0.0,-7.345364722995101e-24,100.017888387044,0.0,283.225333531698,291.432262420654,0
3509,8,8.0,4,1,1,-153.207086363636,65.8255772727273,354,0.0991938036802947,257.703034493333,5674,1539,282,1022,93,840,1974,1981,74,52,80,57,0.0,306.029998779297,68794.3125,23.3600006103516,10.7200002670288,15080,14256,2015,7,24,0,0,1,-0.0986553033192952,1.4184398651123,95942.0753580729,0.0002525001764297,-0.002608080394566,0.0,0.0,-7.345364722995101e-24,100.021143595378,0.0,281.790817260742,290.582256317139,0
3755,17,0.0,0,1,1,-150.35055,64.9069454545455,82,0.250635494954608,22.3115280342819,298,114,1008,1070,484,94,2000,1960,111,89,123,95,0.0,319.390014648438,64935.12109375,27.0400009155273,11.0699996948242,14911,14401,2018,7,30,0,0,1,0.697043299674988,0.299290339152018,99684.3206380208,0.0002630501985549,-0.0022965054959058,0.0,3.7252902984619103e-09,-7.345364722995101e-24,100.039047241211,0.0,284.063287734985,294.098692576091,0
1801,8,8.0,4,1,1,-141.5234,66.747075,600,0.239600271,293.9147297,8152,3195,176,1729,69,513,2000,144,131,112,131,119,0.0,273.470001220703,73522.546875,22.9300003051758,13.3599996566772,14590,14297,2019,7,18,0,0,1,0.192492763201396,-0.320510228474935,94273.6936848958,0.0003406554460525,-0.0026254514232277,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,284.963616053263,292.131202697754,1
2845,8,8.0,4,1,1,-141.5248,63.4276,681,0.0914974685866686,198.39279640079,6447,3020,422,1954,241,859,1994,379,191,119,205,128,0.0,405.140014648438,69336.65625,26.4599990844727,3.66000008583069,15002,13901,2009,6,2,0,0,0,0.708285331726074,0.743166565895081,92326.0102539062,0.0001296401023864,-0.0026679886505007,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,275.765100479126,288.259358088175,0
3548,9,9.0,4,1,1,-152.6359,63.8539,246,0.27406219882132,331.291422922512,7197,3460,350,2148,168,672,95,2000,179,111,184,114,0.0,339.459991455078,60691.96875,23.7600002288818,5.98000001907349,14602,13938,2015,8,7,0,0,1,0.519783020019531,0.965513865152995,97992.2369791667,0.0002325028181076,-0.0020986795425415,0.0,0.0,-7.345364722995101e-24,100.020167032878,0.0,281.042423248291,290.014455795288,0
286,7,7.0,2,1,5,-144.321843478261,65.9651652173913,174,0.30527467,71.14165227,6533,3028,407,1941,229,907,1989,2000,192,118,204,124,0.0,331.859985351562,79478.203125,28.3700008392334,9.59000015258789,15118,14108,2004,6,15,0,0,0,0.444018959999084,0.823495229085286,99322.0633138021,4.42266464233398e-05,-0.0022534821182489,0.0,0.0,-7.27919033709973e-24,100.022771199544,0.0,284.664412816366,292.678242365519,1
1327,8,8.0,4,1,1,-142.013991666667,63.5819625,664,0.132808917,338.3122668,6412,3008,438,2004,216,724,1862,78,156,98,168,104,0.0,327.390014648438,72334.0390625,23.9799995422363,9.35999965667725,15539,14602,2015,6,23,0,0,1,-0.145027001698812,1.40553156534831,92822.072265625,0.0002141892910003,-0.0030489284545183,0.0,0.0,-7.345364722995101e-24,100.014958699544,0.0,283.837708791097,290.903536478678,1
1645,7,7.0,2,1,5,-151.6266,65.926,547,0.251348661,86.94465935,5961,1384,187,739,252,926,1988,4000,218,164,242,180,0.0,288.220001220703,78267.7421875,12.2600002288818,3.10999989509583,14775,13831,2018,6,12,0,0,0,-0.0407074689865112,0.538534164428711,95028.7220052083,0.0005924105644226,-0.002205865457654,0.0,5.54695725440979e-06,-7.345364722995101e-24,176.249984741211,0.0587565104166667,270.568189620972,279.297950744629,1
3604,10,10.0,1,6,6,-152.998004494382,67.3525426966292,981,0.252395583944448,125.292359795209,7056,4895,552,3199,399,1566,2000,1980,252,154,251,153,0.0,302.440002441406,77207.6796875,22.7299995422363,13.4499998092651,15270,14495,2016,7,14,0,0,1,0.621715823809306,0.844090143839518,91924.2913411458,0.0028579980134964,-0.0040310183539986,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,280.975587844849,292.363993326823,0
2647,9,9.0,4,4,4,-142.16796,67.44815,453,0.120182731804093,156.563950847256,6055,3011,523,2129,258,1059,1973,2000,184,130,179,126,0.0,239.899993896484,54265.609375,14.3699998855591,0.740000009536743,14503,13634,2005,8,28,1,0,1,0.137400110562642,-1.35370381673177,95855.7366536458,1.09821557998657e-05,-0.000679925084114,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,273.269268035889,279.526151657104,0
3862,9,9.0,4,1,1,-158.2242,62.456,56,0.147301511049336,269.799574705886,8554,5952,290,3723,296,729,2000,2002,242,144,257,152,1.1599999666214,308.339996337891,67057.21875,22.8999996185303,12.210000038147,15176,14285,2019,7,14,1,0,1,2.04913624127706,-0.848919987678528,99431.6111653646,0.0009711384773254,-0.0023890659213066,0.0,0.0,-7.345364722995101e-24,100.027328491211,0.0,283.309940338135,290.318695068359,0
3213,9,9.0,4,1,1,-143.714366666667,64.0385333333333,1133,0.109866239307915,292.181672029778,7902,3494,234,1997,105,461,1898,1987,179,111,183,115,0.0,343.809997558594,61234.78125,20.8500003814697,6.8899998664856,14606,13975,2013,8,6,0,0,1,0.890452861785889,-1.04673258463542,90496.0091145833,0.0002139657735824,-0.0024007149040699,0.0,0.0,-7.345364722995101e-24,100.004216512044,0.0,278.408583323161,287.862113952637,0
2230,9,9.0,4,1,1,-158.6658,63.8692,92,0.0242309900916837,220.044849488626,7277,2763,255,1618,109,469,2000,2000,149,98,151,98,0.0,298.570007324219,54450.26171875,17.1200008392334,1.96000003814697,14863,13669,2002,8,23,0,0,1,-1.72876075903575,-0.500645955403646,99180.9200846354,0.0005572289228439,-0.0012019611895084,0.0,0.0,-7.27919033709973e-24,99.9999847412109,0.0,272.944491068522,283.858194351196,0
636,9,9.0,4,1,1,-144.4273,64.8109,706,0.402695282,341.8156997,4337,2666,1070,2709,502,1081,2127,4000,135,89,146,96,0.0,349.369995117188,72059.078125,22.5799999237061,6.07999992370605,14732,13850,2007,6,2,1,0,0,0.214670697848002,-0.486674626668294,91488.9222005208,0.0001231431961059,-0.0021116584539413,0.0,2.49035656452179e-05,-7.345364722995101e-24,158.148422241211,0.14306640625,275.097443898519,287.187944412231,1
9,8,8.0,4,1,1,-148.827710909091,65.3158063636364,237,0.086400232,253.0087634,5622,2135,413,1474,204,782,2000,2000,128,82,137,87,0.0,334.350006103516,69352.7265625,26.7999992370605,10.710000038147,14985,14304,2002,5,23,0,0,0,-1.48234395186106,-1.00912284851074,98764.3089192708,2.36332416534424e-05,-0.0023571904748678,0.0,3.72529029846191e-08,-7.27919033709973e-24,152.384099324544,0.0,276.697843551636,290.536205291748,1
3156,7,7.0,2,4,5,-151.770822222222,67.3729777777778,757,0.143139040058169,167.780857397087,6418,3471,514,2356,290,1094,1985,2000,202,127,212,133,2.36999988555908,185.740005493164,86400.0,18.1399993896484,9.39000034332275,15126,14265,2013,6,21,0,0,1,0.999494949976603,0.357279459635417,93235.6241861979,0.0001547783613204,-0.0031421668827533,0.0,0.0,-7.345364722995101e-24,100.028305053711,0.0,280.314252853394,292.91649945577,0
1385,10,10.0,1,6,6,-161.178466666667,60.8051333333333,20,0.127083488,280.2767016,5934,3803,804,3151,340,1338,1376,691,275,174,304,192,0.0,296.890014648438,67231.1484375,19.0400009155273,9.52000045776367,15178,13899,2015,6,30,0,0,1,-1.43514903386434,2.25670886039734,101433.819010417,0.0005589723587036,-0.0025202184915542,0.0,0.0,-7.345364722995101e-24,100.030583699544,0.0,282.695741653442,288.800610860189,1
1791,9,9.0,4,4,4,-158.2242,62.317,126,0.147301511,269.7995747,6702,2117,246,1246,122,854,614,2000,226,128,246,140,1.67999994754791,300.489990234375,66822.34375,22.1000003814697,12.1000003814697,15245,14595,2019,7,14,1,0,1,2.14272348086039,-1.16117584705353,99468.1944986979,0.0009397864341735,-0.0023673269897699,0.0,0.0,-7.345364722995101e-24,100.020167032878,0.0,283.391564687093,289.884938557943,1
2620,9,9.0,4,1,1,-157.746644094488,63.4117338582677,88,0.0900020516147018,323.82729386504,7403,3941,359,2406,210,588,1489,4000,169,103,171,104,0.0,348.910003662109,62491.23828125,21.9699993133545,6.25,14892,13869,2005,8,1,0,0,1,-0.867501338322957,-1.5132261912028,99399.2224934896,0.0006183087825775,-0.0021303603425622,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,275.165233612061,289.212892532349,0
3704,1,1.0,7,1,1,-145.6682,64.2221,380,0.400005571597723,334.382444370244,6537,2155,277,1323,114,486,711,1986,121,81,125,84,0.0,356.440002441406,63144.1015625,16.4099998474121,3.48000001907349,14375,14178,2018,5,11,0,0,0,2.50316429138184,-1.14709790547689,96207.5748697917,0.0004142224788665,-0.0014292132109403,0.0,0.0009823404252529,0.0040283203125,292.284489949544,4.046875,274.289768218994,284.259203592936,0
983,8,8.0,4,1,1,-143.522133333333,66.3672333333333,263,0.050132769,297.2180506,4819,1276,323,924,146,756,1978,1997,143,97,130,88,0.0,178.389999389648,44308.80078125,14.5900001525879,-0.740000009536743,14067,13679,2010,9,18,1,0,1,-0.724056522051493,-1.78140385945638,100039.200683594,2.38418579101562e-06,-0.0003726733848452,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,276.079331715902,281.192562739054,1
4130,8,8.0,4,1,1,-155.153211111111,66.7764666666667,167,0.354126818912315,186.389932504403,7137,3261,323,1934,203,551,2000,2000,160,101,164,103,0.0,280.359985351562,77368.2421875,23.7600002288818,10.1000003814697,14931,14607,2022,7,11,0,0,1,-0.516718983650208,2.28223232428233,97478.9182942708,0.0010854601860046,-0.0033014630898833,0.0,3.7252902984619103e-09,-7.345364722995101e-24,100.041976928711,0.0,284.613355636597,293.441254933675,0
2227,9,9.0,4,1,1,-158.663633333333,63.8659666666667,108,0.0242309900916837,220.044849488626,5353,1725,355,1173,193,833,2000,2000,104,70,105,71,0.0,298.149993896484,54450.26171875,17.2999992370605,1.91999995708466,14868,13669,2002,8,23,0,0,1,-1.72876075903575,-0.500645955403646,99180.9200846354,0.0005572289228439,-0.0012019611895084,0.0,0.0,-7.27919033709973e-24,99.9999847412109,0.0,272.944491068522,283.858194351196,0
1877,8,8.0,4,1,1,-157.106376923077,61.0843307692308,189,0.025707796,241.8994159,2845,660,386,693,186,937,1920,2000,138,85,153,94,0.0,365.269989013672,67671.453125,19.8299999237061,7.15999984741211,14542,14214,2020,6,12,0,0,0,2.06926472981771,0.520059585571289,99953.3842773438,0.0018133223056793,-0.0025658402591943,0.0,0.0,-7.345364722995101e-24,100.013982137044,0.0,281.603012720744,287.529360453288,1
363,9,9.0,4,1,1,-149.75297854994,66.3907279783394,252,0.284606185,118.2575442,6928,3220,365,2012,189,742,2000,2000,148,94,153,96,0.0,284.809997558594,64198.05078125,21.7099990844727,7.38000011444092,14708,14001,2004,8,4,0,0,1,-0.734492341677348,-1.79966354370117,96395.2960611979,0.0003404766321182,-0.0022056400775909,0.0,0.0,-7.345364722995101e-24,100.040349324544,0.0,280.635299682617,286.549774805705,1
1357,7,7.0,2,4,5,-160.798925,60.915175,17,0.289068913,277.3222334,5744,3091,657,2431,270,962,2000,2000,233,149,280,177,0.0,370.470001220703,67773.796875,26.0699996948242,12.2799997329712,15238,14196,2015,6,24,0,0,1,-0.893145640691121,0.373543421427409,100634.708821615,0.0003690868616104,-0.0032868143171072,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,285.532953898112,292.842352549235,1
3232,8,8.0,4,1,1,-146.29977,64.04926,462,0.44700814508816,299.675078981061,5329,2406,577,1894,223,735,4000,2960,136,92,141,95,0.0,369.929992675781,62959.2109375,19.2999992370605,-2.04999995231628,14690,13618,2014,5,11,1,0,0,0.176206429799398,0.0689004262288411,95448.2648111979,0.0007901787757873,-0.001623086631298,0.0,0.0001860596239566,0.0009765625,370.671859741211,1.01082356770833,270.410285313924,280.304625829061,0
1243,1,1.0,7,1,1,-144.58145,63.96425,375,0.985520459,86.61325342,6956,3115,353,1967,151,406,889,2000,156,97,169,105,0.0,380.970001220703,73246.203125,27.8700008392334,6.44999980926514,14748,14338,2015,6,20,1,0,0,0.0222990910212199,0.897009531656901,95024.6474609375,0.0003249049186706,-0.0031095650047063,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,279.839654286702,293.35914738973,1
1016,9,9.0,4,1,1,-150.9779,66.6353,244,0.280982897,228.7570054,7153,4103,449,2706,220,801,2669,1929,197,120,209,127,7.90000009536743,209.220001220703,78500.859375,25.5599994659424,12.3400001525879,14993,14356,2011,7,8,0,0,1,-0.503284891446432,-1.58213488260905,97805.7835286458,0.0002029985189437,-0.0038559455424547,0.0,3.7252902984619103e-09,-7.345364722995101e-24,100.037094116211,0.0,284.083878835042,292.198138554891,1
2032,8,8.0,4,1,1,-153.645042857143,64.6418596638656,174,0.086469813,212.2018539,7451,4223,392,2684,196,1006,2751,1995,214,128,231,137,5.19999980926514,241.029998779297,72963.0234375,25.3500003814697,10.9799995422363,14931,14400,2022,7,6,0,0,1,-0.314525445302327,0.295376936594645,98560.1586914062,0.0008586943149566,-0.0025491509586572,0.0,3.7252902984619103e-09,-7.345364722995101e-24,100.041976928711,0.0,284.265446345011,293.114219029744,1
2043,7,7.0,2,1,5,-154.815782051282,65.1809846153846,236,0.145323734,240.7051535,7339,4619,442,2881,311,957,2000,1673,76,51,79,53,0.0,333.369995117188,73328.609375,27.7600002288818,12.5699996948242,15093,14427,2022,7,9,1,0,1,-0.536153674125671,0.078894297281901,97678.1181640625,0.0006923079490661,-0.003217639401555,0.0,3.7252902984619103e-09,-7.345364722995101e-24,100.039372762044,0.0,286.181755065918,293.623155593872,1
3121,8,8.0,4,1,1,-147.4406,64.7614,150,0.267640389372568,346.948072985469,6406,2361,315,1438,192,505,1999,3956,140,97,129,89,0.0,193.419998168945,44229.28125,12.9799995422363,-0.189999997615814,14208,14036,2012,9,17,0,0,1,1.71141878763835,-0.866292317708333,97895.3045247396,4.14252281188965e-06,-0.0007969290018081,0.0,9.31322574615479e-09,-7.345364722995101e-24,107.208969116211,0.0,276.280911763509,283.643580118815,0
1584,7,7.0,2,4,5,-160.86515,60.41535,249,0.289068913,277.3222334,6685,4363,665,3348,262,1150,1775,2000,261,163,268,168,0.0,278.829986572266,66049.03125,16.7600002288818,9.02000045776367,14975,14194,2017,6,7,0,0,0,-1.26552458604177,-0.91748046875,98536.4723307292,0.0002675205469131,-0.0029121246188879,0.0,0.0,-7.345364722995101e-24,100.028956095378,0.0,279.050517400106,287.700311024984,1
2363,9,9.0,4,4,4,-145.172381307902,67.4787158038147,630,0.284411388404379,176.607394095592,6437,3050,449,2072,195,820,1990,1983,173,107,177,109,0.0,208.389999389648,86400.0,20.1200008392334,12.8800001144409,14688,14021,2004,6,18,0,0,0,1.36297531922658,2.51621691385905,96303.2281901042,7.61747360229492e-05,-0.002704944461584,0.0,0.0,-7.27919033709973e-24,99.9999847412109,0.0,280.000968297323,290.948915481567,0
1827,8,8.0,4,1,1,-150.3995,60.5776,126,0.655684095,271.1932281,3835,760,266,597,175,558,3474,1998,111,71,119,75,0.0,437.100006103516,66660.3125,22.7199993133545,2.82999992370605,14696,14074,2019,6,10,0,0,0,-0.525157292683919,0.0045795440673828,100524.626139323,0.0013650506734848,-0.0031605307012796,0.0,0.0,-7.345364722995101e-24,100.041976928711,0.0,280.711345036825,285.898644129435,1
3609,9,9.0,4,1,1,-158.3275,65.391025,360,0.149722631970273,76.1615698188702,7940,3957,262,2282,146,634,2478,744,207,122,215,126,0.0,317.700012207031,71345.2109375,23.7000007629395,11.5699996948242,15011,14531,2016,7,15,0,0,1,0.842764536539714,1.95804850260417,98448.6987304688,0.0004499554634094,-0.0043375883251428,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,282.94536336263,294.157879511515,0
2300,9,9.0,4,1,1,-147.5577,67.0643,539,0.416735768166462,172.854397868337,6835,3307,391,2080,221,724,1959,1961,182,113,188,117,3.52999997138977,147.520004272461,76163.6484375,10.2299995422363,3.39000010490417,14555,14107,2003,7,15,0,0,1,1.28782053788503,3.22129758199056,95040.9396158854,0.0001873075962066,-0.0023957472294569,0.0,0.0,-7.27919033709973e-24,99.9999847412109,0.0,274.439437866211,285.104609171549,0
2558,9,9.0,4,1,1,-151.692834511435,66.3859033264033,192,0.311635436192221,253.724483648813,7044,3664,412,2376,193,793,2000,2000,192,122,202,130,0.0,198.479995727539,82470.53125,18.2700004577637,9.0,15125,14445,2005,6,18,1,0,0,-0.0140323638916016,-4.56130854288737,97702.5250651042,0.0006752908229827,-0.0035362383350729,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,275.374885559082,289.387215296427,0
2966,8,8.0,4,1,1,-141.4766,66.4502,289,0.239600270870748,293.914729725637,6891,3303,390,2119,183,430,1978,2869,149,93,158,98,0.0,267.25,83427.640625,20.5699996948242,6.76000022888184,14825,14381,2010,6,22,0,0,1,-0.68308679262797,-2.78137842814128,96610.9763997396,3.96817922592163e-05,-0.0029774215072393,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,274.859799702962,286.989782969157,0
2529,8,8.0,4,1,1,-141.389480584192,66.1996780068728,454,0.239600270870748,293.914729725637,6569,2696,353,1705,172,772,2000,1950,139,88,146,93,0.0,327.010009765625,79925.8125,21.6499996185303,5.6399998664856,15131,14460,2005,6,13,0,0,0,-0.301475207010905,-2.91767501831055,96536.0970052083,6.5237283706665e-05,-0.0045195370912551,0.0,0.0,-7.345364722995101e-24,100.000961303711,0.0,280.287436167399,290.833850860596,0
1608,8,8.0,4,1,1,-142.481054285714,66.8857057142857,396,0.095117957,302.616314,5993,1515,236,942,95,1271,551,2000,142,90,145,93,16.4599990844727,189.270004272461,86400.0,26.3500003814697,14.4399995803833,15597,14439,2017,6,30,0,0,1,0.130861242612203,-2.26500256856283,97178.0320638021,7.93635845184326e-05,-0.0031180419027805,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,280.431310017904,295.176595052083,1
1520,9,9.0,4,1,1,-155.7003,65.8705,62,0.209083871,286.9059498,6479,1939,254,1189,88,885,1998,1022,188,118,207,128,3.67000007629395,218.5,78838.0390625,25.4400005340576,11.5799999237061,15356,14543,2016,6,26,1,0,1,-0.266085664431254,1.27942784627279,100221.287272135,0.0004850178956985,-0.0038534374907612,0.0,3.7252902984619103e-09,-7.345364722995101e-24,100.065414428711,0.0,285.772719701131,293.467401504517,1
1035,7,7.0,2,4,5,-155.0853,69.2,187,0.145949118,353.6332336,5472,2918,699,2389,281,1199,1992,1983,214,141,225,148,0.0,289.429992675781,86400.0,20.1800003051758,8.64999961853027,15041,14269,2012,6,19,0,0,0,2.82267077763875,4.37092971801758,98222.7822265625,0.0001398921012878,-0.0043828450143337,0.0,0.0,-7.345364722995101e-24,100.041976928711,0.0,280.819916407267,290.480354944865,1
3086,8,8.0,4,4,4,-147.78012,64.75566,137,0.267640389372568,346.948072985469,7975,4440,297,2637,166,549,1971,2000,186,113,192,117,0.0,339.25,62775.01953125,25.0100002288818,8.0,14845,14178,2011,8,4,0,0,1,0.640770673751831,-1.20396169026693,98165.3279622396,6.48200511932373e-06,-0.0020706355571746,0.0,0.0,-7.345364722995101e-24,100.002263387044,0.0,281.148322423299,289.43856048584,0
