,LC_Type1,LC_Type2,LC_Type3,LC_Type4,LC_Type5,avgLongitude,avgLatitude,Elevation,Slope,Aspect,NDVI,EVI,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b07,Clear_day_cov,Clear_night_cov,Albedo_BSA_nir,Albedo_BSA_shortwave,Albedo_WSA_nir,Albedo_WSA_shortwave,prcp,srad,dayl,tmax,tmin,LST_Day_1km,LST_Night_1km,Y,M,D,W,H,S,v_component_of_wind_10m,u_component_of_wind_10m,surface_pressure,runoff_sum,total_evaporation_sum,snowfall_sum,snowmelt_sum,snow_depth,snow_density,snow_cover,dewpoint_temperature_2m,temperature_2m,totalArea_km2
1686,8,8,4,1,1,-150.634375,64.7144916666667,172,0.250635495,22.31152803,8027,3739,239,2184,82,1133,2000,211,164,101,164,101,0.0,325.519989013672,67447.0234375,28.2600002288818,12.7700004577637,15353,14670,2018,7,23,0,0,1,1.41595260302226,0.179056803385417,99496.5008138021,0.0004414767026901,-0.0035920199006795,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,284.717643737793,296.454816182454,53.2201727693932
976,8,8,4,1,1,-148.5153,66.3248,110,0.266868065,102.6588706,4158,515,158,383,57,75,3251,1973,182,118,173,112,0.0,254.039993286133,52294.0703125,21.0799999237061,2.28999996185303,14525,13963,2010,8,31,0,0,1,-1.41372338930766,-1.52127838134766,99235.9176432292,5.87105751037598e-06,-0.0008368026465177,0.0,0.0,-7.345364722995101e-24,100.004216512044,0.0,275.061798731486,286.905948638916,0.25
781,8,8,4,1,1,-141.533833333333,63.2799333333333,729,0.091497469,198.3927964,5625,2307,469,1675,190,635,2000,2000,127,86,132,88,0.0,421.140014648438,67211.8671875,21.5100002288818,2.58999991416931,14958,13931,2009,5,26,0,0,0,-0.257009466489156,-0.473079681396484,91525.1432291667,0.0001437366008758,-0.0021881200373172,0.0,1.49011611938477e-08,-7.345364722995101e-24,134.188461303711,0.0,276.844380060832,287.101296742757,1.38811770148368
1375,9,9,4,1,1,-158.3525,59.5638,81,0.159725456,141.4716996,6805,3691,486,2557,193,784,2656,2000,185,112,184,111,0.0,414.540008544922,65976.1875,25.7900009155273,11.1000003814697,15231,14340,2015,6,18,0,0,0,-1.6826000213623,-0.0188992818196615,100965.799316406,0.0043240487575531,-0.0040660146623849,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,284.513968785604,295.367400487264,0.25
124,10,10,1,6,6,-164.577085714286,65.4529714285714,219,0.028382449,99.93139906,7057,4279,500,2899,251,957,1552,1989,277,170,292,178,0.0,311.690002441406,66109.6875,15.1899995803833,4.69999980926514,14589,13915,2002,7,29,0,0,1,0.820372263590495,1.62720235188802,100056.267578125,0.0001527667045593,-0.0019237976521253,0.0,0.0,-7.27919033709973e-24,100.015284220378,0.0,279.256053288778,284.703589121501,1.28714966126779
254,1,1,7,1,1,-146.0605,67.1669,326,0.376923288,141.4386329,3876,939,338,766,188,901,806,2000,124,86,129,89,0.0,323.029998779297,81361.890625,25.3199996948242,7.53000020980835,14528,14236,2003,7,8,0,0,1,-0.793963233629862,0.696615219116211,97915.318359375,4.03821468353271e-05,-0.0028949491679668,0.0,0.0,-7.27919033709973e-24,99.9999847412109,0.0,278.33295249939,288.746142069499,0.25
930,8,8,4,1,1,-142.16334,66.13076,389,0.095117957,302.616314,7498,2641,209,1462,114,432,2000,1749,131,84,141,92,0.0,310.619995117188,78807.9375,24.0100002288818,9.6899995803833,14912,14373,2010,7,2,0,0,1,0.072916587193807,0.152313232421875,96983.3966471354,2.27689743041992e-05,-0.0027589276432991,0.0,0.0,-7.345364722995101e-24,100.041976928711,0.0,286.799613316854,290.076546986898,1.23467534268843
220,9,9,4,4,4,-144.173718571429,67.6719657142857,431,0.281088874,160.1169337,6892,3380,393,2136,214,805,2491,1999,168,109,175,114,5.84999990463257,146.190002441406,80364.046875,18.0499992370605,10.0299997329712,14778,14163,2003,7,13,1,0,1,-0.114603519439697,1.13905970255534,94246.8001302083,0.0001240670680999,-0.0019217580556869,0.0,0.0,-7.27919033709973e-24,100.024724324544,0.0,279.694831848145,287.202778498332,31.5891343206017
100,8,8,4,1,1,-150.768457142857,64.6059380952381,291,0.250635495,22.31152803,6805,2510,276,1452,186,593,1417,97,110,72,112,74,10.6999998092651,128.059997558594,66519.046875,17.7700004577637,11.3199996948242,15074,14279,2002,7,25,0,0,1,2.43688905239105,2.84922409057617,98051.1901041667,0.0002927184104919,-0.0023433174937963,0.0,0.0,-7.27919033709973e-24,100.058578491211,0.0,286.499542872111,289.494948069255,18.369810266975
1804,9,9,4,1,1,-154.318914285714,65.5133285714286,239,0.145323734,240.7051535,6743,4233,591,3039,463,1712,2000,3028,195,119,201,123,0.0,292.420013427734,73493.703125,27.0,13.3999996185303,15306,14421,2019,7,11,0,0,1,-0.0466508467992147,1.70725739002228,96518.5852864583,0.0011128783226013,-0.0034199878573417,0.0,0.0,-7.345364722995101e-24,100.001286824544,0.0,285.79465230306,296.156398773193,7.64192202975721
374,8,8,4,1,1,-144.492470666667,64.50426,519,0.402695282,341.8156997,7441,3900,356,2427,172,712,2000,1890,149,94,155,98,0.0,224.990005493164,64050.73046875,18.1200008392334,9.13000011444092,14626,14133,2004,7,30,0,0,1,0.798112352689107,1.1542002360026,91461.5638020833,0.0009843558073043,-0.001875564455986,0.0,0.0,-7.345364722995101e-24,100.074203491211,0.0,282.273733139038,283.54513613383,154.344280891672
420,9,9,4,1,1,-155.438066666667,63.2693833333333,122,0.362394425,261.6611345,6935,3949,477,2636,244,788,2000,2145,231,144,238,148,0.0,279.760009765625,57953.80859375,23.3899993896484,11.1000003814697,14675,14152,2004,8,12,0,0,1,1.89755038420359,-0.032589594523112,99613.3491210938,0.0005210638046264,-0.0018460266292095,0.0,0.0,-7.345364722995101e-24,100.000961303711,0.0,287.446611404419,291.071084340413,7.09686854310166
1554,8,8,4,4,4,-153.3465,66.7929,241,0.238567224,135.0198206,6202,2224,337,1438,145,878,802,2000,179,111,184,113,0.0,287.75,77915.25,21.6000003814697,8.22000026702881,14760,14223,2016,7,9,1,0,1,0.39605712890625,0.590187072753906,96571.6948242188,0.0010030269622802,-0.0032444298267364,0.0,0.0,-7.345364722995101e-24,100.041976928711,0.0,282.764746348063,288.045258204142,0.25
1844,1,1,7,1,1,-150.2506,60.576,221,0.655684095,271.1932281,4587,1633,469,1264,255,889,1968,1955,125,85,133,89,0.0,372.5,56879.3515625,25.7900009155273,8.5600004196167,15158,14196,2019,8,11,1,0,1,-0.910814921061198,0.0598227183024089,99255.66796875,0.0004233717918396,-0.0029953233897686,0.0,0.0,-7.345364722995101e-24,100.039698282878,0.0,285.604388554891,292.647259394328,0.25
968,8,8,4,1,1,-148.310490909091,66.3510727272727,117,0.266868065,102.6588706,2500,772,528,880,355,1321,1992,2107,138,97,136,95,3.79999995231628,162.729995727539,55472.91015625,17.0300006866455,5.05000019073486,14435,13927,2010,8,24,0,0,1,-0.637707789738973,-0.130369822184245,99595.1967773438,4.50015068054199e-06,-0.0005183350294828,0.0,0.0,-7.345364722995101e-24,100.009099324544,0.0,277.750309626261,286.43491045634,5.30259616692979
1447,8,8,4,1,1,-154.7431,65.9403,282,0.145323734,240.7051535,7802,3624,259,2098,129,641,1476,1579,111,73,119,78,1.08000004291534,193.690002441406,71187.3671875,16.2199993133545,9.19999980926514,14667,14094,2015,7,19,1,0,1,1.23209436734517,3.06972503662109,99178.4195963542,0.0004682838916778,-0.0029762610793113,0.0,3.7252902984619103e-09,-7.345364722995101e-24,100.083969116211,0.0,283.248054504395,284.764737447103,0.25
649,7,7,2,4,5,-144.62818,68.1080733333333,715,0.065367448,175.6828044,5079,1187,264,809,123,1229,1963,2272,212,131,226,140,0.0,298.510009765625,86400.0,20.0499992370605,7.57000017166138,15043,14194,2007,6,21,0,0,1,0.0314445495605469,-0.513259251912435,91340.2941080729,5.46127557754517e-05,-0.0033067921176552,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,276.456833521525,286.354114532471,4.82299219015204
1944,15,15,9,7,10,-161.8928,55.4196,2421,0.025017379,270.0,-676,-285,1279,1117,1602,2310,1823,2439,486,615,527,683,2.29999995231628,42.2400016784668,54353.62890625,-0.0799999982118607,-0.0799999982118607,13443,13190,2022,5,2,0,0,0,-1.80391756693522,-1.78045399983724,92348.3733723958,0.0042525231838226,-0.0002972930669784,0.0060558803379535,0.0041038878262043,14.0518391927083,324.721013387044,99.701171875,271.965445836385,273.081485112508,0.25
2067,15,15,9,7,10,-161.8935,55.4179,2479,0.025017379,270.0,-63,-45,2834,2798,2251,434,3922,1247,78,88,104,114,18.6100006103516,37.6500015258789,51369.6484375,2.48000001907349,2.48000001907349,14111,13539,2022,8,22,0,0,1,-2.68548937638601,0.442946116129557,94258.6547851562,0.0096057653427124,-0.0006248243153095,0.0,0.0057251304388046,13.4482421875,180.705713907878,40.34375,281.039665222168,282.045183181763,0.25
1593,10,10,1,6,6,-163.1661,62.5292,62,0.213731896,271.0360325,5495,3415,827,2845,405,1301,1999,854,265,174,280,183,0.0,380.179992675781,67750.796875,18.4500007629395,5.3899998664856,14697,14087,2017,6,1,0,0,0,-3.6743141412735,-0.780216217041016,99946.3543294271,0.0002023875713348,-0.0035813227295875,0.0,1.564621925354e-07,-7.345364722995101e-24,158.199203491211,0.0001627604166666,275.881006876628,283.867787043254,0.25
2018,9,9,4,1,1,-141.23784,65.32118,599,0.313403825,299.2827652,6673,3162,404,2025,218,744,1168,1996,174,111,185,118,0.0,318.100006103516,77041.390625,23.3899993896484,8.5600004196167,14921,14533,2022,6,25,1,0,1,0.354137818018595,0.788553237915039,93806.13671875,0.0012073665857315,-0.0032700486481189,0.0,0.0,-7.345364722995101e-24,100.016586303711,0.0,279.639837900798,288.348013559977,15.104901113953
1555,8,8,4,1,1,-149.9996,65.6511,91,0.134747444,142.5115701,6729,1974,217,1110,147,743,4000,1984,169,106,180,112,0.0,297.410003662109,74157.109375,24.6800003051758,10.5699996948242,14746,14307,2016,7,9,1,0,1,0.0838419596354167,0.470130920410156,97336.2781575521,0.0003618896007537,-0.0027243569493293,0.0,3.7252902984619103e-09,-7.345364722995101e-24,100.041976928711,0.0,284.59791692098,290.193939844767,0.25
548,9,9,4,4,4,-152.4382,66.2204666666667,206,0.093323356,186.3599191,6788,4010,534,2792,256,833,153,1978,206,125,214,129,0.0,300.859985351562,69509.1015625,25.2000007629395,10.4200000762939,14700,14321,2005,7,24,1,0,1,-0.147880713144938,-1.22688102722168,98908.6875,0.0007658749818801,-0.0030368249863386,0.0,3.7252902984619103e-09,-7.345364722995101e-24,100.036768595378,0.0,283.721102396647,290.22939046224,10.6148731043554
233,9,9,4,1,1,-147.561042857143,66.9036285714286,232,0.138743832,148.8747124,2765,403,225,397,144,573,2000,2133,142,92,147,95,0.0,333.910003662109,79610.2109375,27.0200004577637,7.71999979019165,15038,14335,2003,7,8,0,0,1,-0.616554379463196,1.09611066182454,98530.318359375,0.0001411736011505,-0.0028455834835767,0.0,0.0,-7.27919033709973e-24,100.007471720378,0.0,279.690292994181,290.052375793457,2.89994041253249
1165,15,15,9,7,10,-159.3772,56.198,1908,0.447008145,299.675079,-218,-272,5103,4885,6209,2560,960,68,132,158,135,162,0.0,36.4700012207031,40169.828125,-5.55999994277954,-5.55999994277954,13407,13015,2013,10,1,0,0,2,-0.545708497365316,0.776131947835286,86841.0340169271,0.0002323985099792,2.23703682422638e-06,0.0002429112792015,0.0,33.3330078125,299.999984741211,99.990234375,270.218388239543,271.016810099284,0.25
1552,9,9,4,1,1,-157.53828,61.96001,142,0.025707796,241.8994159,7646,3123,233,1747,137,492,2099,2000,154,95,164,101,0.0,237.589996337891,67272.3515625,18.9599990844727,11.7799997329712,14737,14047,2016,7,9,1,0,1,0.78839111328125,0.0236790974934896,98723.4448242188,0.0010984539985656,-0.0021849423646926,0.0,0.0,-7.345364722995101e-24,100.023096720378,0.0,283.787776947021,288.751638412476,3.29643812557366
680,9,9,4,1,1,-156.28,65.96235,60,0.133118799,261.6538173,7612,4620,402,2965,201,854,2000,1940,241,141,258,149,0.0,324.410003662109,77397.390625,29.1100006103516,14.1400003433228,15188,14595,2007,7,4,0,1,1,-1.17907396952311,0.35902468363444,100746.749186198,0.0003430694341659,-0.0035062246024608,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,285.972962061564,296.652639389038,0.784221745460548
614,8,8,4,1,1,-148.5107,64.4144,161,0.289804194,354.6681663,5416,1642,333,1120,152,1021,2000,3153,173,108,188,118,0.0,308.980010986328,74400.8515625,19.9799995422363,7.1100001335144,14538,14218,2006,6,21,0,0,1,0.57736599445343,1.92902437845866,99046.4545898438,5.33461570739746e-05,-0.0027490379288792,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,279.748848597209,289.609145482381,0.25
861,8,8,4,1,1,-145.97922,63.89858,431,0.158940842,110.9915781,5803,2479,428,1612,299,670,2000,2000,107,75,110,77,0.0,381.579986572266,66817.90625,23.9699993133545,3.71000003814697,14335,14161,2010,5,22,1,0,0,0.87641167640686,0.182156244913737,94752.8989257812,0.0003482401371002,-0.0025361385196447,0.0,4.03448939323425e-06,-7.345364722995101e-24,165.828109741211,0.0192057291666667,275.473572413127,286.681070327759,1.81517271943062
414,9,9,4,1,1,-143.460066666667,65.3976333333333,521,0.278516325,314.8189169,4327,2290,883,2230,377,1473,3969,2000,186,117,187,118,0.0,300.450012207031,60901.1484375,28.2299995422363,11.1599998474121,14775,14367,2004,8,9,0,0,1,0.584286292394002,0.826203028361003,98149.0893554688,0.0001389235258102,-0.001735558733344,0.0,0.0,-7.345364722995101e-24,100.014958699544,0.0,285.896490097046,294.105829874674,0.293355928773735
1169,7,7,2,4,5,-146.29977,63.87936,623,0.545914735,285.2958856,4334,836,249,630,98,1029,2000,1967,203,138,209,141,0.0,328.230010986328,60113.51953125,17.9200000762939,4.1100001335144,14870,13794,2014,5,4,1,0,0,0.928078929583232,0.633056004842122,93689.9702148438,0.0051639378070831,-8.29705968499184e-05,0.0,0.0150356218218803,0.094970703125,434.094060262044,84.2638346354167,274.73542658488,281.783200581868,14.3216869216719
1419,9,9,4,1,1,-144.4484,65.3348,860,0.30527467,71.14165227,5316,1292,266,870,104,1302,79,124,175,109,177,111,0.449999988079071,276.450012207031,75153.3828125,12.2799997329712,3.0,14215,13869,2015,6,8,0,0,0,1.23459060986837,1.14857800801595,93540.0081380208,0.0002285689115524,-0.0026375651359558,0.0,1.92970037460327e-06,-7.345364722995101e-24,156.445297241211,0.01025390625,277.718542098999,283.102917989095,0.25
1132,1,1,7,1,1,-150.645323728814,66.0887016949153,376,0.280982897,228.7570054,8600,6114,278,3694,186,571,1954,1987,203,117,211,122,0.0,261.350006103516,70654.8203125,18.4699993133545,8.5600004196167,14411,14173,2013,7,21,1,0,1,-0.327059547106425,2.85220082600911,96623.7775065104,0.0001971721649169,-0.0021358067169785,0.0,0.0,-7.345364722995101e-24,100.041651407878,0.0,281.197283426921,285.182419459025,39.7765178095665
65,9,9,4,1,1,-158.661544444444,63.9336666666667,40,0.02423099,220.0448495,6759,3881,504,2607,278,1181,1983,4000,188,119,190,119,0.0,318.140014648438,70103.046875,21.6399993896484,8.98999977111816,14650,13891,2002,7,11,0,0,1,-0.422914346059163,1.05341021219889,100671.195638021,0.0007370710372924,-0.0023009236901998,0.0,3.7252902984619103e-09,-7.27919033709973e-24,100.021794637044,0.0,282.640272776286,287.896931966146,6.91153585201755
1701,15,15,9,7,10,-159.38842631579,56.1926105263158,1901,0.281576737,79.8288452,-341,-258,3269,3053,4477,5994,3184,1388,243,276,249,282,32.2799987792969,339.290008544922,44790.55078125,8.6899995803833,0.319999992847443,13984,13627,2018,9,15,1,0,1,1.38042163848877,0.918249130249023,87057.1722005208,0.0116779506206512,0.0001224689185619,0.0,0.013220239430666,33.3330078125,299.999984741211,99.990234375,279.001337687174,280.430047353109,2.25035272594948
1625,9,9,4,4,4,-141.0213,67.2371,451,0.11018879,208.4614407,6227,2708,395,1699,271,1128,1996,3975,153,100,158,104,0.0,290.100006103516,86400.0,23.7199993133545,10.0500001907349,14741,14181,2017,6,22,0,0,1,-0.271874109903971,0.279926935831706,96076.09765625,0.0001745820045471,-0.0032464452087879,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,279.809963226318,290.205736796061,0.25
297,8,8,4,1,1,-141.348106666667,63.0412005555556,639,0.091497469,198.3927964,7250,3921,404,2535,183,740,942,958,167,102,168,102,0.0,355.850006103516,70806.203125,20.0,4.19000005722046,14398,13991,2004,6,12,1,0,0,0.600703557332357,-1.5005677541097,93024.5099283854,0.0002221316099166,-0.0026751616969704,0.0,0.0,-7.27919033709973e-24,99.9999847412109,0.0,275.945432662964,285.760917027791,210.757521200277
1726,8,8,4,1,1,-141.0042,62.9985,663,0.481182463,25.62659306,4423,497,133,344,71,195,1999,254,138,89,139,90,0.0,355.440002441406,65909.7734375,20.2000007629395,3.9300000667572,14952,14026,2019,5,23,0,0,0,0.521320184071859,0.352900187174479,92339.8881835938,0.0002057999372482,-0.0020428802818059,0.0,0.0,-7.345364722995101e-24,100.030583699544,0.0,278.444791793823,287.793717066447,0.25
1619,9,9,4,1,1,-158.20256875,64.3817125,38,0.300730666,102.819691,7125,3417,350,2085,199,720,3367,467,188,114,201,121,0.0,232.220001220703,69721.2734375,22.4400005340576,14.1599998474121,15169,13881,2017,7,15,1,0,1,1.75310854117076,0.540739059448242,100483.079101562,0.0003626346588134,-0.002121090888977,0.0,3.7252902984619103e-09,-7.345364722995101e-24,100.052068074544,0.0,286.975945790609,294.865952173869,15.0770831748609
478,7,7,2,1,5,-161.1465,67.9332,279,0.321454799,235.8179275,6326,3292,528,2347,227,1041,2000,3997,224,139,233,145,0.0,339.190002441406,86400.0,16.1599998474121,4.92999982833862,14827,14232,2005,6,10,0,0,0,-1.37742412090302,-1.21723755200704,95259.0185546875,0.0006329715251922,-0.0024452405050396,0.0,0.0001344271004199,0.0002034505208333,345.304672241211,0.353271484375,279.355086644491,283.081199010213,0.25
529,8,8,4,1,1,-155.306871270718,63.3980668508287,169,0.362394425,261.6611345,8047,3762,222,2052,163,421,2000,2000,172,104,182,110,3.5,183.399993896484,67827.1328125,20.6100006103516,11.4899997711182,14537,14176,2005,7,16,1,0,1,0.83945361773173,-0.304545720418294,97257.0310872396,0.000946968793869,-0.002897759899497,0.0,3.7252902984619103e-09,-7.345364722995101e-24,100.026677449544,0.0,284.466270446777,290.812031428019,369.21646726266
1113,8,8,4,1,1,-150.565277777778,63.9928666666667,189,0.777290915,273.9910772,5743,2135,389,1439,197,885,1995,1971,154,97,158,99,0.0,348.890014648438,73246.203125,29.0100002288818,10.2399997711182,15166,14628,2013,6,20,0,0,0,0.912035743395487,-0.386722564697266,97717.3502604167,0.0002476423978805,-0.0037924386560916,0.0,0.0,-7.345364722995101e-24,100.033187866211,0.0,279.419596354167,294.794567108154,7.92899198557643
188,7,7,2,1,5,-158.33975625,66.3530375,80,0.134113408,251.6362313,4665,1086,275,756,178,930,521,2000,238,153,255,163,0.0,305.230010986328,80155.421875,22.8899993896484,11.1000003814697,14907,14262,2003,6,11,0,0,0,-0.406415303548177,0.578644434611003,100319.508138021,0.0002519488334655,-0.0025582127273082,0.0,3.7252902984619103e-09,-7.27919033709973e-24,99.9999847412109,0.0,284.375364939372,288.797059377034,51.2737852088562
1128,7,7,2,4,5,-154.119266666667,65.4399666666667,274,0.145323734,240.7051535,7058,4458,548,3178,229,1004,4000,2000,251,150,277,163,0.0,273.630004882812,75042.109375,18.0300006866455,7.07999992370605,14769,13704,2013,7,6,1,0,1,0.986249128977458,-0.668912251790365,94904.0014648438,0.0002188384532928,-0.0018487591296434,0.0,0.0,-7.345364722995101e-24,100.031234741211,0.0,278.270250320435,283.992518742879,2.95950190885969
654,8,8,4,1,1,-141.595466666667,65.3237666666667,600,0.313403825,299.2827652,6810,2397,259,1365,185,577,2000,2000,149,95,159,105,0.0,276.890014648438,76932.34375,20.0300006866455,7.30999994277954,14567,14190,2007,6,26,0,0,1,-0.756004969278971,1.75171343485514,95689.4013671875,0.0001595616340637,-0.0024585705250501,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,281.980302174886,287.719842274984,0.507970780917958
1424,9,9,4,1,1,-154.8777,61.0683,296,0.636291079,281.9405756,6957,2538,277,1544,97,780,3959,2320,161,103,170,107,0.0,312.929992675781,66997.390625,13.6999998092651,4.17000007629395,14890,13849,2015,6,8,0,0,0,1.44919021924337,-0.562033971150716,95176.5498046875,0.0014708340167999,-0.0027983076870441,0.0,0.0,-7.345364722995101e-24,100.021794637044,0.0,276.708044052124,280.05433400472,0.25
298,8,8,4,1,1,-149.569589350649,65.9405420779221,207,0.172770199,229.6704915,7312,2865,254,1636,147,455,1990,1996,130,82,137,87,0.0,316.670013427734,78536.2265625,24.8299999237061,9.52999973297119,14872,14244,2004,6,12,1,0,0,-0.82115109761556,-1.17101860046387,96821.3849283854,0.0001284331083297,-0.0026653930544853,0.0,0.0,-7.27919033709973e-24,99.9999847412109,0.0,278.558062871297,289.029715855916,299.995844095056
211,9,9,4,1,1,-147.1821,66.8967,218,0.138743832,148.8747124,6358,1631,209,939,134,784,4000,3049,133,87,140,91,0.0,301.350006103516,86400.0,27.3799991607666,10.3400001525879,14902,14446,2003,6,29,1,0,1,-0.0080603758494059,-0.875431696573893,98568.1928710938,6.39855861663818e-05,-0.0027644587680697,0.0,3.7252902984619103e-09,-7.27919033709973e-24,100.022771199544,0.0,281.744570414225,293.201464335124,1.85843338330696
904,9,9,4,1,1,-141.78604,66.1951,258,0.239600271,293.9147297,6355,2636,369,1656,222,659,816,1969,162,109,172,116,1.89999997615814,168.169998168945,80754.5703125,16.2199993133545,8.42000007629395,14814,14412,2010,6,16,0,0,0,1.3388516108195,1.29058400789897,96804.5388997396,5.2034854888916e-05,-0.0029432121664285,0.0,0.0,-7.345364722995101e-24,100.033838907878,0.0,280.921810150146,287.252922058105,3.23012011374931
480,7,7,2,1,5,-156.767566666667,66.4074,209,0.18748437,169.2750218,7261,4094,420,2647,209,874,1967,3974,233,145,240,151,0.0,316.209991455078,80052.3671875,23.5599994659424,7.8899998664856,14895,14324,2005,6,10,0,0,0,-1.28867900371552,1.47221557299296,96800.9768880208,0.0011657178401947,-0.0036162817850709,0.0,3.7252902984619103e-09,-7.345364722995101e-24,99.9999847412109,0.0,281.211857477824,286.783103307088,0.241023560232293
1460,8,8,4,1,1,-155.133829411765,64.4579941176471,103,0.090133156,68.36250382,5259,1883,416,1339,211,959,3970,1992,135,84,142,87,1.35000002384186,349.160003662109,67023.3828125,25.1800003051758,10.1000003814697,14950,14341,2015,7,23,0,0,1,-1.48793657620748,-0.721094767252604,98434.69921875,0.0003290325403213,-0.0029997332021594,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,281.858091990153,291.586107889811,66.5760045745383
1511,8,8,4,1,1,-155.73888,66.13084,170,0.354126819,186.3899325,6504,3428,442,2087,366,402,2000,2000,149,92,156,96,6.21000003814697,93.7399978637695,80972.84375,14.5600004196167,9.77000045776367,14727,14230,2016,6,19,1,0,0,1.95218241214752,-0.544513066609701,98205.1326497396,0.0009658336639404,-0.0022918451577425,0.0,0.0,-7.345364722995101e-24,100.029932657878,0.0,283.147223154704,285.850178400675,3.19577737175541
819,7,7,2,1,5,-158.80974,66.21894,192,0.134113408,251.6362313,7904,5753,453,3870,232,960,549,3999,273,161,274,164,0.0,268.739990234375,73618.25,20.2399997711182,10.1099996566772,15166,14354,2009,7,15,0,0,1,0.360377152760824,1.96187210083008,99573.6227213542,0.000155746936798,-0.0028253300115466,0.0,0.0,-7.345364722995101e-24,100.002263387044,0.0,282.980295817057,289.418820063273,0.776038019905855
212,8,8,4,1,1,-145.8746,67.17685,298,0.284411388,176.6073941,6749,2861,342,1762,188,512,2000,2000,160,101,169,106,0.0,298.959991455078,86400.0,26.6700000762939,10.4899997711182,15136,14313,2003,6,29,1,0,1,-0.404829581578573,-0.817285537719727,98281.1095377604,3.64184379577637e-05,-0.003135317005217,0.0,0.0,-7.27919033709973e-24,100.024398803711,0.0,282.239280700684,292.535530090332,0.904460362280278
1870,7,7,2,4,5,-161.73055,61.700775,32,0.062425065,164.9607033,6278,3746,623,2725,325,1191,2000,1962,251,166,272,181,0.0,339.950012207031,65136.30078125,14.0699996948242,2.47000002861023,14674,13722,2020,5,25,0,1,0,2.19920221964518,-1.37208684285482,99590.7376302083,0.002031922340393,-0.0025868583470583,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,276.369511286418,281.201374053955,7.52018637457695
1407,9,9,4,1,1,-152.099466666667,63.6378666666667,246,0.274062199,331.2914229,7089,3604,379,2225,226,801,2000,2000,206,138,217,145,0.0,357.040008544922,71207.21875,24.2000007629395,5.96999979019165,15075,14075,2015,7,4,1,0,1,-0.415299733479818,-0.489364624023438,98355.5971679688,0.0003291964530944,-0.0027407389134168,0.0,0.0,-7.345364722995101e-24,100.008773803711,0.0,280.660453160604,289.98836072286,0.149699598353664
584,8,8,4,1,1,-142.64025,67.323225,292,0.120182732,156.5639508,5364,1891,391,1296,224,1109,2000,2000,160,105,156,102,0.0,250.389999389648,56590.78125,18.6299991607666,4.15999984741211,14374,13900,2005,8,23,0,0,1,1.20224897066752,-0.612292528152466,96728.1331380208,1.21593475341797e-05,-0.0005683498457074,0.0,0.0,-7.345364722995101e-24,100.033187866211,0.0,278.750087102254,286.393039067586,0.551451815948553
1615,8,8,4,1,1,-158.2891875,64.2814,52,0.300730666,102.819691,7885,1128,63,533,67,480,2000,2671,214,131,229,139,0.0,364.230010986328,72299.8671875,23.8199996948242,8.88000011444092,14952,14407,2017,7,5,0,0,1,0.817501703898112,1.20392608642578,100948.26188151,0.0003574788570404,-0.0028016697615385,0.0,0.0,-7.345364722995101e-24,100.034815470378,0.0,281.25759379069,288.969902674357,5.57135906559404
780,8,8,4,1,1,-153.276433333333,63.2234333333333,266,0.281576737,79.8288452,6000,1874,298,1192,141,666,1915,741,129,86,136,88,0.0,436.720001220703,67130.5,24.3600006103516,5.86999988555908,14995,14056,2009,5,26,0,0,0,-0.206390976905823,-0.205623626708984,97963.8098958333,0.0006223171949386,-0.0029314896091818,0.0,2.23517417907715e-08,-7.345364722995101e-24,182.816065470378,0.0,278.777973810832,289.846169789632,0.844776403655061
1509,8,8,4,1,1,-141.1696,64.2262,653,0.193440711,87.7864654,7178,3077,296,1802,179,511,274,2000,131,83,142,89,7.73999977111816,249.809997558594,73045.203125,20.1599998474121,4.82999992370605,14149,14259,2016,6,11,1,0,0,-0.976693987846375,0.40380859375,91772.2998046875,0.0006527304649353,-0.0027967151254415,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,278.82791519165,288.196711222331,0.25
1337,9,9,4,1,1,-159.96655,64.8803882352941,313,0.069765257,199.0238691,6801,3482,454,2385,166,716,3814,1955,187,114,198,121,0.0,370.429992675781,75397.2734375,21.7000007629395,5.59000015258789,14953,14019,2015,6,16,0,0,0,-2.3348437945048,0.790414810180664,97858.4969075521,0.0003835558891296,-0.003296211361885,0.0,1.49011611938477e-08,-7.345364722995101e-24,108.346338907878,0.0,279.024242401123,283.586702346802,19.0779275218065
1461,9,9,4,1,1,-159.1364,67.1657,47,0.180171811,191.20409,6463,2976,417,1941,219,734,2000,1984,155,100,159,102,0.0,276.859985351562,71478.671875,23.2999992370605,12.5100002288818,14982,14427,2015,7,24,0,0,1,-0.167991240819295,1.0648021697998,99226.2003580729,0.0008482933044433,-0.0029308125376701,0.0,0.0,-7.345364722995101e-24,100.029281616211,0.0,285.228154500326,291.555075327555,0.25
