,LC_Type1,LC_Type2,LC_Type3,LC_Type4,LC_Type5,avgLongitude,avgLatitude,Elevation,Slope,Aspect,NDVI,EVI,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b07,Clear_day_cov,Clear_night_cov,Albedo_BSA_nir,Albedo_BSA_shortwave,Albedo_WSA_nir,Albedo_WSA_shortwave,prcp,srad,dayl,tmax,tmin,LST_Day_1km,LST_Night_1km,Y,M,D,W,H,S,v_component_of_wind_10m,u_component_of_wind_10m,surface_pressure,runoff_sum,total_evaporation_sum,snowfall_sum,snowmelt_sum,snow_depth,snow_density,snow_cover,dewpoint_temperature_2m,temperature_2m,isFire
35,8,8.0,4,1,1,-149.1408,65.21418,132,0.172770199,229.6704915,4720,836,208,580,95,765,350,1979,136,87,145,93,3.07999992370605,144.570007324219,75578.3203125,16.9500007629395,8.02999973297119,14308,14148,2002,6,11,0,0,0,1.79820696512858,1.72659746805827,98984.2569986979,5.3107738494873e-05,-0.0024598399177193,0.0,3.7252902984619103e-09,-7.27919033709973e-24,100.059555053711,0.0,281.421714782715,286.321709950765,1
3481,7,7.0,2,1,5,-152.29,64.8765,259,0.110633504080775,234.231453075904,5984,2742,454,1807,293,646,1991,1960,184,115,197,123,0.0,315.910003662109,73776.640625,25.3500003814697,11.039999961853,15021,14283,2015,7,5,1,0,1,0.293871482213338,-0.347377141316732,98835.8113606771,0.0001720488071441,-0.0023484583944082,0.0,3.7252902984619103e-09,-7.345364722995101e-24,100.042302449544,0.0,281.418550491333,292.826161066691,0
3424,11,10.0,4,1,1,-153.99716,61.09774,326,1.30697703887338,282.891500627961,5057,2011,496,1511,250,640,2208,2000,139,92,150,97,0.0,393.720001220703,67957.2265625,28.75,11.5500001907349,14955,14452,2015,6,17,0,0,0,-0.460326274236043,-0.273077011108398,96355.6162109375,0.0033998936414718,-0.0033249072730541,0.0,2.60770320892334e-08,-7.345364722995101e-24,113.328760782878,0.0,283.924697875977,292.031490961711,0
2864,8,8.0,4,1,1,-155.484559782609,62.1646673913044,204,0.0428547385152224,164.132434166851,7421,3849,338,2284,223,510,1965,4000,178,111,183,114,0.0,269.720001220703,69363.0625,15.8400001525879,7.07000017166138,14996,13793,2009,6,28,1,0,1,-1.49615259965261,1.3071715037028,97804.6486002604,0.001896932721138,-0.0021520890295505,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,277.220961252848,283.392138163249,0
856,8,8.0,4,1,1,-148.97104,65.402128,416,0.086400232,253.0087634,3047,449,227,426,95,880,1443,2000,117,77,122,81,0.0,372.799987792969,68741.5625,20.3500003814697,2.6800000667572,14386,14002,2010,5,21,0,0,0,-0.976916631062826,0.35140864054362,96561.1461588542,5.57005405426025e-05,-0.0015031564980745,0.0,0.0,-7.345364722995101e-24,100.041976928711,0.0,279.577078501383,282.250281016032,1
2365,8,8.0,4,1,1,-141.757211182109,65.2007597444089,238,0.313403824626487,299.28276518554,-1203,-450,987,775,537,150,2000,2000,79,73,88,76,0.0,315.420013427734,75796.7109375,23.4799995422363,6.40000009536743,14495,14197,2004,6,11,0,1,0,-0.068449060122172,-1.65949122111003,94440.0836588542,0.0003846585750579,-0.0030191941186785,0.0,0.0,-7.27919033709973e-24,100.001286824544,0.0,277.735641479492,286.978785832723,0
2461,8,8.0,4,1,1,-145.0243,66.4599,142,0.106929743879842,353.058970638245,7509,2832,222,1561,143,484,1991,1826,139,93,143,97,0.0,349.519989013672,65208.37109375,23.0400009155273,0.779999971389771,14519,14210,2004,8,2,0,0,1,-1.14440834522247,0.805059432983398,99998.6495768229,5.66244125366211e-06,-0.0021635051816701,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,273.696917215983,285.547361373901,0
1310,8,8.0,4,1,1,-154.852547619048,64.7566547619048,78,0.178508064,56.24385594,6748,3825,506,2606,256,1164,2000,2000,213,133,221,137,0.0,370.709991455078,74945.2734375,28.0,8.64000034332275,15190,14346,2015,6,15,0,0,0,-1.0163072347641,1.19934423764547,101993.046386719,0.0003372430801391,-0.0037691313773393,0.0,0.0,-7.345364722995101e-24,100.018213907878,0.0,282.98283513387,292.660468419393,1
707,15,15.0,9,7,10,-161.8923,55.4057,2149,0.025017379,270.0,-186,-119,1749,1685,1698,716,1135,2096,227,274,231,271,3.35999989509583,95.6699981689453,52691.51171875,14.7600002288818,13.3400001525879,13753,13926,2007,8,17,0,0,1,0.954148372014364,-3.7042662302653,94512.8053385417,0.0149863958358765,-0.0006107036024332,0.0,0.0084375739097595,13.4482421875,180.694320678711,40.34375,282.406111399333,282.906307220459,1
57,8,8.0,4,1,1,-153.159166666667,64.5126666666667,144,0.086469813,212.2018539,5637,3131,565,2025,501,1602,2000,1809,137,90,141,92,0.0,262.910003662109,74479.3671875,17.2700004577637,5.94000005722046,14807,14073,2002,6,24,0,0,1,-1.18432609240214,0.582179387410482,97726.9860026042,0.0003702640533447,-0.0023585297167301,0.0,0.0,-7.27919033709973e-24,99.9999847412109,0.0,276.103617986043,285.593879063924,1
