,LC_Type1,LC_Type2,LC_Type3,LC_Type4,LC_Type5,avgLongitude,avgLatitude,Elevation,Slope,Aspect,NDVI,EVI,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b07,Clear_day_cov,Clear_night_cov,Albedo_BSA_nir,Albedo_BSA_shortwave,Albedo_WSA_nir,Albedo_WSA_shortwave,prcp,srad,dayl,tmax,tmin,LST_Day_1km,LST_Night_1km,Y,M,D,W,H,S,v_component_of_wind_10m,u_component_of_wind_10m,surface_pressure,runoff_sum,total_evaporation_sum,snowfall_sum,snowmelt_sum,snow_depth,snow_density,snow_cover,dewpoint_temperature_2m,temperature_2m,totalArea_km2
1278,8,8,4,1,1,-155.5614,65.05585,498,0.209083871,286.9059498,7286,4598,509,3243,191,588,2000,1963,180,109,190,115,0.0,330.339996337891,76239.390625,27.2600002288818,13.8800001144409,14907,14536,2015,6,21,1,0,1,0.577489336331685,0.723014831542969,97604.9912109375,0.0004626661539077,-0.0034364191815257,0.0,3.7252902984619103e-09,-7.345364722995101e-24,100.041976928711,0.0,287.033065795898,293.018042882284,4.2375242308517
613,8,8,4,1,1,-148.54064,64.41506,162,0.289804194,354.6681663,3936,938,342,786,134,1095,655,686,142,88,143,87,0.0,313.049987792969,73963.84375,23.0900001525879,11.1999998092651,15426,14238,2006,6,28,0,0,1,1.18107668558757,2.85755054155985,99000.650390625,0.0001101940870285,-0.0035128835588693,0.0,0.0,-7.345364722995101e-24,100.041976928711,0.0,281.615493138631,288.994885762533,1.53833659692646
39,9,9,4,1,1,-155.5748,63.6578833333333,335,0.362394425,261.6611345,5927,3241,618,2417,300,924,1140,4000,185,120,189,123,0.0,304.959991455078,72582.8671875,18.1800003051758,6.09000015258789,14689,13804,2002,6,23,1,0,1,0.463163177172343,1.71427853902181,97311.5047200521,0.0007091462612152,-0.0025113904848694,0.0,0.0,-7.27919033709973e-24,99.9999847412109,0.0,277.993111928304,288.135498046875,1.45277730458281
1773,8,8,4,4,4,-143.0181,67.3404625,277,0.262784129,159.922121,7055,3060,317,1836,177,522,1985,2000,160,100,165,103,0.0,257.869995117188,80030.59375,19.8999996185303,8.43000030517578,14924,14267,2019,7,11,0,0,1,-1.28916386763255,-3.46136240164439,97466.5436197917,9.99271869659424e-05,-0.0024622417986393,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,277.772435506185,291.072984059652,114.032989028665
1900,8,8,4,1,1,-150.8573,64.9415,79,0.250635495,22.31152803,4349,1462,204,518,850,1411,1972,2053,187,114,202,121,0.0,264.140014648438,75508.2421875,20.6399993896484,9.21000003814697,14905,14495,2021,6,27,1,0,1,0.508349100748698,1.46809450785319,99641.4285481771,0.0004428476095199,-0.0027809590101242,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,280.084753036499,289.150379816691,0.25
331,8,8,4,1,1,-148.49426,64.53648,129,0.289804194,354.6681663,7244,3497,330,2065,219,588,2000,3999,156,97,163,101,0.0,341.980010986328,69003.2421875,27.0699996948242,10.8199996948242,15020,14205,2004,7,17,1,0,1,1.51872762044271,-0.134342193603516,99011.2794596354,7.38054513931274e-05,-0.0028487034142017,0.0,0.0,-7.27919033709973e-24,100.000635782878,0.0,283.457903544108,295.012077967326,1.56644024861475
605,8,8,4,1,1,-148.9569,64.4609,129,0.289804194,354.6681663,6270,2669,403,1758,198,608,1942,1993,158,104,177,116,0.0,300.260009765625,72927.4609375,22.1399993896484,9.28999996185303,14330,13797,2006,6,8,0,0,0,2.58644739786784,0.798204024632772,99837.3889973958,2.23815441131592e-05,-0.0024179965257644,0.0,1.84774398803711e-06,-7.345364722995101e-24,175.148422241211,0.008056640625,273.484837214152,287.647542317708,0.25
408,7,7,2,1,5,-145.7993,65.0971,814,0.576566741,72.06930934,5554,2509,519,1816,268,1336,2043,689,225,141,230,144,0.0,260.910003662109,58946.05078125,21.7999992370605,8.53999996185303,14965,14391,2004,8,13,0,0,1,1.36221766471863,0.424543380737305,93251.0834960938,0.0004557818174362,-0.0021366421133279,0.0,0.0,-7.345364722995101e-24,100.031885782878,0.0,284.405139287313,288.573989868164,0.25
194,7,7,2,4,5,-142.3014,67.7937,344,0.120182732,156.5639508,4420,1224,366,946,173,991,2000,2000,188,122,200,130,0.0,296.820007324219,86400.0,24.5300006866455,10.0600004196167,15066,14304,2003,6,29,1,0,1,-0.0654334227244059,-1.04559771219889,96770.8595377604,3.82959842681885e-05,-0.0028151469305157,0.0,0.0,-7.27919033709973e-24,100.002588907878,0.0,281.234642028809,290.67379506429,0.25
1009,9,9,4,1,1,-145.2944,65.1092,895,0.576566741,72.06930934,7070,3894,446,2599,194,889,2517,1923,184,124,184,126,0.0,353.0,72020.953125,21.0900001525879,6.42999982833862,14962,14176,2011,5,31,0,0,0,0.996537685394287,1.0605297088623,92642.0159505208,0.0001538693904876,-0.0034608300775289,0.0,2.98023223876953e-08,-7.345364722995101e-24,207.517888387044,0.0,277.547865549723,289.197023391724,0.25
1727,8,8,4,1,1,-141.0612,63.0078,791,0.091497469,198.3927964,7484,3350,301,2092,71,675,1786,2116,134,86,134,90,0.0,365.970001220703,67925.7890625,20.2999992370605,3.82999992370605,15039,13830,2019,5,30,0,0,0,0.624223192532857,0.773422876993815,93267.6805013021,0.0002055466175079,-0.002156963571906,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,275.812901814779,286.08850924174,0.25
1790,8,8,4,1,1,-158.065175,64.1287,156,0.300730666,102.819691,6000,1315,199,796,86,847,2100,277,260,157,294,177,0.0,312.329986572266,69634.2421875,23.1399993896484,11.0699996948242,14907,14159,2019,7,14,1,0,1,1.38021127382914,0.0670346021652222,98976.6528320312,0.0011678040027618,-0.0028222743421793,0.0,3.7252902984619103e-09,-7.345364722995101e-24,100.028305053711,0.0,284.939660390218,290.821543375651,0.635669079012189
322,8,8,4,1,1,-145.186634027778,66.3496333333333,142,0.106929744,353.0589706,2429,654,497,816,216,1376,2000,1996,182,106,193,111,0.0,266.970001220703,75477.578125,27.1499996185303,13.539999961853,14999,14313,2004,7,11,1,0,1,0.997961004575094,3.21981811523438,99303.6064453125,1.43051147460938e-05,-0.0013721501454711,0.0,0.0,-7.27919033709973e-24,100.041976928711,0.0,280.230624516805,294.461891174316,98.7458374325413
1624,9,9,4,1,1,-145.5785,65.69935,458,0.576566741,72.06930934,4875,1297,318,923,157,825,2000,2000,173,108,184,115,0.0,323.630004882812,77707.78125,26.5200004577637,11.1099996566772,14717,14385,2017,6,29,0,0,1,0.652725021044413,0.0536848704020182,95506.0979817708,0.0001699328422546,-0.0026829671114683,0.0,0.0,-7.345364722995101e-24,100.034815470378,0.0,281.788554509481,291.229697545369,0.336932749056548
266,9,9,4,1,1,-143.5265,64.0304,1042,0.109866239,292.181672,7210,3612,355,2190,216,799,2000,304,152,96,153,97,0.0,371.220001220703,59677.8984375,29.3600006103516,2.94000005722046,14954,13968,2003,8,10,1,0,1,-0.304653763771057,1.20074844360352,90647.4202473958,0.0004254877567291,-0.002533464692533,0.0,0.0,-7.27919033709973e-24,99.9999847412109,0.0,277.853640238444,287.176538467407,0.25
1684,8,8,4,1,1,-150.35055,64.7277454545455,226,0.250635495,22.31152803,1450,1190,2952,3954,3443,427,979,1251,151,91,157,94,0.0,324.820007324219,64720.55078125,26.2900009155273,10.6999998092651,14874,14264,2018,7,30,0,0,1,1.24627832571665,0.769342422485352,100129.487304688,0.0002604722976684,-0.0019332878291606,0.0,3.7252902984619103e-09,-7.345364722995101e-24,100.040674845378,0.0,283.781874974569,294.481911977132,23.1386462753612
1498,8,8,4,1,1,-152.276,57.6193,53,0.025017379,270.0,6368,2530,359,1618,178,562,1129,43,150,92,151,93,0.0,207.649993896484,50323.80078125,17.4500007629395,12.4399995803833,14374,14201,2015,8,28,0,0,1,-7.18407249450684,6.41901270548503,100304.470703125,0.0005393028259277,-0.0027390345931053,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,274.883051554362,284.720537821452,0.25
1387,8,8,4,1,1,-154.504456666667,64.7714866666667,68,0.178508064,56.24385594,8811,4556,155,2453,23,730,1755,3003,191,119,202,126,0.0,297.0,74380.96875,22.0200004577637,9.40999984741211,14832,14092,2015,7,1,0,0,1,0.793674786885579,1.50164949893951,100897.715657552,0.0002902746200561,-0.0025862120091915,0.0,0.0,-7.345364722995101e-24,100.002263387044,0.0,282.689388910929,291.476687113444,52.0286968186003
67,7,7,2,1,5,-156.9396,67.203,75,0.692173099,268.9336764,4473,1156,336,880,151,1356,1996,1700,185,122,194,128,0.0,321.839996337891,74802.7265625,28.8099994659424,11.5799999237061,15223,14358,2002,7,18,0,0,1,-0.482686559359233,0.0029780069986979,97267.8416341146,0.0010986328125,-0.0032548224553465,0.0,0.0,-7.27919033709973e-24,100.041976928711,0.0,286.914628982544,291.137814839681,0.25
1029,8,8,4,1,1,-155.7603,66.6504,435,0.354126819,186.3899325,6238,2702,414,1787,209,719,1163,2000,130,87,135,91,1.9099999666214,231.479995727539,80936.890625,22.2999992370605,12.5100002288818,14767,14025,2012,6,8,0,0,0,-0.867533167203267,-0.809760411580404,97687.7019856771,0.0011126399040222,-0.0028619356453418,0.0,1.11758708953857e-07,-7.345364722995101e-24,343.078760782878,0.0,283.229922612508,290.775216420492,0.670321655804795
585,9,9,4,4,4,-141.3836,67.5371666666667,424,0.11018879,208.4614407,5437,2334,526,1780,201,877,1996,2000,157,113,155,111,5.92000007629395,163.050003051758,53340.1015625,14.0900001525879,2.29999995231628,14987,15463,2005,8,30,0,0,1,-0.743037263552348,-1.27785364786784,95293.3776041667,6.97225332260132e-05,-0.0009629167616367,0.0,0.0,-7.345364722995101e-24,100.065739949544,0.0,277.535296122233,283.281699498494,0.17002499874252
1050,8,8,4,1,1,-147.389666666667,64.6205833333333,161,0.267640389,346.948073,6818,3051,363,1919,180,783,1989,1999,202,129,202,129,0.0,316.880004882812,54854.0390625,22.3500003814697,1.46000003814697,14728,13770,2012,8,22,0,0,1,0.368790944417318,-0.925977071126302,99332.1796875,2.29775905609131e-05,-0.0014018025249242,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,278.120562235514,285.575807571411,4.06209697478653
1614,9,9,4,1,1,-144.7966,65.9531,266,0.30527467,71.14165227,7259,2726,254,1600,104,412,1999,4000,170,105,182,113,9.38000011444092,133.669998168945,75125.5,21.0,12.9499998092651,14523,14785,2017,7,10,0,0,1,-0.298413356145223,0.14508310953776,98547.7989908854,0.0001015067100524,-0.0026322156190872,0.0,3.7252902984619103e-09,-7.345364722995101e-24,100.034164428711,0.0,286.481395721436,292.374738057454,0.25
1556,9,9,4,1,1,-158.373875,62.133775,160,0.147301511,269.7995747,6909,3599,437,2391,192,675,1274,1098,169,105,181,112,0.0,341.609985351562,65824.796875,22.7800006866455,10.6099996566772,14620,14516,2016,7,16,1,0,1,0.288623174031576,2.03445053100586,100328.389485677,0.0008839666843414,-0.0033656489104032,0.0,0.0,-7.345364722995101e-24,100.011052449544,0.0,284.796217600505,291.079717000326,1.38717243826636
1811,15,15,9,7,10,-163.9659,54.7572666666667,2704,0.120182732,156.5639508,-1102,-1034,6252,5010,6422,675,786,115,347,491,385,541,0.0,733.820007324219,58472.76171875,10.960000038147,-10.3299999237061,13837,13337,2019,7,21,1,0,1,-0.807737350463867,1.18162576357524,95945.0553385417,0.0108910202980042,-0.0005168616771698,0.0,0.0104678012430668,25.75,254.501286824544,77.25,280.154114405314,282.693239212036,0.0516103585210885
2031,8,8,4,1,1,-154.1837,65.5477,381,0.145323734,240.7051535,7960,4087,272,2395,139,586,381,2000,175,107,185,113,6.23999977111816,233.889999389648,75209.7421875,24.9400005340576,11.1000003814697,14998,14373,2022,7,6,0,0,1,0.128488063812256,0.129585107167562,97160.2836914062,0.0009048879146575,-0.0027999710291624,0.0,0.0,-7.345364722995101e-24,100.041976928711,0.0,284.75380897522,290.917278925578,0.25
1680,8,8,4,1,1,-150.3708,64.7749,157,0.250635495,22.31152803,7745,3038,217,1708,99,482,2000,4000,131,81,136,84,0.0,345.450012207031,67914.28125,30.9400005340576,13.1099996566772,15487,14411,2018,7,22,1,0,1,0.112655401229858,-0.184173583984375,100597.692382812,0.0003192573785781,-0.003090476617217,0.0,0.0,-7.345364722995101e-24,100.012354532878,0.0,286.46484820048,295.996707280477,0.25
593,10,10,1,6,6,-153.38505,59.3575,215,0.377290521,176.0654931,219,357,9146,9556,7424,3783,696,446,348,322,258,249,0.0,130.789993286133,29805.2890625,0.409999996423721,-11.6800003051758,12498,13229,2006,2,8,0,0,3,-1.65509597460429,4.55077997843425,100066.696614583,0.0023262202739715,-0.0001730937510728,2.79024243354797e-06,0.0,0.617879231770833,206.013331095378,100.0,264.187835057576,268.780568440755,2.12827757642522
1304,8,8,4,1,1,-150.367673076923,65.1279961538462,137,0.134747444,142.5115701,6991,3555,398,2248,217,760,87,1989,211,130,223,138,0.0,320.980010986328,76421.203125,29.2900009155273,12.9399995803833,15183,14253,2015,6,22,0,0,1,-0.105804443359375,1.41741307576497,99291.1837565104,8.53240489959717e-05,-0.0027480004355311,0.0,0.0,-7.345364722995101e-24,100.041976928711,0.0,285.364510218302,295.56060218811,90.2249434589992
495,9,9,4,4,4,-152.42502,67.08644,605,0.252395584,125.2923598,6938,2686,302,1671,99,1046,2522,1999,180,108,193,116,0.0,302.690002441406,86400.0,25.1000003814697,6.40000009536743,14845,14196,2005,6,26,1,0,1,-0.689902226130168,-0.0015341440836588,96171.6295572917,0.0015377402305603,-0.003782844170928,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,280.047686258952,289.554627100627,1.6291085196417
1706,15,15,9,7,10,-159.383033333333,56.1902666666667,1805,0.281576737,79.8288452,-390,-362,5358,9988,7080,3747,1878,53,164,192,165,192,0.0,111.209999084473,33429.33984375,-2.57999992370605,-4.8600001335144,12598,13000,2018,10,25,0,0,2,-0.745207071304321,1.11352984110514,84511.5535481771,0.0040677189826965,-6.60289078950882e-05,0.0004192106425762,0.0,33.3330078125,299.999984741211,99.990234375,268.777287801107,269.537120183309,0.130535629967895
757,8,8,4,1,1,-150.5036,64.3363,125,0.250635495,22.31152803,4464,1261,372,972,175,905,1996,2000,165,108,183,118,0.0,405.760009765625,68791.7109375,26.8799991607666,6.01999998092651,14884,14343,2009,5,26,0,0,0,-0.404551784197489,0.865421295166016,99001.2265625,8.85277986526489e-05,-0.0028388211503624,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,275.57444190979,290.895323435466,0.25
1942,9,9,4,1,1,-142.0718,62.58175,700,0.240619272,40.13826206,4291,888,264,661,143,1074,1437,1997,124,87,127,89,0.0,380.390014648438,61710.28125,27.7999992370605,6.55999994277954,15035,14216,2021,8,1,1,0,1,0.0065871477127075,0.353034337361654,92899.0613606771,0.0013245791196823,-0.0030439011752605,0.0,0.0,-7.345364722995101e-24,100.003890991211,0.0,282.212450663249,291.637943267822,3.81959077782768
1262,9,9,4,1,1,-158.15428125,65.94105625,452,0.149722632,76.16156982,8121,4638,298,2875,103,645,2000,1653,204,122,217,131,0.0,286.600006103516,79683.40625,25.9400005340576,14.9499998092651,15238,14404,2015,6,21,1,0,1,0.134170651435852,1.00035858154297,99156.6162109375,0.000346690416336,-0.003805685788393,0.0,0.0,-7.345364722995101e-24,100.003239949544,0.0,287.692326863607,293.799618403117,7.37952514947077
1721,8,8,4,1,1,-141.065866666667,62.977,714,0.481182463,25.62659306,5540,2418,512,1784,228,933,2505,1832,138,87,139,87,0.0,351.850006103516,65909.7734375,20.8700008392334,4.26999998092651,14520,14142,2019,5,23,0,0,0,0.514484246571859,0.527949015299479,92981.3048502604,0.000209704041481,-0.0021346937865018,0.0,0.0,-7.345364722995101e-24,100.035466512044,0.0,278.88440767924,288.013687769572,0.178921919555478
1830,1,1,7,1,1,-150.4191,60.5936,116,0.655684095,271.1932281,3161,675,331,637,174,632,863,2571,134,88,159,103,0.0,437.049987792969,66660.3125,22.6800003051758,2.79999995231628,14603,14058,2019,6,10,0,0,0,-0.525157292683919,0.0045795440673828,100524.626139323,0.0013650506734848,-0.0031605307012796,0.0,0.0,-7.345364722995101e-24,100.041976928711,0.0,280.711345036825,285.898644129435,0.25
787,8,8,4,1,1,-141.5496,63.2816,789,0.091497469,198.3927964,5911,2393,408,1588,228,756,1868,271,107,72,108,73,0.0,406.380004882812,69146.1171875,25.8299999237061,3.76999998092651,15241,14102,2009,6,2,0,0,0,0.558057467142741,0.738059957822164,92770.3435872396,0.000131070613861,-0.0027501806616783,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,276.094364802043,288.615722020467,0.25
1601,8,8,4,1,1,-156.868,63.1428,395,0.194013138,269.5434873,7624,4375,345,2560,263,876,50,2000,173,107,173,108,0.0,364.630004882812,69652.8203125,23.8199996948242,9.80000019073486,14668,14178,2017,6,5,0,0,0,-0.953570445378621,-0.283742825190226,97107.3849283854,0.0002669394016265,-0.0024930760264396,0.0,0.0,-7.345364722995101e-24,100.088200887044,0.0,281.046929677327,289.283533096313,0.25
1650,8,8,4,1,1,-150.954,64.9004,160,0.250635495,22.31152803,5496,1283,245,843,89,583,1526,323,133,84,145,90,0.0,274.019989013672,75130.046875,16.0400009155273,4.55999994277954,14388,14128,2018,6,14,0,0,0,0.866542458534241,1.96870231628418,98597.4202473958,0.000517338514328,-0.0023857913911342,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,277.853865941366,286.538925806681,0.25
1797,7,7,2,1,5,-148.432794117647,66.8566647058824,706,0.266868065,102.6588706,6458,4255,728,3383,287,1156,2000,1236,208,130,208,130,0.0,284.170013427734,74351.46875,23.2399997711182,11.5100002288818,15083,14283,2019,7,17,0,0,1,0.538535038630168,0.769226272900899,95231.0069986979,0.0004966408014297,-0.0024453373625874,0.0,3.7252902984619103e-09,-7.345364722995101e-24,100.035466512044,0.0,284.49986076355,293.518694559733,1.64167785872974
1665,8,8,4,1,1,-150.540389583333,64.733021875,184,0.250635495,22.31152803,6641,2408,310,1536,89,360,2000,2000,133,90,142,96,0.0,347.059997558594,67825.03125,30.4500007629395,13.0699996948242,15291,14391,2018,7,22,1,0,1,0.208561976750692,0.0917867024739583,100077.942382812,0.0003869384527206,-0.0031155012547969,0.0,3.7252902984619103e-09,-7.345364722995101e-24,100.027002970378,0.0,286.524011611938,295.305219650269,131.688364895506
792,8,8,4,1,1,-151.127312888889,64.4709497777778,281,0.018956009,153.7696333,4810,1382,335,956,232,992,2000,2000,140,88,140,87,0.0,368.230010986328,73257.75,28.1700000762939,10.3800001144409,15146,14228,2009,7,3,0,1,1,-0.715336918830872,-1.44775390625,98897.2202148438,0.0002056062221527,-0.0037176609039306,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,280.512143452962,293.605168660482,554.192427275699
1526,9,9,4,1,1,-146.429822222222,66.9479,169,0.156772251,6.151312872,6601,2522,303,1480,218,557,233,4000,152,100,158,104,0.0,332.029998779297,75779.84375,32.7700004577637,14.5299997329712,15176,14402,2016,7,14,0,0,1,-0.144763668378194,1.18617184956868,99691.1246744792,2.86102294921875e-06,-0.003195758908987,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,285.355470657349,298.99110921224,5.99407275366866
1378,9,9,4,4,4,-144.8473,67.5007,696,0.281088874,160.1169337,7454,3532,313,2146,140,679,2000,1988,167,105,176,112,0.0,188.779998779297,86400.0,18.2900009155273,12.1800003051758,14947,14393,2015,6,26,0,0,1,1.57374771436055,1.7984790802002,93654.2473958333,0.0001269280910491,-0.0034603988751769,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,275.004451115926,293.607586542765,0.25
818,9,9,4,1,1,-150.83324,64.027,150,0.250635495,22.31152803,7165,3885,410,2483,214,682,939,699,205,127,231,141,0.0,306.619995117188,66808.046875,24.4200000762939,9.14999961853027,15019,14120,2009,7,22,0,0,1,1.43681446711222,-2.15786616007487,97425.6977539062,0.0002903640270233,-0.0031762477010488,0.0,0.0,-7.345364722995101e-24,100.037745157878,0.0,278.990987141927,291.804499308268,1.56423765282716
1239,7,7,2,4,5,-160.335563043478,61.3932608695652,30,0.05732,356.219286,4806,1501,410,1169,132,1121,1999,362,113,74,125,82,0.0,346.950012207031,68473.2734375,24.1200008392334,11.8900003433228,15564,14146,2015,6,20,1,0,0,2.39323008060455,0.746212005615234,101275.605794271,0.0004127025604248,-0.0031252056360244,0.0,0.0,-7.345364722995101e-24,100.003565470378,0.0,284.980197906494,293.973974863688,68.6060277927713
261,7,7,2,4,5,-147.493996969697,66.8268333333333,180,0.138743832,148.8747124,6654,3536,492,2449,209,999,535,1998,178,109,180,111,0.0,310.589996337891,63335.23828125,20.0499992370605,3.6800000667572,14500,13823,2003,8,8,0,0,1,-1.66950352986654,-0.231801986694336,99811.6956380208,7.94380903244019e-05,-0.0018619205802679,0.0,0.0,-7.27919033709973e-24,100.018539428711,0.0,273.293919881185,284.825864156087,11.5519433482078
572,9,9,4,1,4,-159.4399,62.116,21,0.052448045,270.0,8373,5243,287,3241,117,598,1717,1993,222,130,231,134,0.0,203.429992675781,55757.91015625,19.1599998474121,11.4300003051758,14765,14482,2005,8,17,0,0,1,1.18304761250814,-1.56284332275391,100528.836588542,0.0005121529102325,-0.001384412869811,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,282.874600728353,290.249371846517,0.25
1234,1,1,7,1,1,-144.851875,63.94026,360,0.985520459,86.61325342,7202,3335,309,1900,244,444,3983,2000,118,84,125,87,0.0,331.269989013672,72969.609375,26.0799999237061,10.1899995803833,14919,14685,2015,6,17,0,0,0,-0.15104079246521,1.73213132222493,96823.7828776042,0.0004343092441558,-0.003630643710494,0.0,2.23517417907715e-07,-7.345364722995101e-24,139.148422241211,0.0013020833333333,281.054743448893,290.837317784627,12.9970684334221
240,9,9,4,1,1,-147.3537,66.8214,233,0.138743832,148.8747124,6920,2934,310,1703,226,956,1982,2220,156,98,161,103,0.0,234.570007324219,75412.1796875,15.3299999237061,5.8600001335144,14676,14359,2003,7,15,0,0,1,1.57932444413503,3.79144732157389,97548.0646158854,8.08835029602051e-05,-0.0020058397203683,0.0,0.0,-7.27919033709973e-24,99.9999847412109,0.0,275.391179402669,287.210810343424,0.25
1087,7,7,2,4,5,-156.1483,69.0527,288,0.103222144,348.0719124,5881,3402,714,2753,274,1261,1988,1993,223,144,233,150,0.0,313.730010986328,86400.0,23.1900005340576,10.4499998092651,15067,14507,2013,6,20,0,0,0,1.33224244912465,-1.1873410542806,97310.3919270833,0.0001728534698486,-0.003938240930438,0.0,0.0,-7.345364722995101e-24,100.003239949544,0.0,286.742513020833,293.389537811279,0.25
