LC_Type1,LC_Type2,LC_Type3,LC_Type4,LC_Type5,avgLongitude,avgLatitude,Elevation,Slope,Aspect,NDVI,EVI,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b07,Clear_day_cov,Clear_night_cov,Albedo_BSA_nir,Albedo_BSA_shortwave,Albedo_WSA_nir,Albedo_WSA_shortwave,prcp,srad,dayl,tmax,tmin,LST_Day_1km,LST_Night_1km,Y,M,D,W,H,S,v_component_of_wind_10m,u_component_of_wind_10m,surface_pressure,runoff_sum,total_evaporation_sum,snowfall_sum,snowmelt_sum,snow_depth,snow_density,snow_cover,dewpoint_temperature_2m,temperature_2m,Duration
8,8,4,1,1,-146.196389473684,65.0699921052632,544,0.326864022,275.155241,-481,-165,838,1255,59,256,2000,3204,224,232,161,185,0,100.589996337891,31916.029296875,-4.40999984741211,-18.2999992370605,13097,12895,2002,2,23,1,0,3,-0.825059254964193,-1.89877490202586,94572.0782877604,0.000135943293571472,-3.45148146152496e-05,5.96046447753906e-08,0,0.3731689453125,155.961573282878,99.138671875,248.800894419352,255.058968861898,5
8,8,4,1,1,-149.0012,65.16,111,0.172770199,229.6704915,4170,1960,675,1641,1741,552,3972,2000,249,219,201,179,0,96.8300018310547,33120.30859375,-3.21000003814697,-11.4300003051758,13045,12795,2002,2,26,0,0,3,-2.38094011942546,-0.212956746419271,99406.9871419271,1.15334987640381e-05,-0.0002443827688694,0,0,0.284708658854167,156.250310262044,99.3203125,254.249033610026,258.917188008626,2
9,9,4,1,1,-155.834243478261,63.5834913043478,312,0.362394425,261.6611345,376,400,3567,3846,4560,223,2000,2000,316,333,302,325,0,130.029998779297,34237.2890625,0.759999990463257,-9.57999992370605,13431,12810,2002,2,27,0,0,3,1.51368049780528,-1.57043329874674,96985.3155924479,0.000406205654144287,-0.000241829082369804,4.76054847240448e-05,0,0.512369791666667,190.536443074544,99.841796875,265.422871907552,268.593589782715,4
9,9,4,1,1,-156.296554545455,63.7017545454545,129,0.194013138,269.5434873,949,1052,3604,4360,3668,418,2717,1997,318,328,285,309,0,127.860000610352,34190.4609375,0.920000016689301,-9.27999973297119,13445,12998,2002,2,27,0,0,3,1.02450406551361,-1.69209671020508,99523.2739257812,0.000413626432418823,-0.000209713354706764,7.47814774513245e-05,0,0.515340169270833,192.770818074544,100,266.385437011719,269.554690043132,3
9,9,4,1,1,-155.4808,63.6823,213,0.362394425,261.6611345,72,99,6040,6128,5816,334,2000,843,406,427,388,423,0,130.490005493164,34190.4609375,0.509999990463257,-10.4899997711182,13414,13281,2002,2,27,0,0,3,1.33330126603444,-1.41341018676758,98016.3989257812,0.000408351421356201,-0.000237388536334038,3.21827828884125e-05,0,0.495076497395833,187.560531616211,99.947265625,265.085225423177,268.20760345459,1
9,9,4,1,1,-155.55995,63.6376,257,0.362394425,261.6611345,385,361,2882,3113,2927,236,3637,2219,303,307,250,276,3.8199999332428,81.3600006103516,34604.23828125,0.150000005960464,-7.53000020980835,13240,13283,2002,2,28,0,0,3,0.0139156182607015,-2.40192413330078,97041.1453450521,0.00042136013507843,-0.000450029037892818,0.00189373269677162,0,0.4903564453125,193.255844116211,99.951171875,265.820906956991,270.016096750895,1
9,9,4,1,1,-156.332475,63.8799,79,0.194013138,269.5434873,391,449,4091,4424,3890,218,86,64,371,381,307,333,2.50999999046326,101.98999786377,34908.9296875,1.14999997615814,-10.0799999237061,13419,13023,2002,3,1,0,0,3,2.63756235440572,0.797337849934896,100117.0078125,0.00034196674823761,-0.000238392502069473,0.00332058221101761,0,0.530110677083333,196.860661824544,100,268.263438542684,270.372572580973,3
8,8,4,1,1,-152.52135,64.16155,235,0.110633504,234.2314531,1584,1650,3007,4139,3171,345,1967,2000,291,257,286,252,0,151.770004272461,38001.62109375,-4.07000017166138,-15.1300001144409,13239,13116,2002,3,9,1,0,3,-2.21679635842641,-3.09521802266439,98749.0890299479,0.000307723879814148,-0.000502843409776688,0,0,0.3375244140625,183.157211303711,99.62890625,257.239174524943,263.145245869954,3
8,8,4,1,1,-151.5008,64.24795,357,0.018956009,153.7696333,2080,1570,1713,2613,1534,353,1991,1990,186,145,178,141,0,190.050003051758,38779.01171875,-6.40000009536743,-21.4699993133545,13117,12826,2002,3,11,0,0,3,-2.59173266092936,-2.78065490722656,96432.2591145833,0.000206559896469116,-0.000430157408118248,0,0,0.324422200520833,188.207341512044,99.625,252.467985153198,259.201900482178,1
8,8,4,1,1,-150.4669,64.63875,172,0.250635495,22.31152803,1475,1172,1988,2676,2033,389,1731,1981,188,196,157,158,0,180.179992675781,38698.03125,-5.59000015258789,-20.3700008392334,13173,12741,2002,3,11,0,0,3,-2.22686449686686,-2.78431701660156,98208.42578125,0.000121712684631348,-0.000496511347591877,0,0,0.247477213541667,180.618799845378,99.986328125,252.616666793823,259.918778737386,1
9,9,4,1,1,-146.70395,65.1392,645,0.326864022,275.155241,1665,1128,1549,2168,1932,207,2497,1982,174,161,158,154,0,116.319999694824,38602.4609375,-9.63000011444092,-17.5499992370605,12977,12725,2002,3,11,0,0,3,-2.40988858540853,-3.25721740722656,93292.1341145833,0.000171035528182983,-0.000367014668881893,0,0,0.2769775390625,177.116195678711,99.84375,249.777229944865,256.871659596761,1
8,8,4,1,1,-153.0577,64.49325,319,0.086469813,212.2018539,1437,1191,2123,2836,1720,356,1991,2000,211,156,191,147,0,200.600006103516,38733.03125,-6.19000005722046,-20.8099994659424,13098,12744,2002,3,11,0,0,3,-1.82037035624186,-2.0120595296224,97622.55078125,0.000285029411315918,-0.000354127027094364,1.60187482833862e-07,0,0.367879231770833,194.384424845378,100,253.203011194865,259.033524831136,1
9,9,4,1,1,-156.2683,63.83025,97,0.194013138,269.5434873,283,415,6866,7267,6699,372,2000,1995,533,617,527,593,0,212.009994506836,39647.23828125,-7.01000022888184,-21.8899993896484,13010,12709,2002,3,13,0,0,3,-1.73806524276733,-2.02537409464518,100217.935221354,0.000367522239685059,-0.00032336451113224,0,0,0.458943684895833,223.855453491211,100,254.444218953451,259.451188405355,2
10,10,1,1,6,-155.398438461538,62.8356064102564,143,0.042854739,164.1324342,-132,-188,6695,6520,6438,561,2000,2000,428,492,417,481,0,154.009994506836,41312.98046875,3.98000001907349,-4.28999996185303,13526,13154,2002,3,17,1,0,3,-0.256600062052409,-1.25476296742757,99868.1181640625,0.000367805361747742,-0.000197773799300194,0.000585779547691345,0,0.443115234375,238.433904012044,100,270.480512619019,272.72846476237,9
8,8,4,1,1,-155.466661538462,62.6103179487179,390,0.042854739,164.1324342,1066,1113,3203,3968,2651,337,2467,2000,272,259,272,260,0,156.550003051758,41331.44140625,3.66000008583069,-4.17000007629395,13575,13036,2002,3,17,1,0,3,-0.118538538614909,-0.997072537740072,99092.2848307292,0.000395864248275757,-0.000131417997181416,0.000485964119434357,0,0.503865559895833,243.077458699544,100,270.648725509644,272.483266194661,9
9,9,4,1,1,-152.47640625,64.0654328125,239,0.110633504,234.2314531,58,83,6674,6752,4677,215,1966,2757,383,451,383,443,0,228.100006103516,41604.78125,3.95000004768372,-13.5500001907349,13373,12926,2002,3,18,0,0,3,-0.929590543111165,-1.08280928929647,98401.5322265625,0.000286951661109924,-0.000414480455219746,3.62880527973175e-05,0,0.292317708333333,195.041325887044,99.677734375,262.932926813761,266.831835428874,8
9,9,4,1,1,-155.930104109589,63.6253657534247,397,0.362394425,261.6611345,1174,1267,3350,4242,2973,485,2000,1976,293,282,295,284,0,249.839996337891,41636.75,3.51999998092651,-11.1400003433228,13588,13257,2002,3,18,0,0,3,0.360570589701335,-1.38790369033813,97449.6572265625,0.000355377793312073,-0.000248058699071407,6.70552253723145e-07,0,0.456868489583333,228.999659220378,99.984375,267.189925511678,269.91256459554,8
9,9,4,1,1,-154.272414285714,63.7164071428571,333,0.12413925,76.43679926,357,386,3670,3942,3958,343,2000,2000,272,265,251,255,0,237.449996948242,41628.8515625,4.5,-12.7399997711182,13478,13127,2002,3,18,0,0,3,-0.010319709777832,-1.25077803929647,96153.4905598958,0.000360354781150818,-0.000167748890817165,1.09151005744934e-05,0,0.467732747395833,212.030909220378,98.802734375,265.69130897522,268.144416809082,7
8,8,4,1,1,-151.500183333333,64.2021,279,0.018956009,153.7696333,1316,1238,2618,3412,4385,391,1686,1983,338,339,337,341,0,223.470001220703,41596.62109375,3.16000008583069,-13.7600002288818,13483,13170,2002,3,18,0,0,3,-1.71661853790283,-0.924239953358968,97792.3238932292,0.000200390815734863,-0.00038561224937439,2.63601541519165e-05,0,0.31591796875,193.845362345378,99.625,261.355127334595,265.89986928304,3
9,9,4,1,1,-156.437866666667,63.8139,61,0.194013138,269.5434873,617,762,4583,5186,4223,707,2000,2000,345,364,345,346,0,229.929992675781,41624.87890625,4.63000011444092,-11.0799999237061,13503,13338,2002,3,18,0,0,3,-0.219141324361165,-1.55963627497355,100573.865559896,0.000354677438735962,-0.000410319305956364,8.7544322013855e-07,0,0.4583740234375,234.437484741211,100,268.851872126261,271.559211730957,7
8,8,4,1,1,-150.653397326203,64.5486957219251,280,0.250635495,22.31152803,1020,1067,3228,3962,2718,292,1989,1985,213,198,211,197,0,233.179992675781,41978.71875,3.19000005722046,-14.9499998092651,12876,12718,2002,3,19,0,0,3,-1.00573285420736,-0.308167775472005,99890.8849283854,0.000142917037010193,-0.000258242711424828,0,0,0.261271158854167,190.103174845378,98.79296875,259.658718744914,265.122847874959,2
9,9,4,1,1,-157.38485,63.7668625,115,0.090002052,323.8272939,415,561,5655,6145,5018,361,2000,1981,405,464,405,468,0,198.25,42021.5390625,4.82000017166138,-5.76000022888184,13041,12651,2002,3,19,0,0,3,1.18306922912598,-0.964132944742839,101536.759928385,0.00031048059463501,-0.000255869701504707,0.000290017575025558,0,0.509765625,249.640284220378,100,271.315212885539,274.271529515584,5
8,8,4,1,1,-153.250958064516,64.4398129032258,255,0.086469813,212.2018539,767,800,3302,3851,3616,323,2095,2000,254,251,254,252,0,216.199996948242,41984.98828125,5,-9.14999961853027,12909,13141,2002,3,19,0,0,3,0.22087033589681,-0.935690561930339,100474.551595052,0.000308394432067871,-0.000293176621198654,8.34465026855469e-07,0,0.3837890625,205.648747762044,100,262.392198562622,266.864791234334,6
9,9,4,1,1,-156.183044444444,63.8019888888889,123,0.194013138,269.5434873,401,576,6486,7028,6575,368,2000,1980,493,560,488,553,0,204.199996948242,42018.55859375,5.46000003814697,-6.21000003814697,12946,12660,2002,3,19,0,0,3,1.24345334370931,-1.04185104370117,101120.259928385,0.000357970595359802,-0.000277793034911156,0.000143826007843018,0,0.442667643229167,237.705388387044,100,270.705919265747,273.868941624959,7
9,9,4,1,1,-156.38465,63.7384,64,0.194013138,269.5434873,527,590,3843,4271,5201,392,2000,3949,348,414,348,417,0,201.169998168945,42021.5390625,5.51000022888184,-6.17000007629395,13019,12662,2002,3,19,0,0,3,1.29118283589681,-0.957378387451172,101581.343261719,0.000368222594261169,-0.000272007659077644,0.000168245285749435,0.000127570703625679,0.434814453125,243.233708699544,100,271.018663406372,274.211633682251,1
8,8,4,1,1,-149.1408,65.21418,132,0.172770199,229.6704915,3669,1898,979,2114,406,421,1992,667,160,138,147,129,0,223.449996948242,42359.83984375,2.42000007629395,-14.2200002670288,12903,12724,2002,3,20,0,0,0,-1.4191453854243,-0.229899764060974,101017.416178385,3.39895486831665e-05,-0.000259492546319962,0,0,0.2200927734375,186.626612345378,91.5625,257.979456583659,263.701494852702,1
9,9,4,1,1,-156.651035714286,62.3682571428571,300,0.100215949,97.68241851,548,615,3850,4297,3610,360,2000,873,250,250,250,245,0,254.25,42829.578125,5.05999994277954,-7.26999998092651,13065,12828,2002,3,21,0,0,0,1.25644179185232,-0.527830759684245,98929.1354166667,0.00032690167427063,-0.000191528350114822,5.46574592590332e-05,0,0.635823567708333,272.878239949544,98.1015625,266.810047149658,269.573735555013,5
8,8,4,1,1,-155.7684,64.04056,133,0.090133156,68.36250382,809,960,4158,4890,3852,427,1977,2000,358,375,356,339,0,240.020004272461,43994.91015625,2.09999990463257,-11.3599996566772,12967,12733,2002,3,24,1,0,0,-0.225383083025614,-1.58997980753581,99254.025390625,0.000321328639984131,-0.000319380313158035,2.42888927459717e-06,0,0.403279622395833,246.837875366211,100,263.851033528646,267.51304880778,2
9,9,4,1,1,-154.667957142857,63.5182857142857,468,0.12413925,76.43679926,856,875,3159,3751,2568,263,2000,1778,275,270,261,255,0,247.570007324219,43977.0703125,2.04999995231628,-11.0699996948242,12954,12748,2002,3,24,1,0,0,0.0624180237452189,-1.36191177368164,95837.4837239583,0.000312402844429016,-0.000181348063051701,7.45058059692383e-09,0,0.443033854166667,238.632471720378,98.134765625,262.155639648438,265.564236958822,2
9,9,4,1,1,-155.5748,63.6578833333333,335,0.362394425,261.6611345,71,96,5833,5917,5322,395,2000,1059,471,537,471,545,0,211.779998779297,44374.640625,2.14000010490417,-7.96999979019165,13019,12655,2002,3,25,0,0,0,-0.492243965466817,-1.31190363566081,96905.302734375,0.000359997153282166,-0.000383912585675716,1.88015401363373e-05,0,0.397867838541667,248.349268595378,95.5546875,265.10179011027,268.715254465739,1
8,8,4,1,1,-150.2737,60.6329,137,0.655684095,271.1932281,1915,1512,1865,2749,2000,487,1975,595,256,279,256,283,0,110.190002441406,44232.9609375,2.58999991416931,-2.38000011444092,13599,13211,2002,3,25,0,0,0,-1.84160919984182,-1.08696873982747,97530.0110677083,0.000547856092453003,-1.85342505574226e-05,0.0076129212975502,0,1.31498209635417,343.973943074544,99.81640625,268.304670969645,270.555749257406,1
7,7,2,1,5,-155.3264,62.6333,170,0.042854739,164.1324342,37,52,6342,6390,5915,560,2000,2000,426,500,419,495,0,154.380004882812,41326.8515625,4.07999992370605,-4.1100001335144,13523,12785,2002,3,17,1,0,3,-0.0857830047607422,-0.982200304667155,98907.7848307292,0.000399425625801086,-0.000158471986651421,0.00055418536067009,0,0.491658528645833,243.055648803711,100,270.515424728394,272.488800048828,1
10,10,1,6,6,-155.4574,62.8465,137,0.042854739,164.1324342,-200,-281,6578,6320,4498,455,1958,1762,323,352,311,347,0,153.899993896484,41312.98046875,4.01999998092651,-4.23999977111816,13514,12753,2002,3,17,1,0,3,-0.253019332885742,-1.21842670440674,99864.9931640625,0.000369712710380554,-0.000179126858711243,0.000564973801374435,0,0.447998046875,237.829086303711,100,270.56002108256,272.675323486328,1
10,10,1,6,6,-155.4414,62.8535,138,0.042854739,164.1324342,-114,-165,6930,6773,5973,475,1963,638,456,520,446,514,0,153.889999389648,41312.98046875,4.01000022888184,-4.26000022888184,13523,12746,2002,3,17,1,0,3,-0.201993942260742,-1.31575743357341,99849.0348307292,0.000368371605873108,-0.000200618989765644,0.000701472163200378,0,0.432942708333333,234.308578491211,99.626953125,270.293663660685,272.584828694661,1
10,10,1,6,6,-155.4225,62.8505,139,0.042854739,164.1324342,-79,-109,6233,6135,5805,541,1963,638,444,505,432,498,0,154.020004272461,41312.98046875,3.97000002861023,-4.28999996185303,13523,12746,2002,3,17,1,0,3,-0.201993942260742,-1.31575743357341,99849.0348307292,0.000368371605873108,-0.000200618989765644,0.000701472163200378,0,0.432942708333333,234.308578491211,99.626953125,270.293663660685,272.584828694661,1
9,9,4,1,1,-155.436966666667,62.8592666666667,131,0.042854739,164.1324342,39,49,5042,5082,3141,416,2000,376,303,326,266,297,0,153.380004882812,41308.3203125,4.01000022888184,-4.28000020980835,13525,12707,2002,3,17,1,0,3,-0.201993942260742,-1.31575743357341,99849.0348307292,0.000368371605873108,-0.000200618989765644,0.000701472163200378,0,0.432942708333333,234.308578491211,99.626953125,270.293663660685,272.584828694661,1
10,10,1,6,6,-155.458633333333,62.8468111111111,137,0.042854739,164.1324342,-200,-281,6578,6320,4498,455,1958,1762,323,352,311,347,0,153.899993896484,41312.98046875,4.01999998092651,-4.23999977111816,13514,12753,2002,3,17,1,0,3,-0.253019332885742,-1.21842670440674,99864.9931640625,0.000369712710380554,-0.000179126858711243,0.000564973801374435,0,0.447998046875,237.829086303711,100,270.56002108256,272.675323486328,1
7,7,4,1,1,-156.2331,63.80895,89,0.194013138,269.5434873,44,62,6506,6564,6139,355,782,2000,492,568,488,558,0,148.229995727539,41231.1796875,3.08999991416931,-4.82999992370605,13592,13299,2002,3,17,1,0,3,1.21731758117676,-1.69856993357341,99943.8264973958,0.000361919403076172,-0.000306105241179466,0.00110938772559166,0,0.471150716145833,224.414698282878,100,269.828738530477,273.071156819661,1
8,8,4,1,1,-153.13365,64.5188,172,0.086469813,212.2018539,1248,1205,2754,3540,3052,391,2467,2000,291,288,292,288,0,296.010009765625,47677.69140625,2.45000004768372,-17.75,13476,12755,2002,4,2,0,0,0,-0.202215830485026,0.389276504516602,100722.825195312,0.000259608030319214,-0.000364687293767929,1.8831342458725e-05,0,0.317586263020833,219.790023803711,100,258.207897186279,264.977263768514,1
8,8,4,1,1,-150.608785714286,64.63375,219,0.250635495,22.31152803,-55,-62,4051,4006,3719,360,1981,2000,348,403,347,401,0,287.859985351562,48110.7109375,0.170000001788139,-18.5499992370605,13405,12816,2002,4,3,0,0,0,-1.3237136999766,-0.387081146240234,101227.973795573,0.000134065747261047,-0.000532908365130424,0,0,0.207234700520833,197.641586303711,99.990234375,259.206904729207,264.666763941447,1
8,8,4,1,1,-155.10772,62.94586,141,0.042854739,164.1324342,985,787,2117,2580,2008,289,1966,1992,177,163,177,163,0,319.890014648438,47749.05859375,2.71000003814697,-16.3600006103516,13593,13121,2002,4,3,0,0,0,-1.78115185101827,-1.31353378295898,101994.848795573,0.000346466898918152,-0.000587835907936096,0,0,0.359781901041667,269.403956095378,99.21875,262.893102645874,268.160416285197,1
8,8,4,1,1,-155.3181,62.9051,147,0.042854739,164.1324342,849,708,2290,2715,2702,257,1999,2000,213,208,213,210,0,319.200012207031,47737.76171875,2.65000009536743,-15.8900003433228,13564,13069,2002,4,3,0,0,0,-1.8148025671641,-1.15651067097982,101924.89046224,0.000334292650222778,-0.000594563782215118,0,0,0.359903971354167,266.852198282878,99.591796875,262.900019963582,268.19150352478,1
7,7,2,1,5,-163.511766666667,61.3242333333333,9,0.024602644,260.9626401,-483,-750,8577,7786,8912,322,2000,1993,595,748,594,747,0,282.570007324219,47448.48046875,0.959999978542328,-6.84000015258789,13404,13095,2002,4,3,0,0,0,-4.52228140830994,-4.98162460327148,103627.682128906,0.000219717621803284,-0.000501448288559914,0,0,0.461751302083333,315.512029012044,99.275390625,264.936722437541,268.508967717489,3
9,9,4,1,1,-155.6977,64.0659,113,0.090133156,68.36250382,236,337,6478,6792,4905,376,2153,2000,419,426,418,423,0,298.149993896484,47985.12109375,1.05999994277954,-15.7799997329712,13442,12953,2002,4,3,0,0,0,-1.57696890830994,-0.956417083740234,101591.182128906,0.000305861234664917,-0.000482231378555298,1.45286321640015e-07,0,0.404093424479167,250.862289428711,100,263.454707463582,267.986750920614,1
9,9,4,1,1,-155.654633333333,63.7039333333333,455,0.362394425,261.6611345,306,428,6132,6520,4119,595,2000,2000,363,373,365,374,0,325.850006103516,47900.2890625,0.730000019073486,-15.5500001907349,13451,13051,2002,4,3,0,0,0,-1.58644970258077,-1.01238632202148,100441.432128906,0.000347450375556946,-0.000406457111239433,1.11758708953857e-08,0,0.413533528645833,250.355453491211,93.22265625,261.564001083374,265.722021102905,1
8,8,4,1,1,-150.2802,64.58,165,0.250635495,22.31152803,548,605,3741,4175,3343,488,2000,2124,287,282,283,281,0,289.850006103516,48097.91015625,0.879999995231628,-18.5799999237061,13465,12924,2002,4,3,0,0,0,-1.22414501508077,-0.528540293375651,102055.848795573,7.66217708587646e-05,-0.000468820333480835,0,0,0.186686197916667,194.715154012044,100,258.680049260457,264.020360946655,1
9,9,4,1,1,-155.185,62.8671,136,0.042854739,164.1324342,63,72,4145,4198,3943,299,1965,2000,335,358,333,356,0,326.269989013672,47359.75,2.36999988555908,-18.1700000762939,13375,12660,2002,4,2,0,0,0,-1.15086491902669,-0.736049016316732,102052.075195312,0.000341996550559998,-0.00055292434990406,0,0,0.363362630208333,266.790023803711,99.439453125,259.220104217529,265.266489028931,1
8,8,4,1,1,-153.159166666667,64.5126666666667,144,0.086469813,212.2018539,1172,1088,2609,3302,2472,454,1964,1987,205,191,207,193,0,294.980010986328,47666.078125,2.48000001907349,-17.7600002288818,13459,12689,2002,4,2,0,0,0,-0.145534515380859,0.398635228474935,101218.033528646,0.000259637832641602,-0.000359246507287025,1.86152756214142e-05,0,0.324422200520833,221.946924845378,100,258.282360076904,265.084278742472,1
9,9,4,1,1,-155.1878,62.87725,137,0.042854739,164.1324342,463,500,3624,3976,3540,383,2699,2000,336,378,336,380,0,326.179992675781,47359.75,2.38000011444092,-18.2000007629395,13369,12716,2002,4,2,0,0,0,-1.15086491902669,-0.736049016316732,102052.075195312,0.000341996550559998,-0.00055292434990406,0,0,0.363362630208333,266.790023803711,99.439453125,259.220104217529,265.266489028931,1
8,8,4,1,1,-144.3213,67.3613666666667,327,0.281088874,160.1169337,1878,1700,2305,3371,2197,431,1992,2000,294,284,296,286,0,235.490005493164,52538.91015625,-8.71000003814697,-21.2299995422363,13059,12376,2002,4,11,0,0,0,-0.733629782994588,-1.26169586181641,96890.8878580729,4.76986169815063e-05,-0.000432595610618591,0.00102811306715012,0,0.205240885416667,191.589828491211,99.974609375,255.932750066121,261.080537160238,2
8,8,4,1,1,-150.717576470588,64.4463852941176,241,0.250635495,22.31152803,6083,2520,376,1544,295,555,3932,1918,299,294,300,296,2.94000005722046,150.910003662109,54147.7890625,3.38000011444092,-5.09999990463257,13738,12732,2002,4,18,0,0,0,0.562610705693563,-0.0967350006103516,98424.2916666667,0.0013224184513092,-0.000442459248006344,0.00315100699663162,0.000830706208944321,0.210652669270833,202.202458699544,96.763671875,270.98809115092,274.638910929362,8
8,8,4,1,1,-154.369717647059,63.1750117647059,135,0.12413925,76.43679926,1902,1141,1279,1880,1978,276,1982,2000,286,289,286,289,7.76000022888184,116.080001831055,53525.921875,1.0900000333786,-4.96000003814697,13603,13189,2002,4,18,0,0,0,0.694812854131063,0.354681015014648,98910.1666666667,0.000356376171112061,-0.000276327133178711,0.0136332586407661,0.000279240310192108,0.386555989583333,246.745101928711,99.994140625,272.078585942586,273.965001424154,8
9,9,4,1,1,-156.51009,62.04199,220,0.100215949,97.68241851,-32,-40,5088,5055,5073,341,1981,150,334,364,338,367,3.95000004768372,186.490005493164,53369.6015625,1.95000004768372,-5.71000003814697,13619,12993,2002,4,19,0,0,0,-0.00636335213979085,0.0366477966308594,98723.5393880208,0.000344961881637573,-0.000366427935659885,0.0035247877240181,0,0.717081705729167,276.166651407878,99.98046875,268.754189809163,270.909470876058,1
