,LC_Type1,LC_Type2,LC_Type3,LC_Type4,LC_Type5,avgLongitude,avgLatitude,Elevation,Slope,Aspect,NDVI,EVI,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b07,Clear_day_cov,Clear_night_cov,Albedo_BSA_nir,Albedo_BSA_shortwave,Albedo_WSA_nir,Albedo_WSA_shortwave,prcp,srad,dayl,tmax,tmin,LST_Day_1km,LST_Night_1km,Y,M,D,W,H,S,v_component_of_wind_10m,u_component_of_wind_10m,surface_pressure,runoff_sum,total_evaporation_sum,snowfall_sum,snowmelt_sum,snow_depth,snow_density,snow_cover,dewpoint_temperature_2m,temperature_2m,totalArea_km2
692,7,7,2,4,5,-150.7511,69.1064,244,0.22690227,349.1611094,5257,3052,754,2426,434,1053,1994,2000,619,780,621,781,0.0,320.010009765625,73506.1328125,0.230000004172325,-9.67000007629395,13185,12614,2007,5,15,0,0,0,-0.524906913439433,-2.20475578308105,99438.9225260417,6.07967376708984e-06,-0.0002486370503902,2.49594449996948e-07,0.0,0.438435872395833,228.990870157878,99.998046875,258.297706604004,261.968130111694,0.25
788,8,8,4,1,1,-141.5189,63.2792,810,0.091497469,198.3927964,2092,1697,1899,2904,1905,347,1957,2000,268,254,264,256,0.0,190.850006103516,36273.421875,-13.0100002288818,-28.5200004577637,12688,12430,2009,3,4,0,0,3,-0.0369776089986165,0.838123957316081,91678.0245768229,0.0001505315303802,6.74091279506683e-06,0.0004159547388553,0.0,0.50048828125,164.405258178711,99.35546875,250.372165044149,253.863114039103,0.25
366,9,9,4,1,1,-145.849003571429,67.2093428571428,277,0.284411388,176.6073941,5338,2266,495,1629,279,746,1913,3139,150,104,155,106,0.0,248.070007324219,65585.5703125,1.67999994754791,-6.76000022888184,13589,13302,2004,5,7,0,0,0,-1.03713734944661,-1.64046923319499,98244.3414713542,1.84625387191772e-05,-0.0005357544869184,0.0037498138844966,0.0,0.0286051432291667,165.261377970378,28.0361328125,264.934116363525,272.734382629395,17.0312641523733
909,7,7,2,4,5,-162.522085714286,65.7477714285714,177,0.066475835,270.0,-338,-549,9536,8911,9277,532,2000,1998,681,826,665,816,0.0,211.350006103516,45349.7890625,-14.2399997711182,-23.2800006866455,12626,12599,2010,3,27,1,0,0,-3.8896556297938,1.16307767232259,97186.0895182292,5.77270984649658e-05,-0.0002533551305532,7.42748379707336e-05,0.0,0.5068359375,194.301417032878,100.0,252.398547490438,256.083316802979,2.19275643709557
109,7,7,2,1,5,-159.66644,68.15751,228,0.171361097,81.35298625,5482,2990,660,2262,377,1314,1999,2000,564,744,565,744,0.0,295.670013427734,64770.30859375,-5.19000005722046,-12.4499998092651,13439,13075,2002,5,4,1,0,0,-0.385070164998372,-0.968314488728841,97930.6149088542,2.97129154205322e-05,-0.0006039831787347,1.04308128356934e-07,0.0,0.690348307291667,238.249008178711,99.548828125,260.821517944336,265.847008387248,12.3161387343263
1905,8,8,4,1,1,-152.997675,63.8757,487,0.274062199,331.2914229,1057,787,2578,3188,3150,227,1994,1371,268,285,270,287,8.47999954223633,239.320007324219,47936.33984375,1.82000005245209,-13.2799997329712,13066,12718,2021,4,3,1,0,0,2.13142132759094,1.21413930257161,96576.2819010417,0.0003172755241394,0.0001290664076805,0.01068514585495,0.0,0.752156575520833,210.439437866211,99.986328125,264.076063791911,266.235785802205,2.15898585865239
527,8,8,4,1,1,-141.585356122449,64.714493877551,910,0.193440711,87.7864654,718,555,1938,2238,1383,411,2000,2000,286,327,291,332,0.0,366.25,56359.828125,14.3199996948242,-1.5,13862,13740,2005,4,23,1,0,0,1.73500299453735,0.611547470092773,89874.6041666667,0.0005572289228439,-0.0004621539264917,0.0,0.0073258131742477,0.490315755208333,296.450831095378,98.529296875,270.022162119548,274.91276995341,117.270832751563
1299,7,7,2,4,5,-159.8267,60.26025,474,0.146493994,300.1974842,-24,-36,7402,7366,5018,523,3077,1926,388,428,389,428,0.0,234.360000610352,43877.390625,3.29999995231628,-3.24000000953674,13910,13438,2015,3,24,0,0,0,0.448905229568481,-2.7884464263916,94400.9713541667,0.0003900825977325,-3.3356249332428e-05,0.0001999214291572,0.0,1.07731119791667,307.848292032878,100.0,268.29976717631,270.000644048055,1.53588764670725
862,8,8,4,1,1,-152.6442,64.1842,327,0.110633504,234.2314531,1816,1599,2226,3214,3115,293,2000,2871,284,289,269,273,0.0,135.589996337891,34376.05078125,-15.8400001525879,-27.9599990844727,12757,12054,2010,2,28,1,0,3,-1.64839323361715,-0.322347640991211,96337.4186197917,0.0002085864543914,-7.59605318307877e-05,2.84984707832336e-05,0.0,0.320271809895833,182.641586303711,99.9609375,246.070876439412,249.683036168416,1.40198836643565
1705,15,15,9,7,10,-159.3956,56.1914,1782,0.281576737,79.8288452,-1142,-1116,7159,5691,6931,496,2000,2000,428,630,428,630,9.60999965667725,50.8800010681152,58819.2890625,2.14000010490417,2.14000010490417,13890,13601,2018,7,24,0,0,1,-0.182735085487366,-1.24565188090007,86754.2573242188,0.0193577110767365,7.41742551326752e-05,0.0,0.0142151303589344,33.3330078125,299.999984741211,99.990234375,279.19815381368,279.990928014119,0.25
879,8,8,4,4,4,-158.3225,60.9667,261,0.13401188,84.59462019,906,988,3518,4219,3897,515,641,580,409,407,349,366,2.28999996185303,144.429992675781,36577.94921875,-7.07000017166138,-16.9599990844727,12512,13023,2010,3,3,0,0,3,-0.950892885526021,-0.714019775390625,93423.6881510417,0.0004805028438568,1.38953328132629e-05,0.0032238513231277,0.0,0.88232421875,252.911768595378,100.0,260.309096018473,261.860212961833,0.25
921,8,8,4,1,1,-156.1261,66.5523,356,0.18748437,169.2750218,454,571,4826,5286,3020,409,1984,2000,307,319,308,321,0.0,282.850006103516,49464.75,1.88999998569489,-12.8699998855591,13566,13222,2010,4,5,0,0,0,-0.445533315340678,-1.34573300679525,95357.8157552083,0.0001697540283203,-0.0003512129187583,0.0,0.0,0.519856770833333,210.234359741211,99.9921875,260.792072296143,266.109132130941,0.25
1395,8,8,4,1,1,-152.978893333333,64.4382266666667,337,0.110633504,234.2314531,1920,1211,1363,2011,1783,333,2921,1542,184,164,182,164,0.0,173.910003662109,49681.87890625,4.01999998092651,-3.5699999332428,13729,13349,2015,4,7,0,0,0,-1.33311613400777,-2.10584938526154,95650.2849934896,0.0002807080745697,-0.000662500038743,0.0009679123759269,0.0,0.231892903645833,240.059880574544,100.0,268.257894515991,272.838050206502,14.2235204373692
63,9,9,4,1,1,-158.89193,62.39066,83,0.147301511,269.7995747,-415,-591,6879,6330,6655,295,1912,2000,452,548,453,549,4.26000022888184,225.770004272461,53525.8984375,0.980000019073486,-8.21000003814697,13139,13412,2002,4,19,0,0,0,0.544539968172709,-0.478814442952474,99828.1227213542,0.0001589059829711,-0.0003394437953829,0.0025355629622936,0.0,0.488199869791667,304.075831095378,99.728515625,266.144407908122,269.213751475016,2.05221296355069
1040,8,8,4,1,1,-142.60316,65.16852,431,0.183641204,312.7669086,2312,1686,1582,2534,1868,302,3196,1977,334,310,317,299,0.0,270.350006103516,44455.8203125,-3.49000000953674,-20.7000007629395,12836,12885,2012,3,24,1,0,0,0.355813026428223,-0.230267842610677,94656.9331054688,0.0001369267702102,-6.43953680992126e-05,0.0003694295883178,0.0,0.5672607421875,168.363265991211,99.990234375,256.632107416789,260.874645233154,7.06796764617638
1824,8,8,4,1,1,-153.40905,65.26055,575,0.099193804,257.7030345,-80,-75,5202,5119,3865,845,906,3981,438,504,438,507,0.0,424.190002441406,60151.25,14.0500001907349,0.819999992847443,13605,13692,2019,5,1,0,0,0,-0.816077868143717,-0.0408242543538411,97389.7556966146,0.0028851181268692,-0.0002277977764606,0.0,0.0134840272367001,0.475545247395833,332.757797241211,100.0,271.323394139608,278.490803400675,0.144890430070379
1547,7,7,2,1,5,-154.659566666667,65.3165666666667,279,0.145323734,240.7051535,4896,2378,715,2087,261,1229,2000,1988,470,594,469,594,0.0,329.649993896484,54214.80078125,4.6399998664856,-9.39000034332275,13719,13157,2016,4,16,1,0,0,-0.455502192179362,-1.06701020399729,97647.7088216146,0.000363290309906,-0.0004758555442094,4.39584255218506e-07,0.0,0.50146484375,274.861963907878,100.0,264.878554026286,268.980884552002,1.48798900240331
1061,7,7,2,1,5,-147.4973,64.6421,153,0.267640389,346.948073,7754,3873,282,2230,180,757,1966,2989,190,116,209,127,0.0,364.649993896484,75011.5390625,27.4599990844727,10.2700004577637,15086,14332,2012,6,19,0,0,0,0.532591025034587,1.07572301228841,98935.9488932292,8.24034214019775e-06,-0.0039039850234985,0.0,0.0,-7.345364722995101e-24,99.9999847412109,0.0,280.006765365601,291.814339319865,0.25
2028,9,9,4,1,1,-152.939975,66.837475,487,0.093323356,186.3599191,366,312,3820,4111,4748,254,2000,2429,371,424,371,421,0.0,265.320007324219,50009.328125,-3.58999991416931,-16.5,13407,12959,2022,4,6,0,0,0,-0.58563752969106,-1.79052225748698,95109.2657877604,0.0003301501274108,-0.0001708846539258,0.0010985843837261,0.0,0.802978515625,275.976872762044,100.0,256.932284037272,261.344942728678,0.252996613759137
1659,8,8,4,1,1,-142.086402777778,66.8629916666667,442,0.095117957,302.616314,486,443,4423,4875,4391,384,1951,2000,303,311,304,313,0.0,265.769989013672,49571.01953125,-6.82000017166138,-20.2900009155273,13219,12559,2018,4,5,0,0,0,-0.914312442143758,-2.8854699532191,97417.9249674479,0.000114768743515,-0.0003536026924848,0.0,0.0,0.484090169270833,235.711573282878,99.951171875,252.650004704793,258.270251592,34.0021714818977
2010,8,8,4,1,1,-145.962858585859,64.6764616161616,727,0.400005572,334.3824444,899,770,3551,4253,4151,470,1992,2000,311,305,313,310,0.0,239.690002441406,47291.51953125,-8.15999984741211,-17.3799991607666,13321,12922,2022,4,1,0,0,0,-1.76706107457479,-2.87380154927572,94404.7176106771,0.0002923011779785,-0.000570023432374,0.0,0.0,0.832600911458333,290.641586303711,100.0,253.723597844442,260.576047261556,38.4530316856158
1200,8,8,4,1,1,-150.9569,60.4057,149,0.655684095,271.1932281,2140,1613,1696,2620,1747,365,1990,841,156,159,136,147,1.8400000333786,113.449996948242,32715.060546875,-4.26000022888184,-11.7600002288818,13409,13091,2014,2,19,0,0,3,1.8209502696991,-0.31201426188151,97500.7194010417,0.0008050352334976,3.28356400132179e-05,0.0003996342420578,0.0,0.544230143229167,259.930323282878,98.640625,260.167739868164,262.956447601318,0.25
411,9,9,4,1,5,-144.379766666667,65.9029111111111,177,0.30527467,71.14165227,5967,2600,449,1778,226,1044,1984,2000,160,108,169,113,0.0,303.940002441406,68326.90625,19.1000003814697,7.34999990463257,14657,13971,2004,5,17,0,0,0,1.54983087380727,2.29135767618815,98302.9627278646,6.55949115753174e-05,-0.0015768241137266,0.0,2.10851430892944e-06,-7.27919033709973e-24,154.874984741211,0.00927734375,275.271847407023,287.52078183492,2.84325536028723
1368,8,8,4,1,1,-157.494284210526,64.3232789473684,405,0.058661544,271.258291,449,504,3886,4252,3776,227,2167,2000,330,347,318,334,0.0,209.880004882812,45213.5703125,1.99000000953674,-8.53999996185303,13623,13171,2015,3,27,0,0,0,-1.49652508894602,-0.372602462768555,95773.0841471354,0.000323548913002,-0.0003115972504019,0.0005422979593276,0.0,0.604573567708333,254.766911824544,100.0,265.113572438558,268.292832692464,22.4882849230057
427,8,8,4,1,1,-141.316814285714,65.2016714285714,592,0.313403825,299.2827652,7535,3842,320,2277,195,605,2000,1983,142,92,146,93,0.0,280.170013427734,69251.7578125,12.6899995803833,3.79999995231628,14797,13962,2004,5,22,1,0,0,0.141933719317118,-0.634393056233724,93925.3946940104,0.0003808140754699,-0.001227343454957,0.0,4.95053827762604e-05,-7.27919033709973e-24,287.329411824544,0.33740234375,274.030482610067,280.791521708171,5.57006928157523
1857,15,15,9,7,10,-163.9824,54.762,2087,0.871625867,103.6246459,-779,-678,4836,4137,4283,1549,1063,82,186,275,213,310,0.0,84.0500030517578,55815.62109375,15.8699998855591,15.3000001907349,13839,13828,2019,8,3,1,0,1,3.15160576502482,-0.54247792561849,95832.1656901042,0.0175446271896362,-0.0002357214689254,0.0,0.017282210290432,25.75,254.509750366211,77.25,282.445634206136,283.300532658895,0.25
782,8,8,4,1,1,-141.5248,63.2874,849,0.091497469,198.3927964,1043,902,2370,2922,2382,408,2000,2000,261,250,262,249,0.0,192.490005493164,36273.421875,-13.0900001525879,-28.5,12672,12493,2009,3,4,0,0,3,-0.0369776089986165,0.838123957316081,91678.0245768229,0.0001505315303802,6.74091279506683e-06,0.0004159547388553,0.0,0.50048828125,164.405258178711,99.35546875,250.372165044149,253.863114039103,0.25
393,8,8,4,1,1,-145.3493,67.1400272727273,213,0.284411388,176.6073941,6668,2408,289,1446,156,530,2043,2000,119,83,124,86,11.6499996185303,259.230010986328,67445.859375,13.6199998855591,0.370000004768372,14311,13747,2004,5,11,0,0,0,-0.103095928827922,0.909495035807292,99828.7648111979,2.09808349609375e-05,-0.0006309766322374,0.0,0.0011350624263286,0.0110677083333333,151.642562866211,11.49853515625,272.927927652995,279.05469195048,3.30939412952011
1102,9,9,4,1,1,-155.61942,61.81542,172,0.163183163,275.163166,227,274,4552,4764,4466,469,3896,2000,394,425,386,419,0.0,313.200012207031,44644.25,-13.7700004577637,-32.2099990844727,12690,12080,2013,3,26,0,0,0,0.131960829099019,1.23956362406413,98922.5319010417,0.0003637373447418,-0.0001357439905405,0.0001226402819156,0.0,0.744140625,239.558904012044,100.0,245.641761779785,250.00899887085,2.93879209647571
1735,8,8,4,1,1,-142.018229850746,66.088071641791,320,0.095117957,302.616314,2104,1174,1349,2068,1651,192,2000,2000,250,219,222,200,0.0,214.690002441406,42762.5703125,6.8600001335144,-6.98000001907349,13784,13310,2019,3,21,0,0,0,0.298865874608358,-0.567287445068359,96413.1953125,0.0003009140491485,-0.0002308320254087,0.0,0.0012350976467132,0.27734375,225.236638387044,99.919921875,270.535899480184,273.486668904622,515.204483532845
743,8,8,4,1,1,-143.5086,66.8978,166,0.050132769,297.2180506,6544,3241,447,2140,235,769,2000,1991,166,106,174,112,0.0,304.059997558594,82751.9296875,23.2099990844727,7.32999992370605,14404,14245,2008,6,8,1,0,0,0.15168833732605,-0.398155212402344,98717.4171549479,2.03400850296021e-05,-0.0024175606667995,0.0,0.0,-7.345364722995101e-24,100.035466512044,0.0,282.063521703084,289.160113652547,0.25
942,8,8,4,1,1,-143.341915384615,66.3768153846154,174,0.050132769,297.2180506,4068,1386,492,1167,260,1160,1981,3246,136,95,140,98,0.0,280.0,63033.1796875,13.0,-0.870000004768372,14277,13611,2010,5,5,0,0,0,-0.320889075597127,0.416611989339193,99992.0577799479,3.05473804473877e-06,-0.0013277418911457,3.65078449249268e-06,1.45658850669861e-06,-7.345364722995101e-24,133.304997762044,0.005615234375,271.040548324585,279.635300954183,15.5007172890182
1274,8,8,4,1,1,-146.7883,65.0098,699,0.326864022,275.155241,498,458,2766,3056,2317,281,1972,3967,163,157,158,156,0.0,247.119995117188,43615.01171875,2.19000005722046,-10.1599998474121,13530,13305,2015,3,23,0,0,0,-0.31506601969401,-0.120154062906901,95970.4401041667,0.0003229677677154,-0.0001117475330829,0.000124167650938,0.0,0.4136962890625,220.525375366211,99.998046875,265.364369074504,268.076228459676,0.529465322097849
1776,9,9,4,4,4,-157.425485714286,60.8222428571428,209,0.092956582,116.5016501,254,218,3985,4193,3623,202,2796,2000,266,315,268,318,0.0,313.970001220703,50461.12109375,8.89999961853027,-0.0399999991059303,13845,13250,2019,4,12,0,0,0,0.813763499259949,-2.9258238474528,95313.71484375,0.0011612325906753,-0.0002424251288175,7.30156898498535e-07,0.010897982865572,0.914591471354167,399.845687866211,100.0,272.65660794576,275.097518920898,6.01224851007169
978,8,8,4,1,1,-143.333033333333,66.3185666666667,227,0.050132769,297.2180506,7133,3883,413,2469,228,995,233,3968,210,126,227,137,0.0,282.920013427734,80923.8828125,23.8899993896484,9.0,14594,14224,2010,6,14,0,0,0,1.49091657002767,2.28490511576335,98349.1398111979,1.2814998626709e-05,-0.002527417615056,0.0,3.7252902984619103e-09,-7.345364722995101e-24,100.069646199544,0.0,279.983968098958,289.902886072795,1.21901573174864
350,7,7,2,1,5,-152.801761538462,65.7606615384615,284,0.017139103,338.7470069,5053,2566,720,2191,291,1235,193,2000,346,395,347,397,0.0,331.230010986328,58811.0390625,10.5900001525879,-2.95000004768372,14519,13549,2004,4,26,0,0,0,0.593500137329102,-1.12655703226725,97212.0642903646,0.0007950514554977,-0.0005454448983073,0.0,0.0069213192909956,0.298990885416667,318.591456095378,99.98828125,269.33132425944,274.810576121012,17.0495621932446
23,10,10,1,1,6,-155.398438461538,62.8356064102564,143,0.042854739,164.1324342,-132,-188,6695,6520,6438,561,2000,2000,428,492,417,481,0.0,154.009994506836,41312.98046875,3.98000001907349,-4.28999996185303,13526,13154,2002,3,17,1,0,3,-0.256600062052409,-1.25476296742757,99868.1181640625,0.0003678053617477,-0.0001977737993001,0.0005857795476913,0.0,0.443115234375,238.433904012044,100.0,270.480512619019,272.72846476237,67.0617349334671
1784,9,9,4,4,4,-155.7477,61.25575,202,0.163183163,275.163166,1479,1250,3131,4218,3255,600,1834,2000,354,420,355,423,0.0,323.989990234375,50953.0703125,7.57000017166138,-2.29999995231628,13735,13140,2019,4,13,1,0,0,2.55452597141266,-0.100317637125651,97813.8038736979,0.0016964673995971,-8.25561583042145e-05,9.9577009677887e-05,0.0075523070991039,0.3388671875,425.695948282878,97.1015625,272.682151794434,275.642698923747,0.101251664907061
1562,7,7,2,4,5,-152.329,67.1288,623,0.252395584,125.2923598,-376,-502,5958,5526,4525,201,1990,2048,502,612,494,604,0.0,279.700012207031,54303.1015625,-2.97000002861023,-11.75,13576,13137,2016,4,14,0,0,0,-0.723618825276693,-1.44958305358887,95980.7731119792,0.0002749860286712,-0.000662475824356,0.0,0.0,0.793131510416667,275.770818074544,99.861328125,259.148427327474,266.953959782918,0.25
49,8,8,4,1,1,-150.608785714286,64.63375,219,0.250635495,22.31152803,-55,-62,4051,4006,3719,360,1981,2000,348,403,347,401,0.0,287.859985351562,48110.7109375,0.170000001788139,-18.5499992370605,13405,12816,2002,4,3,0,0,0,-1.3237136999766,-0.387081146240234,101227.973795573,0.000134065747261,-0.0005329083651304,0.0,0.0,0.207234700520833,197.641586303711,99.990234375,259.206904729207,264.666763941447,36.5048835197822
173,9,9,4,1,1,-154.9009,59.7751,61,0.100437469,176.2327795,5095,2467,614,1890,353,857,2000,2466,241,166,204,140,0.0,114.809997558594,34283.12109375,5.59999990463257,0.0599999986588955,13920,13537,2003,2,23,1,0,3,1.12150891621908,-7.39059638977051,99092.1648763021,0.0017028898000717,-0.0015738122165203,0.0027670301496982,0.0008521005511283,0.0201416015625,170.529932657878,19.856201171875,272.456888834635,275.019070943197,0.25
1339,8,8,4,1,1,-156.15967,64.43367,149,0.185646736,276.8545014,-120,-152,5150,5027,5249,252,2190,4000,414,475,409,472,0.0,246.440002441406,44414.12890625,3.4300000667572,-11.2200002670288,13639,13087,2015,3,25,0,0,0,-0.478515863418579,-1.35521697998047,98232.4720052083,0.0002717077732086,-0.0002670716494321,0.0,0.0,0.454142252604167,241.391911824544,99.35546875,264.245026270549,267.965915679932,4.09901706929486
307,7,7,2,4,5,-141.148604347826,68.4788913043478,454,0.046729573,102.093472,-277,-440,8921,8439,8885,387,1968,65,587,710,581,708,0.0,223.5,45659.16015625,-22.4200000762939,-36.4000015258789,12288,11644,2004,3,26,0,0,0,-0.776601274808248,-0.210554122924805,94033.3061523438,0.0,-3.20617109537125e-05,4.65549528598785e-05,0.0,0.54833984375,160.729151407878,100.0,238.835136413574,243.379379272461,31.1582323829848
907,8,8,4,1,1,-141.4842,66.2605,743,0.239600271,293.9147297,1359,1411,3066,4031,2615,336,1976,2000,256,260,231,240,0.0,274.170013427734,44961.83984375,-7.19000005722046,-26.0200004577637,13449,12544,2010,3,26,0,0,0,-0.303462505340576,-1.59575017293294,96100.0942382812,2.31564044952393e-05,-0.0002871230244636,9.68575477600098e-07,0.0,0.254801432291667,161.832341512044,100.0,248.572401046753,254.203116734823,0.223921263006616
1947,9,9,4,1,1,-146.4911,63.9273,583,0.545914735,285.2958856,-191,-195,7011,6748,7816,436,2000,1962,573,682,486,615,0.0,133.649993896484,32513.19921875,-2.42000007629395,-16.0499992370605,12809,12772,2022,2,23,0,0,3,2.1106770435969,0.511096954345703,93202.1350911458,0.0004158914089202,-4.02405858039856e-05,2.32867896556854e-05,0.0,1.191650390625,209.804346720378,100.0,263.200442632039,267.107836405436,0.25
2032,8,8,4,1,1,-153.645042857143,64.6418596638656,174,0.086469813,212.2018539,8,8,6108,6119,7072,595,1996,1969,484,560,487,562,0.0,325.630004882812,49750.30859375,-1.86000001430511,-16.2399997711182,13480,12432,2022,4,7,0,0,0,0.396822134653727,-0.569434483846029,98182.9274088542,0.0004024654626846,-0.0002283696085214,0.0010589212179184,0.0,0.6229248046875,271.753890991211,99.974609375,266.37512143453,270.49357732137,164.675063006929
1134,8,8,4,1,1,-151.3365,63.9834666666667,209,0.438976247,280.7220372,5433,2361,511,1727,256,927,2000,1993,349,371,351,372,2.69000005722046,158.259994506836,58651.44140625,3.03999996185303,-4.51999998092651,13523,13107,2013,4,30,0,0,0,0.0517667134602865,0.727743784586589,98606.4731445312,0.0003011673688888,-0.0004405993968248,0.0034924410283565,0.0,0.376627604166667,251.151026407878,99.9609375,268.66725285848,272.28969891866,0.287123888606402
1225,10,10,1,6,6,-145.1108,63.9992,338,0.158940842,110.9915781,-176,-265,7650,7384,4545,322,2441,1975,526,568,440,492,0.0,149.809997558594,34865.5,-3.02999997138977,-17.6299991607666,12961,13238,2015,3,1,1,0,3,-0.600957870483398,1.26731808980306,98498.0066731771,0.0003382861614227,-7.67605379223824e-05,0.0014863088726997,0.0,0.4007568359375,205.206690470378,100.0,264.006719589233,267.627140680949,0.25
999,7,7,2,1,5,-160.197875,65.8239,101,0.087185835,63.87707363,-594,-906,8286,7356,8454,200,1445,2415,528,681,509,672,0.0,99.3099975585938,32807.5,-16.9099998474121,-26.0,12475,12710,2011,2,26,1,0,3,-1.60085932413737,3.79954942067464,102564.414876302,7.30752944946289e-05,-0.0001517310738563,0.0005636848509311,0.0,0.724365234375,186.451482137044,100.0,251.234200795492,254.23964881897,7.61322289142117
1728,8,8,4,1,1,-146.1227,63.9029,533,0.545914735,285.2958856,3530,1216,548,1146,286,590,2000,2045,374,423,377,427,0.0,149.479995727539,34887.26171875,-1.04999995231628,-15.5600004196167,13161,12770,2019,3,1,0,0,3,1.8923229376475,0.227291742960612,95219.7516276042,0.0004891902208328,-0.0001087142154574,0.0,0.0,0.47265625,197.743148803711,99.982421875,256.260105133057,262.701626459758,0.25
299,9,9,4,1,1,-146.964739426752,65.2774488535032,779,0.326864022,275.155241,252,312,4784,5032,5751,490,2000,2000,447,482,446,480,0.0,273.559997558594,43199.5390625,-1.82000005245209,-20.2700004577637,13240,12873,2004,3,21,1,0,0,1.07916895548503,-0.324434916178385,96930.7483723958,0.0003328174352645,-0.0001419261097908,7.1302056312561e-06,0.0,0.494099934895833,215.749333699544,99.287109375,250.385677973429,258.267461140951,2246.75046154772
950,8,8,4,1,1,-147.839,64.6879,136,0.267640389,346.948073,5764,2052,371,1381,174,782,2000,3352,131,89,136,92,0.0,310.089996337891,60472.05859375,14.2200002670288,0.0399999991059303,14246,13545,2010,5,3,0,0,0,-1.3955249786377,0.80862553914388,99721.6072591146,1.60932540893555e-05,-0.0010181479156017,0.0,8.19563865661621e-08,-7.345364722995101e-24,161.374984741211,8.13802083333333e-05,272.756443659465,280.141510009766,0.25
1835,7,7,2,4,5,-156.5186,60.2308,257,0.039431168,79.07750769,5699,3779,877,3202,411,1122,3108,786,259,175,285,189,0.0,275.100006103516,59870.7890625,8.94999980926514,1.72000002861023,14719,13617,2019,5,12,1,0,0,3.58535424868266,-2.6775582631429,99199.7172851562,0.0059270560741424,-0.001841677352786,0.0,3.58372926712036e-06,-7.345364722995101e-24,434.367172241211,0.0118815104166667,274.3125,278.225823720296,0.25
342,9,9,4,1,1,-159.194611111111,64.1965444444444,181,0.069765257,199.0238691,4718,1923,562,1566,252,891,3044,1910,318,369,320,370,0.0,300.769989013672,56434.921875,7.6100001335144,-1.32000005245209,13758,13574,2004,4,23,0,0,0,-1.81895081202189,-1.34904479980469,96222.4775390625,0.0006072223186492,-0.0006019668653607,5.40539622306824e-06,0.0034915842115879,0.494466145833333,379.689763387044,100.0,271.143314361572,274.687852223714,7.66238973105237
1774,8,8,4,1,1,-149.795049758454,65.6233077294686,146,0.172770199,229.6704915,200,158,3295,3430,2345,195,1987,1946,255,269,246,259,0.0,162.240005493164,52208.671875,3.86999988555908,-1.9099999666214,13719,13476,2019,4,12,0,0,0,-2.17508741219838,-1.2380797068278,96746.46484375,0.000307485461235,-0.0005509257316589,0.0006095990538597,0.0,0.390462239583333,321.719060262044,99.875,270.352652867635,273.126978556315,251.060001854112
1609,7,7,2,4,5,-141.33122,68.36429,381,0.046729573,102.093472,-286,-456,9005,8503,9146,200,623,280,648,773,632,764,0.0,154.130004882812,48097.390625,-9.14999961853027,-15.75,12919,12477,2017,4,1,1,0,0,-1.10251442591349,-1.2504870891571,93625.85546875,5.71310520172119e-05,-0.0002445150166749,0.0008860677480697,0.0,0.515787760416667,172.640609741211,100.0,260.182888666789,262.847139358521,12.8145674117879
306,8,8,4,1,1,-141.306085271318,64.3629372093023,658,0.193440711,87.7864654,929,790,2338,2817,2470,531,2000,3536,300,303,303,305,0.0,263.130004882812,45218.75,-14.8199996948242,-32.939998626709,12935,12101,2004,3,26,0,0,0,-1.27513643105825,0.344580968221029,91292.8478190104,0.0002512037754058,-9.00775194168091e-05,0.000345591455698,0.0,0.532389322916667,192.300114949544,93.9921875,245.002779642741,249.487045288086,160.034787473019
256,9,9,4,1,1,-147.5234,66.9365,271,0.138743832,148.8747124,3850,1734,689,1552,433,427,2000,534,305,286,295,284,0.159999996423721,251.660003662109,54671.0703125,7.17999982833862,-4.90999984741211,13716,13528,2003,4,16,0,0,0,-0.740516662597656,-0.374462127685547,96731.5673828125,0.0001210272312164,-0.0004575327038764,3.96221876144409e-05,0.0016981661319732,0.453165690104167,266.397445678711,100.0,269.062171936035,273.795054117839,0.25
1802,9,9,4,1,1,-158.0787,65.37876,414,0.149722632,76.16156982,-138,-121,4471,4349,5478,155,2000,240,380,455,379,455,0.0,316.450012207031,55101.609375,-3.61999988555908,-12.0500001907349,13727,13339,2019,4,19,0,1,0,-1.04115271568298,0.73329226175944,96822.2060546875,0.0003042668104171,-0.0004263892769813,0.0003202650696039,0.0,0.556599934895833,319.090479532878,100.0,262.948963801066,266.998886744181,3.32478946667038
1903,8,8,4,1,1,-150.5556,64.877,97,0.250635495,22.31152803,577,435,2838,3186,2497,336,1231,1977,224,216,220,216,6.46999979019165,229.990005493164,47748.4296875,-10.1099996566772,-28.0699996948242,13453,12487,2021,4,2,0,1,0,0.678553382555644,0.760150273640951,100089.403320312,0.0003158748149871,-0.0002192128449678,0.000193141400814,0.0,0.560099283854167,196.366195678711,99.98046875,252.82320467631,257.308296203613,0.25
507,8,8,4,1,1,-147.77987,65.22104,509,0.469062058,270.4405773,2146,1379,1359,2102,2788,328,2000,2000,293,290,277,276,0.0,252.240005493164,47400.3984375,-3.54999995231628,-12.8299999237061,13719,12925,2005,4,1,0,0,0,-1.95930977662404,-1.57262380917867,94305.2325846354,8.5681676864624e-05,-0.00037900544703,0.0004435218870639,0.0,0.50048828125,248.198226928711,99.58203125,259.462648391724,263.472398122152,1.96544114639858
